message_size, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, 
1024, 1664093, 1584643, 1661078, 1643410, 1694353, 1562932, 1570175, 1702060, 1660583, 1567249, 1611703, 1688033, 1662183, 1580411, 1566502, 1514315, 1667588, 1607072, 1651576, 1665886, 1653355, 1670793, 1605658, 1675375, 1715125, 1571317, 1671185, 1668138, 1684937, 1528131, 1611701, 1667051, 1607482, 1668940, 1703370, 1708634, 1694361, 1616326, 1576048, 1594295, 1663517, 1674226, 1666693, 1594158, 1670831, 1623205, 1689063, 1666381, 1676534, 1690079, 
2048, 1381739, 1348197, 1314261, 1290291, 1355199, 1331698, 1381341, 1316123, 1378349, 1378286, 1313505, 1426229, 1290103, 1318609, 1400736, 1386048, 1381116, 1314301, 1324189, 1377718, 1379869, 1379197, 1379274, 1318504, 1316372, 1319515, 1314828, 1315328, 1349377, 1322340, 1419675, 1292243, 1316334, 1377110, 1376368, 1427484, 1426867, 1320356, 1339077, 1313243, 1291097, 1318106, 1339231, 1380752, 1386138, 1340578, 1316805, 1384291, 1318169, 1411630, 
4096, 1177443, 1299349, 1309179, 1177019, 1206177, 1217263, 1289714, 1293516, 1204082, 1270009, 1206807, 1270407, 1292037, 1274670, 1286734, 1274143, 1273603, 1208950, 1205180, 1207907, 1292746, 1273971, 1202696, 1205977, 1305785, 1307273, 1208966, 1207129, 1207234, 1269773, 1290017, 1175627, 1209735, 1297860, 1298157, 1299455, 1307970, 1255959, 1228867, 1304865, 1303055, 1307346, 1304953, 1283355, 1203754, 1305795, 1224757, 1272432, 1193146, 1223821, 
8192, 1219941, 1167554, 1229987, 1218982, 1216249, 1160615, 1189190, 1220833, 1224191, 1158082, 1187157, 1220935, 1155142, 1159099, 1220585, 1154705, 1161658, 1218940, 1126341, 1222830, 1156503, 1139599, 1229658, 1238084, 1221250, 1141025, 1158514, 1220050, 1130058, 1190657, 1154256, 1159739, 1217440, 1218120, 1226464, 1222179, 1159553, 1128252, 1216950, 1194026, 1217788, 1156409, 1159431, 1188243, 1221149, 1160411, 1157092, 1126808, 1222255, 1127882, 
16384, 1196384, 1199784, 1130097, 1194642, 1195510, 1135535, 1194550, 1195024, 1131593, 1103512, 1129758, 1193867, 1135362, 1193441, 1130942, 1132911, 1200544, 1211624, 1194600, 1195637, 1132034, 1162377, 1104394, 1208959, 1130964, 1198347, 1132756, 1199197, 1108267, 1194631, 1132027, 1198041, 1193227, 1193367, 1198019, 1131931, 1194511, 1198587, 1132837, 1194602, 1129920, 1132866, 1208248, 1192460, 1197594, 1194068, 1195444, 1199411, 1196063, 1192076, 
32768, 1122687, 1119230, 1178570, 1122661, 1117181, 1183153, 1182028, 1181382, 1178973, 1102075, 1105581, 1116847, 1183857, 1117714, 1123575, 1182734, 1193895, 1179803, 1118475, 1179533, 1189232, 1180358, 1178899, 1121870, 1100935, 1119778, 1183160, 1121207, 1181365, 1184687, 1117809, 1179009, 1184963, 1124198, 1182561, 1184666, 1181432, 1116227, 1123323, 1178750, 1181040, 1101462, 1116901, 1129090, 1151324, 1184069, 1181584, 1179461, 1179522, 1121703, 
65536, 1111158, 1183481, 1109183, 1177214, 1110595, 1173248, 1172649, 1110032, 1087058, 1174074, 1109664, 1116946, 1173083, 1174012, 1178693, 1108737, 1108322, 1174368, 1112172, 1173035, 1176850, 1173397, 1172816, 1114449, 1110057, 1174533, 1175291, 1108886, 1111774, 1115941, 1173468, 1109105, 1177513, 1174649, 1082350, 1114130, 1174219, 1174245, 1176031, 1173225, 1111416, 1176293, 1082966, 1172849, 1175392, 1173181, 1080386, 1176433, 1174997, 1109998, 
131072, 1177476, 1182723, 1116118, 1118827, 1180403, 1115624, 1178564, 1181490, 1178561, 1192859, 1091643, 1090965, 1088044, 1180689, 1194463, 1116381, 1183043, 1179020, 1116594, 1181270, 1178056, 1178106, 1194776, 1117369, 1095150, 1183516, 1177240, 1181298, 1181510, 1088319, 1183679, 1179274, 1115094, 1195427, 1178487, 1116376, 1180801, 1116950, 1180629, 1117860, 1180208, 1181034, 1117693, 1177869, 1180143, 1189693, 1117271, 1178601, 1121038, 1177409, 
