num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, 
1, 172208, 163460, 160571, 161769, 156868, 155047, 151397, 148906, 149254, 153929, 
2, 255888, 189852, 214415, 217206, 240461, 240832, 223298, 190164, 225978, 228459, 
3, 272154, 254639, 261944, 263708, 260015, 261027, 260724, 263339, 248224, 257892, 
4, 274861, 237832, 238246, 238753, 238600, 237747, 239818, 253162, 253287, 252632, 
5, 284678, 208566, 266699, 265723, 225611, 268040, 272588, 254137, 241266, 265900, 
6, 272999, 182422, 189398, 189040, 188951, 188995, 189214, 189000, 189411, 188732, 
7, 314432, 213358, 181537, 182819, 184052, 183994, 183602, 182415, 182143, 182129, 
8, 317654, 274800, 270895, 268788, 236776, 240116, 210120, 202939, 257323, 263730, 
9, 290917, 266308, 258164, 280111, 279675, 255343, 258182, 223201, 185955, 209490, 
10, 282056, 268588, 268097, 269092, 269509, 269325, 268408, 268900, 276450, 253475, 
11, 267989, 243042, 243287, 242234, 241247, 241301, 241382, 241874, 241576, 213249, 
12, 347348, 259392, 194754, 245196, 276038, 275620, 272773, 270104, 268840, 266183, 
13, 250649, 178865, 180801, 173260, 179258, 179705, 180249, 180663, 180375, 180522, 
14, 238850, 169981, 171795, 171455, 171839, 172010, 171811, 171999, 172391, 177869, 
15, 280654, 234523, 181771, 185104, 183988, 184208, 183850, 181875, 176625, 171252, 
16, 262705, 221505, 206277, 227495, 235941, 236323, 237318, 220920, 226802, 237145, 
17, 268729, 183850, 187526, 186940, 186380, 186396, 186150, 186575, 190194, 194532, 
18, 322077, 181324, 178108, 182529, 178370, 185400, 185361, 185439, 182136, 179714, 
19, 293610, 196890, 177886, 182400, 185131, 186461, 186672, 175771, 173602, 172510, 
20, 271565, 239209, 175609, 179918, 224500, 243121, 243764, 242665, 252450, 256644, 
21, 348342, 182152, 183520, 185992, 181106, 180973, 182959, 182790, 183082, 184033, 
22, 247566, 239508, 208866, 187339, 187267, 184085, 184148, 183917, 184441, 184073, 
23, 306625, 210015, 178826, 181291, 180818, 181466, 181585, 181474, 182328, 181991, 
24, 293638, 256737, 233252, 233626, 300554, 243709, 242937, 242700, 243117, 240115, 
25, 287416, 271409, 239043, 241284, 182217, 244389, 248452, 268692, 233590, 219628, 
26, 200547, 184349, 184846, 186810, 184170, 183792, 182766, 183093, 181877, 184426, 
27, 286572, 278627, 278194, 254907, 238762, 240531, 245147, 249588, 259760, 265599, 
28, 308869, 277404, 247670, 229152, 228118, 178571, 177189, 210524, 234625, 241942, 
29, 392079, 304500, 236275, 235549, 235525, 238051, 276225, 268829, 271505, 265866, 
30, 269656, 268376, 267874, 252497, 259753, 264172, 263395, 265183, 267524, 267976, 
31, 296331, 247623, 249655, 251372, 248000, 248000, 246000, 249437, 250857, 250717, 
32, 277535, 237564, 184833, 184200, 185144, 186856, 186992, 186510, 186323, 186344, 
33, 284987, 223085, 174037, 176090, 181400, 181914, 183320, 186951, 189285, 188361, 
34, 268500, 184807, 183529, 184292, 182648, 182126, 183357, 182846, 185748, 186487, 
35, 325537, 243657, 177940, 182600, 184404, 183975, 184416, 176170, 179167, 183958, 
36, 188426, 187119, 185733, 186225, 187512, 187788, 187825, 186576, 186299, 187040, 
37, 250863, 176183, 183225, 181321, 180874, 181754, 182324, 183319, 182682, 182738, 
38, 298083, 233895, 231819, 232746, 232334, 232771, 232723, 236785, 247880, 261431, 
39, 226783, 229125, 230871, 230304, 225225, 309823, 258602, 240669, 245197, 247685, 
