num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, 
1, 4888, 4967, 4832, 4903, 4950, 4872, 4867, 4908, 4848, 4849, 
2, 10337, 10332, 10419, 11990, 13566, 13630, 13568, 13582, 13512, 13336, 
3, 16515, 19342, 19830, 19874, 19803, 17558, 18196, 17544, 17403, 17262, 
4, 20252, 21771, 21768, 21880, 21611, 21754, 21659, 21609, 23390, 23498, 
5, 27213, 27853, 27780, 27998, 27989, 27733, 28049, 28124, 28186, 28264, 
6, 31064, 32240, 32968, 32990, 32010, 31752, 30957, 31404, 31482, 31335, 
7, 35230, 35396, 33970, 33510, 33406, 35460, 35391, 35183, 36453, 36436, 
8, 37835, 37647, 37524, 37069, 37170, 36763, 38761, 38630, 38662, 38451, 
9, 40085, 40367, 40478, 40327, 39819, 39795, 40204, 39828, 35194, 36343, 
10, 43521, 39901, 39114, 41568, 41894, 40796, 40533, 40486, 36848, 36446, 
11, 43559, 43346, 43283, 43112, 43333, 42140, 42515, 44027, 44349, 43460, 
12, 45719, 44595, 44588, 45054, 44695, 44599, 45271, 44868, 45142, 41575, 
13, 47752, 48837, 50022, 46739, 46378, 46841, 46864, 43187, 46555, 46929, 
14, 48324, 47430, 46577, 45477, 44975, 45645, 46191, 45245, 40471, 47001, 
15, 44913, 43953, 44283, 42076, 42077, 42089, 42943, 43040, 43098, 42436, 
16, 52077, 49534, 47056, 47958, 44680, 38969, 43905, 46444, 46089, 48440, 
17, 48121, 47158, 45773, 42300, 41961, 41216, 41330, 43057, 42778, 42789, 
18, 46911, 46624, 44712, 44716, 44586, 43517, 43292, 44692, 44876, 42669, 
19, 48847, 47083, 47234, 48013, 46965, 46559, 46363, 46520, 49074, 49629, 
20, 46311, 43795, 44399, 43692, 43913, 43791, 43783, 44249, 44996, 45158, 
21, 44652, 44566, 44541, 44623, 44503, 44520, 44498, 44283, 44828, 43821, 
22, 48965, 46919, 46095, 46049, 47085, 46894, 46267, 46252, 46839, 46497, 
23, 47248, 46009, 44632, 44865, 44891, 44290, 45000, 45854, 46101, 45645, 
24, 42262, 41669, 41630, 41846, 41651, 41597, 41520, 41440, 41454, 41328, 
25, 45652, 43893, 43600, 43314, 43548, 43811, 43873, 43899, 43663, 43693, 
26, 49204, 47228, 45649, 43380, 42962, 44369, 45664, 45652, 43834, 43220, 
27, 47926, 45006, 41949, 41703, 40861, 42265, 42530, 42624, 42678, 44786, 
28, 46362, 45791, 43785, 42364, 42304, 45815, 45686, 45382, 45553, 45232, 
29, 47707, 44821, 43986, 43977, 44051, 44780, 44903, 44881, 44326, 45581, 
30, 49309, 46874, 46682, 46591, 47349, 46256, 46411, 45728, 45722, 46591, 
