num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, 
31, 49216, 46625, 45924, 46213, 46236, 46763, 45835, 45582, 45699, 46065, 
32, 49973, 47180, 46891, 44701, 44062, 42991, 43234, 44024, 42942, 43500, 
33, 51989, 49396, 48490, 48380, 48425, 48184, 49420, 49538, 49501, 49409, 
34, 50357, 48812, 49016, 48929, 48686, 48682, 48403, 48251, 48077, 48150, 
35, 52079, 49144, 48243, 48271, 47911, 47645, 47327, 47391, 47530, 47206, 
36, 47019, 42961, 44111, 43162, 43164, 41978, 40872, 41498, 41084, 40682, 
37, 48868, 39439, 38652, 38727, 38679, 38780, 47190, 47463, 46725, 46300, 
38, 49234, 47903, 47847, 47835, 47678, 47198, 46908, 46653, 43663, 43471, 
39, 52282, 43272, 40613, 40681, 41252, 40661, 40633, 47721, 49045, 47949, 
40, 47199, 46895, 46628, 46792, 46258, 46283, 46341, 46042, 46013, 45321, 
41, 47398, 41100, 39501, 39941, 39721, 39879, 39934, 44437, 43894, 43488, 
42, 40351, 37693, 39675, 41077, 38536, 36923, 36912, 40173, 40155, 40143, 
43, 49190, 47642, 47361, 47310, 44220, 41857, 41721, 44432, 45850, 45873, 
44, 49086, 48490, 47466, 47419, 47341, 47189, 44114, 45514, 45769, 45900, 
45, 47170, 44552, 44455, 43870, 42956, 42420, 42277, 41767, 41181, 41153, 
46, 52939, 48241, 45236, 45297, 44839, 43112, 41172, 41143, 45909, 46978, 
47, 43026, 41657, 41635, 41117, 40540, 40114, 39329, 36745, 44572, 44785, 
48, 49737, 48167, 46522, 43069, 43290, 44310, 43996, 43998, 41591, 40951, 
49, 42155, 42404, 42061, 41838, 42012, 41953, 41781, 41299, 40693, 40631, 
50, 46845, 46232, 47844, 47471, 47276, 47084, 47854, 47455, 44665, 44602, 
51, 38958, 38883, 39569, 41358, 41541, 41423, 41566, 41574, 41527, 41183, 
52, 42757, 40581, 39101, 39398, 41928, 41849, 41598, 41602, 41513, 39784, 
53, 48791, 47432, 46976, 46571, 46514, 46233, 46104, 45510, 45280, 45302, 
54, 49257, 48647, 48271, 44332, 41393, 41243, 41010, 41045, 40350, 47434, 
55, 50523, 44208, 39583, 39496, 39678, 39180, 39562, 39463, 39402, 45862, 
56, 41378, 40938, 39782, 39272, 38959, 38898, 38853, 39035, 39880, 40731, 
57, 49417, 48434, 47788, 47186, 46521, 45994, 45601, 44917, 45175, 44829, 
58, 46780, 43626, 43840, 43877, 44330, 44061, 43326, 42803, 42885, 42217, 
59, 53844, 51888, 50083, 49320, 48663, 48102, 47986, 47304, 44106, 43682, 
60, 46579, 45569, 44397, 42704, 44194, 44209, 43357, 43544, 43175, 42695, 
61, 44664, 44320, 44689, 44481, 43399, 40780, 40519, 40500, 39461, 39517, 
62, 48283, 44736, 44341, 43929, 43634, 42804, 42642, 42427, 44760, 44733, 
63, 42236, 39348, 38380, 40553, 41008, 41271, 41309, 41244, 41166, 40768, 
64, 39860, 40379, 40233, 40022, 40267, 40056, 41426, 41281, 41445, 41257, 
