num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 45927, 45240, 45159, 45521, 45315, 45337, 45276, 45628, 45662, 45728, 
2, 82790, 82803, 83988, 84309, 82488, 83672, 83423, 82724, 83439, 83207, 
3, 102835, 104492, 105062, 102774, 103397, 102998, 103872, 104864, 105485, 104587, 
4, 95218, 97545, 98443, 99061, 98983, 100325, 98826, 97127, 95363, 99405, 
5, 96322, 98365, 99942, 100277, 102011, 102010, 103497, 103734, 101234, 100891, 
6, 108302, 95811, 95962, 92522, 97874, 98924, 99686, 99972, 100322, 100215, 
7, 104238, 104939, 109720, 109959, 109873, 107097, 106126, 105340, 109672, 109899, 
8, 109092, 97399, 99578, 94177, 102940, 103380, 103620, 104415, 109575, 108242, 
9, 104624, 90910, 100960, 102180, 102027, 100763, 100670, 101070, 103041, 103109, 
10, 119247, 115214, 106600, 102720, 106632, 112182, 116136, 116823, 116507, 115094, 
11, 102790, 90224, 87589, 86780, 88780, 89700, 89982, 91108, 93886, 92104, 
12, 108350, 100771, 100273, 93336, 98970, 99645, 115545, 108040, 114250, 111940, 
13, 106242, 98445, 95232, 94816, 93921, 93410, 92811, 93671, 92189, 93729, 
14, 103492, 101360, 102260, 102000, 101807, 98096, 87910, 93605, 95586, 95426, 
15, 112210, 110191, 109459, 106250, 108111, 108302, 108467, 107940, 107620, 108330, 
16, 99000, 93410, 93189, 98021, 98170, 92080, 92000, 91850, 92920, 93453, 
17, 121985, 105598, 101320, 96290, 93841, 95149, 92521, 96450, 95859, 96190, 
18, 104640, 100291, 107830, 115729, 113012, 102508, 100260, 110060, 110310, 107690, 
19, 122290, 104298, 114972, 106580, 101200, 103458, 110972, 100251, 95699, 108100, 
20, 117256, 117990, 119600, 116815, 119232, 114489, 113934, 107709, 108151, 114430, 
21, 115572, 93217, 96419, 105734, 96530, 101013, 101558, 91380, 89799, 96959, 
22, 110090, 106441, 110891, 107968, 110759, 109049, 103552, 100280, 107652, 105948, 
23, 112425, 99113, 103904, 101606, 105932, 113048, 116624, 114226, 115730, 115990, 
24, 105830, 102740, 101790, 94080, 99850, 94942, 92182, 94576, 94750, 95017, 
25, 117520, 111194, 113046, 111741, 107059, 110767, 105777, 116387, 120682, 124312, 
26, 110092, 111958, 120070, 120587, 117602, 118373, 123818, 107147, 114803, 117220, 
27, 119655, 115370, 115000, 113578, 116882, 118359, 116240, 111729, 111922, 114420, 
28, 104763, 96010, 107820, 102248, 97012, 96080, 101091, 100349, 95177, 103073, 
29, 98706, 95702, 98048, 99446, 103065, 98177, 100537, 99568, 105590, 112490, 
30, 109010, 112130, 111972, 108998, 106706, 102854, 102380, 108500, 120090, 118330, 
31, 111753, 110989, 110140, 108822, 113749, 103883, 112707, 114610, 114597, 116237, 
32, 97482, 98269, 105279, 97640, 100880, 97414, 108400, 109650, 111460, 117370, 
