num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, value11, value12, value13, value14, value15, value16, value17, value18, value19, value20, value21, value22, value23, value24, value25, value26, value27, value28, value29, value30, value31, value32, value33, value34, value35, value36, value37, value38, value39, value40, value41, value42, value43, value44, value45, value46, value47, value48, value49, value50, value51, value52, value53, value54, value55, value56, value57, value58, value59, value60, value61, value62, value63, value64, value65, value66, value67, value68, value69, value70, value71, value72, value73, value74, value75, value76, value77, value78, value79, value80, value81, value82, value83, value84, value85, value86, value87, value88, value89, value90, value91, value92, value93, value94, value95, value96, value97, value98, value99, value100, 
11, 68350, 66025, 66450, 66000, 66004, 65521, 65175, 68150, 68570, 71005, 69250, 67550, 68450, 59625, 59385, 59390, 66750, 66250, 66650, 67575, 68375, 66950, 70300, 66850, 67425, 67411, 68538, 68076, 67316, 66334, 65775, 65225, 66850, 66750, 67825, 67875, 70125, 72400, 73250, 77100, 77225, 72770, 71375, 70505, 71725, 71000, 72291, 73084, 74675, 73450, 71491, 68084, 69150, 68850, 69300, 69389, 69446, 69165, 69241, 69084, 68882, 69068, 68250, 67323, 68330, 69023, 68224, 67250, 68875, 69500, 68500, 70950, 69300, 71600, 70300, 71725, 70825, 68275, 73625, 73575, 70240, 72485, 76575, 75000, 75378, 63472, 60971, 60180, 60299, 61800, 60911, 62014, 62600, 61450, 62167, 60909, 61024, 61375, 61225, 60300, 
12, 73450, 65825, 71875, 71150, 71900, 72025, 70150, 64920, 72805, 74825, 75325, 74625, 75025, 73125, 76025, 68725, 66125, 65300, 65600, 67050, 72028, 71447, 71125, 70750, 73250, 72100, 71122, 67453, 67000, 67369, 69506, 71575, 72775, 73000, 73800, 72000, 73300, 73775, 73425, 73325, 73793, 72382, 66103, 69447, 72075, 73525, 73550, 72490, 72075, 71860, 72350, 72975, 76019, 76106, 76543, 74882, 68291, 67000, 69461, 65323, 67925, 72450, 67525, 65421, 65827, 65753, 70633, 66791, 66975, 71200, 66125, 66875, 66100, 64875, 66550, 69525, 67575, 68868, 69207, 71388, 69812, 65500, 65000, 65250, 65300, 64850, 65575, 68900, 71975, 71856, 72690, 70576, 71928, 68327, 65373, 66664, 71836, 72000, 71675, 71575, 
13, 73600, 67175, 64025, 63149, 62876, 63125, 62950, 66000, 66475, 66275, 66322, 66380, 67087, 65759, 65127, 68975, 68625, 68800, 69225, 69375, 69558, 70017, 70823, 69327, 70175, 66400, 67900, 73225, 71975, 71225, 69100, 67775, 65500, 65675, 66425, 66550, 66975, 66686, 67014, 67075, 66800, 67150, 70275, 73125, 73375, 73925, 74826, 74511, 70213, 69779, 68421, 73175, 70825, 72450, 72401, 73724, 74100, 74350, 72025, 70836, 69439, 69975, 70375, 69050, 69225, 69325, 73025, 77003, 79047, 75550, 73125, 72950, 69475, 66049, 68376, 70550, 70600, 70725, 70750, 69225, 68625, 68500, 68050, 67100, 63550, 64350, 64487, 64038, 63525, 65448, 66252, 67050, 67275, 69000, 67675, 69225, 67100, 73650, 69195, 72128, 
14, 78900, 68825, 68568, 66959, 67048, 67075, 66825, 68025, 68850, 69575, 71120, 69175, 68636, 69984, 70060, 70775, 69450, 69250, 67790, 67709, 68676, 69122, 67703, 60625, 56175, 56762, 60838, 75625, 71925, 68250, 69075, 69525, 70486, 67064, 64817, 64833, 64702, 65448, 66100, 65539, 57561, 57750, 58713, 57687, 57750, 57250, 57725, 57700, 58400, 59800, 75900, 65825, 69519, 71056, 76475, 73275, 65988, 64561, 64376, 65381, 65794, 67475, 67975, 69048, 71222, 70780, 68500, 67343, 66632, 68115, 68637, 66623, 65675, 66625, 67563, 69112, 70025, 68525, 68806, 68902, 68867, 68850, 68750, 68675, 69150, 67925, 68900, 67650, 55000, 56094, 55881, 67983, 74217, 66750, 64719, 64482, 63424, 62925, 64225, 65025, 
15, 57727, 55621, 55852, 56175, 56450, 58050, 61325, 61550, 59975, 59250, 58825, 61050, 59043, 59882, 60575, 61161, 60514, 61775, 61975, 60775, 61900, 61900, 62825, 62777, 60873, 66400, 68575, 69800, 71050, 69900, 71325, 68950, 68625, 68600, 67525, 66367, 69858, 71575, 70350, 72800, 67675, 66565, 67385, 64150, 65340, 67385, 68650, 67400, 68475, 67700, 69775, 70241, 70384, 70075, 69500, 71000, 69475, 74900, 76950, 80869, 78806, 75875, 74950, 66450, 66303, 68162, 70635, 70625, 72525, 70725, 70225, 70475, 72500, 69350, 69399, 68976, 67900, 68650, 63721, 66507, 66178, 67025, 68019, 66675, 65547, 66603, 64410, 63629, 66886, 69975, 63850, 63341, 61959, 63125, 66300, 62875, 63725, 67300, 67700, 67625, 
16, 70777, 71548, 73075, 67742, 73833, 74450, 74350, 73450, 71775, 76650, 78950, 79175, 75775, 76150, 78525, 78650, 74350, 68975, 70942, 74933, 73700, 71849, 72776, 75925, 76625, 75575, 77975, 70294, 68831, 70325, 70675, 72500, 72352, 73673, 73575, 74215, 73560, 74441, 75509, 81600, 81520, 81655, 81625, 82100, 82175, 82725, 82850, 83475, 82150, 82925, 82850, 84025, 83975, 83100, 82425, 73643, 81277, 82855, 82850, 83075, 89500, 91075, 90050, 90050, 90100, 90125, 81350, 78478, 74197, 73175, 73425, 73322, 73053, 74076, 73649, 74325, 74825, 72300, 68125, 67475, 67775, 67793, 67782, 67275, 67100, 68200, 67550, 67520, 67730, 68075, 67271, 66921, 67679, 69929, 71925, 71825, 72761, 72992, 73797, 73000, 
17, 73574, 67279, 64897, 69625, 71400, 66433, 67986, 74332, 71474, 70150, 75300, 75194, 74444, 72070, 72242, 71600, 68900, 70350, 71125, 71044, 70781, 73965, 67160, 63675, 64000, 70000, 68950, 69975, 71657, 72818, 71725, 66298, 65927, 65075, 70400, 72175, 71400, 71925, 72225, 70809, 72104, 71137, 70900, 75771, 76229, 72875, 74650, 74700, 75125, 74250, 74225, 67575, 65025, 65750, 66527, 75048, 73800, 74750, 75092, 74583, 73350, 71963, 71512, 72650, 72650, 71325, 70450, 71300, 72575, 72900, 72735, 68540, 65250, 69172, 71153, 72350, 70125, 70075, 70393, 67282, 68875, 68900, 69077, 69973, 69900, 70375, 71250, 67700, 71525, 70621, 70179, 70475, 72900, 71950, 70800, 71400, 66975, 67200, 69800, 68975, 
18, 75574, 72326, 70342, 70661, 69772, 69375, 70232, 73375, 69771, 72947, 72750, 73675, 74800, 74600, 74475, 74325, 73775, 74925, 75325, 75322, 74378, 76750, 73550, 74100, 74250, 75300, 76150, 75225, 75799, 76987, 77725, 70364, 72650, 73450, 74191, 74559, 74650, 77525, 77925, 78100, 76275, 76900, 76900, 77325, 77975, 79025, 78675, 77950, 76525, 76275, 78225, 76775, 71638, 71837, 71775, 71625, 71550, 71242, 72708, 72478, 71879, 71718, 72650, 79225, 77425, 73025, 75567, 77983, 70975, 71700, 73482, 75313, 74930, 76400, 76125, 71988, 70012, 69650, 70500, 73725, 69000, 70050, 71025, 73076, 67806, 67843, 71823, 74318, 74593, 75541, 75296, 75029, 69518, 71182, 68875, 69400, 73650, 72869, 73681, 73963, 
19, 77675, 65892, 62008, 58678, 65322, 65390, 65710, 66825, 67200, 66403, 66284, 66913, 68200, 68246, 68629, 68275, 67150, 67293, 65507, 66325, 67225, 68350, 67350, 68150, 68383, 68667, 68075, 67123, 67102, 67550, 67300, 67550, 69525, 69288, 70154, 67433, 68175, 66900, 64832, 66456, 67162, 67502, 67598, 68300, 69800, 68618, 70493, 74764, 74375, 74600, 73250, 73075, 72700, 69348, 72027, 72123, 72202, 74481, 76196, 75898, 70200, 69500, 74150, 72675, 72803, 72697, 72875, 72575, 73106, 73569, 72675, 72525, 71825, 72025, 73000, 74125, 75275, 75750, 78050, 77050, 71250, 71375, 71400, 72060, 71540, 71352, 71298, 69650, 66925, 66150, 67287, 66238, 65800, 66850, 67176, 67999, 67313, 69787, 71200, 72350, 
20, 63450, 60800, 61100, 61887, 60788, 60275, 61400, 61500, 61400, 62075, 62325, 62999, 63193, 64008, 62900, 62250, 62700, 62925, 60873, 58527, 60550, 61625, 63200, 62428, 64023, 62249, 61650, 63575, 67100, 74675, 67900, 58500, 61200, 66850, 66800, 67325, 67750, 68578, 66297, 61650, 61350, 62800, 63906, 68094, 70042, 71902, 70757, 68974, 69425, 70426, 70849, 70042, 68859, 67849, 67375, 67475, 67550, 67800, 70450, 70475, 71425, 70250, 69950, 69550, 67789, 66686, 68575, 67775, 68032, 66143, 65325, 66234, 67366, 67175, 66000, 65400, 66611, 67873, 67768, 68846, 70352, 70685, 68915, 67425, 67225, 70100, 68725, 69000, 69250, 67850, 69050, 69300, 67839, 64061, 63875, 63425, 65226, 66774, 68350, 71050, 
21, 75669, 64934, 64675, 64575, 65950, 66175, 67900, 67600, 67875, 67700, 67872, 68578, 68200, 69062, 68188, 69374, 69143, 68343, 68315, 66400, 65950, 66525, 67625, 67450, 67825, 66250, 67225, 67273, 67227, 67344, 72281, 72575, 72575, 73002, 73248, 73050, 74000, 70296, 69404, 71125, 71077, 70873, 69635, 70440, 72150, 71200, 71875, 70950, 70875, 70936, 68039, 66097, 67703, 70800, 70950, 72375, 75300, 73127, 73898, 73925, 71236, 72362, 73777, 75550, 78775, 80668, 81132, 79542, 78383, 72798, 73502, 72625, 72250, 72523, 76603, 78124, 78375, 78475, 71800, 72103, 73022, 72500, 70825, 71891, 70484, 73100, 73925, 72649, 72476, 72575, 72500, 73258, 73267, 73791, 74209, 75250, 74995, 74014, 69916, 67750, 
22, 77481, 72869, 70925, 69700, 70450, 69658, 70942, 72525, 72500, 72286, 71164, 71190, 74335, 75700, 77650, 75900, 72721, 75115, 74764, 74200, 73124, 73700, 71026, 72525, 70438, 67202, 67110, 68025, 74630, 75020, 75463, 71956, 73506, 73175, 74350, 74525, 75475, 76050, 71200, 66400, 64200, 66913, 71073, 70539, 70525, 69300, 69725, 71175, 71775, 70269, 66006, 72375, 71900, 71525, 67375, 65975, 66697, 74689, 75039, 70350, 72600, 77525, 77750, 73250, 73400, 61016, 67884, 68300, 71775, 72775, 73225, 73600, 73225, 73409, 72141, 71719, 73701, 73922, 75058, 75063, 75762, 76650, 75776, 71549, 72925, 73450, 69977, 71098, 74325, 73725, 72675, 72825, 72878, 73972, 74102, 73898, 62926, 74674, 68925, 74175, 
23, 68150, 64850, 60030, 57770, 65298, 67377, 69025, 67700, 68675, 68875, 69075, 71758, 73367, 71456, 70820, 71977, 72097, 72550, 72550, 73050, 73125, 72700, 70875, 71576, 71624, 72089, 70986, 72250, 72626, 72374, 69419, 66831, 67200, 65025, 64175, 58222, 58003, 61625, 63925, 66814, 67586, 69096, 70679, 70725, 70675, 70625, 71175, 70626, 72374, 74375, 70375, 69950, 70050, 70325, 69594, 75381, 74225, 69350, 70675, 72175, 67475, 69000, 72228, 74172, 76225, 77600, 77375, 72725, 68874, 67276, 67225, 69861, 71614, 74100, 70875, 72002, 70873, 70650, 71150, 70266, 67759, 68700, 70650, 69450, 68625, 69318, 73380, 63969, 58983, 60400, 68825, 68350, 64750, 67175, 72325, 72025, 71425, 72548, 74127, 69896, 
24, 67057, 65581, 66187, 66750, 66200, 66625, 66125, 67050, 68400, 69897, 71803, 77475, 76300, 70347, 72428, 72050, 71025, 70600, 70833, 70892, 71250, 70200, 70975, 71552, 68165, 69203, 68405, 70475, 71289, 70986, 72000, 70075, 69850, 68828, 67797, 69075, 71900, 73925, 70706, 69786, 69405, 69276, 69627, 69775, 70075, 68475, 68300, 67278, 70447, 70125, 68339, 68361, 70025, 70200, 70400, 72263, 69937, 69953, 70122, 70025, 68711, 66308, 68231, 67838, 69137, 68950, 69400, 70225, 67325, 68749, 66301, 65621, 66311, 67016, 65377, 66125, 68800, 71975, 70525, 70600, 69125, 69025, 70675, 73100, 72325, 72537, 70063, 70225, 72975, 73725, 73525, 73975, 73253, 74547, 75625, 74600, 74215, 66110, 70275, 69200, 
25, 71650, 70900, 69525, 65625, 62996, 63194, 64342, 64368, 64175, 63800, 65344, 65471, 65760, 65825, 67450, 67550, 67953, 68647, 68846, 66504, 67350, 67150, 66075, 67125, 66433, 69639, 68728, 69450, 69100, 69250, 69800, 72600, 72586, 72739, 74175, 73575, 74500, 72125, 70225, 70025, 71314, 70736, 67875, 73550, 76300, 78375, 75475, 74700, 74850, 76165, 78303, 77920, 72923, 74853, 73961, 76725, 74875, 76925, 78750, 80900, 71075, 71400, 71152, 71673, 71050, 69075, 69425, 70200, 70007, 65437, 65631, 67167, 66982, 73526, 76050, 70401, 68349, 68775, 69850, 69575, 65400, 62000, 65750, 70950, 70578, 70814, 71409, 70774, 70750, 70300, 70725, 70900, 69650, 70875, 73175, 73550, 74525, 74075, 74200, 71677, 
26, 74225, 64825, 66025, 65973, 65120, 65782, 64600, 64075, 63650, 65350, 65300, 65525, 66050, 66450, 67452, 66833, 67958, 66807, 68002, 66574, 66568, 67656, 66475, 66425, 66250, 66182, 66343, 66125, 65425, 66125, 65800, 65999, 64701, 65317, 65443, 66261, 67339, 66865, 66475, 66350, 65545, 63830, 65273, 65377, 66300, 66450, 65894, 66181, 66137, 66238, 66417, 65708, 64575, 66150, 67072, 69328, 68350, 68275, 67560, 66706, 66406, 64728, 66175, 66375, 66646, 67679, 66475, 66888, 66774, 67163, 67200, 67325, 68150, 68225, 67837, 67640, 67648, 68075, 68150, 68200, 67500, 67275, 67184, 66316, 66958, 67102, 67965, 70175, 73700, 72550, 72975, 72336, 72789, 72350, 72322, 72444, 72334, 71575, 71775, 70700, 
27, 80327, 75975, 71534, 71641, 69788, 71512, 71575, 70685, 71340, 72800, 71713, 72062, 71175, 71310, 71607, 71553, 70237, 71393, 70925, 70970, 70780, 70850, 70800, 71975, 72506, 72519, 70775, 67825, 67666, 64959, 75125, 66775, 72450, 73075, 74775, 77275, 75600, 72150, 72502, 74663, 71885, 72275, 69775, 72925, 75025, 74050, 74775, 74700, 75250, 75425, 75625, 75650, 75875, 77300, 77225, 76376, 76277, 75547, 72450, 73600, 73022, 72478, 72450, 64925, 69562, 75200, 70913, 72208, 71542, 71725, 72150, 72825, 68625, 66974, 66701, 65525, 65173, 65552, 65850, 67025, 66476, 65999, 65150, 65900, 66146, 66929, 67525, 73862, 73688, 72725, 73348, 71227, 71375, 72575, 72825, 71725, 68975, 69900, 69725, 70100, 
28, 72715, 70685, 63050, 62625, 61350, 66900, 69175, 69675, 70650, 68898, 70102, 67625, 67544, 68406, 67775, 68975, 69200, 67550, 67453, 66697, 66986, 69364, 69800, 75075, 75550, 76075, 73625, 77650, 78934, 78216, 78075, 74250, 68371, 69079, 69475, 68959, 68191, 68775, 68975, 69250, 71900, 73025, 72936, 72314, 71500, 71944, 71732, 71649, 71425, 71309, 71516, 71950, 71750, 72159, 72466, 73325, 73500, 73875, 74125, 73326, 73809, 74327, 73738, 73675, 74875, 77650, 74420, 72583, 73073, 70649, 70555, 71395, 71669, 71131, 72250, 71011, 70714, 70842, 71133, 72219, 72456, 71882, 71193, 70925, 70550, 70325, 69875, 71075, 71300, 71825, 72900, 72488, 72656, 72829, 73247, 74180, 74850, 70350, 58550, 63000, 
29, 70050, 68175, 68175, 67850, 67650, 67725, 69442, 69333, 63100, 61775, 62425, 66175, 66175, 67375, 67750, 67616, 69534, 70175, 70800, 70700, 68862, 70952, 69986, 69900, 69500, 67625, 65900, 66350, 65625, 67425, 67225, 67350, 67600, 68039, 67611, 68800, 69325, 69750, 71650, 67550, 66450, 66600, 67597, 66953, 67200, 67375, 68708, 68317, 66898, 66377, 67400, 66768, 67232, 67925, 65500, 65467, 68597, 65761, 65425, 67075, 65725, 66489, 65936, 67200, 66094, 66656, 65300, 65485, 65390, 65000, 65275, 61427, 65076, 66847, 64975, 66600, 66544, 68406, 68600, 68603, 68272, 63225, 62319, 63756, 63075, 63450, 63100, 64275, 64600, 64044, 63806, 62975, 62875, 63300, 64250, 64100, 64625, 64500, 64475, 64975, 
30, 78736, 76075, 72600, 70050, 69925, 72050, 73149, 72701, 74125, 74150, 72550, 73550, 72669, 74631, 74118, 74357, 72650, 74075, 74235, 74440, 75065, 74210, 73325, 74075, 74375, 73900, 73200, 73300, 74425, 75025, 74375, 74332, 74968, 74325, 72400, 73875, 74175, 74475, 75325, 75250, 74475, 74200, 73975, 73375, 74187, 73238, 71725, 70300, 73032, 72818, 69750, 71492, 71483, 71975, 71498, 75127, 77111, 76714, 76600, 74375, 74150, 73325, 72045, 72980, 73512, 71579, 72734, 72300, 72000, 72950, 73250, 73950, 73700, 73875, 75625, 74075, 74848, 74064, 73813, 73900, 74625, 76200, 74600, 74250, 75040, 73235, 73225, 74575, 75077, 74498, 75663, 76787, 76675, 77725, 76475, 75600, 76525, 76125, 75525, 75225, 
31, 67442, 65658, 66775, 65450, 65400, 67050, 67300, 67775, 71900, 72025, 72024, 71901, 72125, 72475, 74776, 76449, 75970, 77530, 76350, 75700, 73175, 71850, 70423, 73800, 74627, 73825, 70100, 69371, 67929, 69311, 68139, 69097, 70078, 71975, 72125, 72300, 74625, 74325, 74550, 74952, 74498, 73044, 64881, 64500, 65109, 64517, 64474, 67175, 72625, 74475, 76569, 77444, 77062, 70850, 69800, 70025, 71525, 69800, 66525, 66500, 67075, 67700, 68561, 67264, 67621, 68579, 69575, 69800, 69950, 69350, 70075, 70675, 69525, 68725, 68650, 68525, 67825, 70075, 68925, 69510, 68865, 68875, 71300, 71707, 74068, 73450, 74200, 74750, 76325, 74800, 75475, 75650, 75486, 71029, 70785, 69725, 69895, 70655, 69911, 71766, 
32, 77250, 66500, 65075, 64996, 64854, 64925, 66750, 67525, 69226, 67949, 69125, 69226, 67874, 69250, 67425, 64426, 65299, 65925, 67095, 68330, 67825, 69200, 67350, 67400, 68975, 67372, 67178, 67175, 67000, 67350, 67700, 68725, 66181, 66319, 66775, 65350, 67225, 67362, 68603, 67860, 68403, 67219, 66228, 65918, 65732, 66437, 65963, 64675, 64600, 65050, 66600, 66375, 67887, 69288, 71046, 71554, 71299, 69651, 70286, 70389, 70574, 67851, 68976, 68099, 69275, 69175, 68799, 69072, 69129, 71925, 71851, 69524, 68775, 70750, 72000, 71518, 72207, 72275, 72766, 71362, 71397, 71738, 69862, 70700, 70225, 70550, 72125, 71975, 71924, 71666, 71735, 70350, 71875, 70925, 70800, 70707, 70218, 69775, 65175, 64800, 
33, 74710, 74475, 68525, 60265, 61385, 61525, 60875, 61285, 63565, 62175, 61800, 61975, 64068, 64207, 62275, 63950, 63697, 64501, 63527, 61840, 62235, 62775, 60975, 61392, 63383, 62050, 62050, 62975, 62758, 62092, 62175, 63975, 63125, 63075, 63272, 63028, 61975, 62443, 62126, 61597, 61734, 63650, 72525, 73351, 72199, 64675, 62150, 62919, 63306, 66425, 72900, 71675, 72825, 70258, 71342, 71550, 70375, 70775, 69425, 71475, 71625, 69200, 68300, 70700, 70269, 70158, 67798, 62587, 61260, 61603, 67750, 70675, 69419, 64081, 62793, 63482, 63528, 62697, 64000, 63712, 63951, 64812, 65050, 64401, 64599, 65425, 65175, 72475, 71925, 71200, 69999, 69326, 69821, 70029, 67750, 68837, 68273, 70590, 71777, 71623, 
