num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 5016, 5465, 5721, 5856, 5904, 5939, 5864, 5831, 6188, 5880, 
2, 10894, 11633, 12418, 12438, 12497, 12417, 12081, 11912, 11894, 11593, 
3, 16472, 17396, 17752, 17894, 17926, 17784, 17686, 17796, 17914, 17924, 
4, 23052, 25220, 26078, 26132, 25806, 25975, 25845, 25391, 25231, 25357, 
5, 30620, 31422, 31484, 31251, 31299, 30720, 31314, 31307, 31275, 30447, 
6, 32568, 33068, 33072, 33172, 33297, 33251, 33467, 32835, 32804, 32810, 
7, 37650, 37520, 37351, 37241, 36954, 36671, 37559, 37650, 37216, 37357, 
8, 42019, 42921, 42017, 42578, 42323, 41772, 42200, 42303, 42376, 42144, 
9, 47439, 46920, 46007, 47108, 46870, 46395, 46579, 46449, 46829, 47375, 
10, 48716, 49461, 49686, 49990, 49804, 49769, 45728, 46267, 46031, 48590,
11, 51611, 50583, 50699, 50752, 50857, 50180, 51140, 50814, 50485, 50812,
12, 52925, 50259, 50212, 49197, 51117, 50891, 49988, 52791, 53447, 52934, 
13, 53704, 52155, 51537, 51038, 49025, 49075, 48836, 48694, 51019, 51232, 
14, 60781, 56490, 56765, 55624, 55297, 55074, 55187, 56221, 56780, 56871, 
15, 50902, 50280, 49680, 49769, 49985, 50332, 50643, 51064, 49562, 49681, 
16, 63552, 54906, 52960, 51122, 50674, 50358, 50800, 51041, 50854, 52754, 
17, 57205, 51684, 51633, 52227, 52433, 51595, 51561, 51434, 52303, 53047, 
18, 58616, 52979, 54156, 54479, 55306, 54568, 54545, 54016, 53642, 53213, 
19, 58766, 53294, 52434, 53022, 52878, 52381, 53191, 52533, 52552, 54072, 
20, 55344, 52880, 52701, 53615, 52584, 52269, 54217, 54202, 54277, 54545,
21, 60411, 54621, 53301, 52324, 52483, 51894, 51573, 51098, 50184, 50075,
22, 52708, 50476, 51160, 51296, 51327, 52129, 51900, 52482, 53140, 53106, 
23, 58203, 54260, 54029, 51185, 49269, 49327, 49755, 49144, 49978, 49629, 
24, 61113, 54702, 55411, 52926, 52101, 52881, 53023, 52811, 52500, 52171, 
25, 61629, 58759, 55893, 51365, 49269, 49373, 48699, 48531, 48494, 48471, 
26, 62676, 53807, 54127, 55123, 55329, 55357, 55096, 54905, 55244, 55083, 
27, 61203, 57719, 54839, 52735, 51975, 53199, 53258, 53197, 53369, 53369, 
28, 61988, 55148, 53263, 52950, 53154, 52719, 52525, 52018, 54720, 54053, 
29, 61083, 54640, 52497, 52270, 52199, 51567, 51187, 51213, 51922, 52356, 
30, 59623, 54374, 54248, 54359, 55285, 56331, 56406, 56759, 56366, 56333,
31, 56859, 53343, 53643, 53534, 53387, 53419, 53523, 53663, 53645, 54486,
32, 58587, 53066, 53653, 51996, 52494, 52338, 52054, 53154, 53523, 52585, 
