num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, value11, value12, value13, value14, value15, value16, value17, value18, value19, value20, value21, value22, value23, value24, value25, value26, value27, value28, value29, value30, value31, value32, value33, value34, value35, value36, value37, value38, value39, value40, value41, value42, value43, value44, value45, value46, value47, value48, value49, value50, value51, value52, value53, value54, value55, value56, value57, value58, value59, value60, value61, value62, value63, value64, value65, value66, value67, value68, value69, value70, value71, value72, value73, value74, value75, value76, value77, value78, value79, value80, value81, value82, value83, value84, value85, value86, value87, value88, value89, value90, value91, value92, value93, value94, value95, value96, value97, value98, value99, value100, 
11, 97001, 86099, 85710, 92690, 92011, 87829, 82808, 84872, 91020, 89611, 83229, 83475, 91345, 91700, 91540, 86650, 91190, 87370, 93341, 85360, 92800, 91090, 88479, 95559, 95539, 94782, 87141, 93590, 96580, 96160, 92691, 94430, 94350, 93170, 92180, 92570, 92270, 92300, 92210, 92640, 94860, 93490, 88110, 91140, 91830, 92371, 84869, 84170, 84214, 90296, 94532, 94668, 94310, 94110, 91420, 94840, 92310, 85250, 83888, 87114, 94368, 95803, 92107, 91159, 91453, 86088, 81900, 84815, 93335, 92390, 94550, 93340, 94390, 94592, 95148, 89250, 86640, 91830, 91920, 92225, 91810, 92010, 92050, 92092, 91768, 92040, 90580, 90180, 91210, 91390, 91780, 94230, 93450, 90140, 83790, 83910, 83920, 84310, 88040, 87782, 
12, 94990, 93380, 92108, 91242, 91500, 91510, 87360, 80741, 86979, 92780, 93711, 92289, 82850, 84230, 91450, 91769, 92371, 92780, 92099, 92601, 92060, 93180, 93070, 92423, 92457, 92360, 92360, 91340, 91081, 90879, 90820, 85510, 81390, 81120, 80622, 81238, 81391, 85578, 95591, 97010, 95130, 93410, 93301, 93249, 96023, 94847, 95880, 96210, 96080, 95761, 96111, 95898, 103420, 105050, 105643, 99539, 92425, 92092, 92760, 93742, 92478, 95170, 96442, 90649, 83941, 95178, 96040, 95882, 98998, 103400, 85360, 85063, 84641, 85090, 85191, 84979, 92591, 93830, 93820, 92389, 92429, 84448, 81446, 81338, 80690, 88210, 82132, 81568, 81560, 81794, 81196, 81690, 81310, 81031, 81022, 81637, 81658, 81622, 83610, 82333, 
13, 94960, 94960, 91730, 89140, 89110, 88610, 88659, 83991, 80930, 85440, 95210, 94590, 94280, 91330, 91300, 83680, 92920, 91640, 82278, 81982, 82235, 90694, 95291, 94890, 89712, 81808, 86299, 97771, 99800, 100681, 100939, 101150, 99980, 92090, 93460, 94740, 94510, 94207, 94631, 94342, 94560, 89510, 92150, 86030, 81970, 83919, 90323, 92318, 95130, 95950, 96710, 98340, 93083, 84128, 85362, 82547, 82220, 82174, 92509, 92377, 92160, 94921, 93998, 93883, 98818, 99093, 93727, 95552, 94668, 89960, 86810, 86690, 86530, 87099, 86353, 86838, 86270, 86730, 86220, 87350, 87180, 86760, 86760, 86600, 86856, 87267, 86944, 86563, 86971, 87850, 88099, 87540, 87222, 87648, 87050, 87060, 87290, 87560, 87150, 87300, 
14, 97816, 93163, 80052, 92989, 92970, 92522, 92828, 87947, 86033, 95420, 96130, 96600, 94880, 93830, 94120, 93970, 94601, 94910, 95209, 94551, 94990, 94609, 94750, 94680, 94830, 94820, 94580, 95900, 96320, 95750, 95337, 93753, 92840, 92140, 89723, 92459, 93278, 95521, 92802, 90537, 92950, 93608, 93612, 95750, 96420, 94340, 87380, 91860, 93480, 94000, 89123, 89137, 90750, 91547, 92932, 91231, 84373, 85553, 86927, 94330, 91590, 89820, 93330, 94270, 93742, 94438, 94059, 94031, 94659, 94161, 95290, 104440, 95971, 85179, 89100, 86580, 84850, 86124, 86456, 85590, 88856, 94346, 94098, 87843, 85967, 88810, 83000, 82759, 83094, 82937, 94220, 89760, 93820, 87370, 87580, 89200, 90370, 92731, 94199, 94029, 
15, 97939, 85622, 85465, 95067, 95820, 95451, 95580, 93709, 91520, 92640, 96481, 95529, 94300, 93749, 89943, 82998, 83180, 94160, 94510, 96910, 96940, 96830, 90310, 87070, 92143, 93507, 92930, 92950, 93668, 94592, 95740, 96440, 97410, 100060, 100173, 98817, 95370, 93810, 97630, 97463, 98267, 96920, 98160, 92182, 86948, 86820, 88810, 98120, 94310, 93551, 87569, 90720, 93067, 92473, 95490, 95020, 96073, 95457, 91212, 97098, 97190, 97690, 94760, 87160, 87937, 87233, 87739, 87511, 90427, 94490, 96743, 97640, 97600, 97640, 97640, 98480, 98590, 99740, 97230, 85000, 87780, 86421, 85530, 88567, 88391, 86991, 84529, 85311, 84871, 85399, 88200, 88340, 86689, 84901, 83810, 86870, 87840, 86023, 88197, 88430, 
16, 100060, 91460, 86570, 98310, 98710, 97190, 96410, 98800, 88050, 91513, 94887, 94800, 89850, 86260, 85770, 86240, 89980, 96370, 96490, 96390, 94110, 94920, 95414, 95276, 93770, 89630, 94391, 94379, 93943, 96850, 86990, 86201, 86379, 86182, 88988, 97546, 94156, 90310, 89757, 94371, 95990, 96400, 96160, 94139, 95861, 95970, 95460, 95470, 95550, 89350, 91150, 90980, 89470, 88700, 90230, 89730, 88680, 89280, 89310, 88581, 89239, 89750, 89910, 90520, 90120, 90638, 89402, 89194, 89876, 90180, 89751, 89971, 88548, 89682, 90328, 89140, 89280, 89490, 91050, 85946, 85764, 85640, 86230, 86910, 94139, 94731, 94690, 95422, 96578, 95190, 93180, 86630, 87142, 86768, 92460, 94360, 94930, 97380, 92031, 86339, 
17, 79964, 78556, 78380, 77330, 77470, 77120, 77210, 77660, 77950, 77807, 78123, 78260, 78200, 77751, 82329, 82150, 82290, 85370, 82230, 82330, 84540, 82870, 82052, 82258, 78160, 78730, 77833, 84951, 85346, 83090, 84290, 85200, 86162, 85691, 84717, 85760, 86740, 86930, 86320, 84680, 85440, 84601, 85699, 85690, 87550, 87033, 86707, 86174, 86695, 87138, 86933, 86550, 88000, 84190, 83593, 83606, 83281, 82680, 85590, 86500, 87150, 82230, 81680, 82400, 81960, 81180, 84779, 83701, 85060, 84770, 84825, 84865, 86010, 83750, 84320, 85710, 84370, 81440, 81040, 82360, 82370, 82593, 84410, 88057, 87680, 81761, 81781, 82118, 82081, 83292, 82358, 89049, 89210, 89500, 89407, 89413, 88930, 89680, 86800, 87050, 
18, 101640, 94780, 91071, 84569, 90612, 91778, 92400, 91976, 90604, 90490, 91150, 92073, 83997, 80641, 84669, 91709, 90481, 90239, 88791, 92110, 91500, 92311, 92809, 92550, 91401, 90139, 90850, 91150, 91990, 90890, 87711, 79179, 89550, 88440, 88200, 87980, 89010, 91489, 91190, 91651, 91710, 91674, 85836, 94449, 94031, 87193, 87240, 90641, 90669, 90850, 90460, 91871, 93109, 93410, 94560, 82820, 82740, 83025, 82825, 81960, 82202, 82378, 83011, 82459, 83300, 82867, 82343, 82570, 82832, 82818, 81150, 84440, 89409, 88961, 88416, 87917, 88230, 83700, 80190, 83001, 93149, 89440, 90310, 88500, 84690, 83970, 84450, 84412, 84528, 84530, 88448, 90850, 91520, 91540, 91230, 84739, 83209, 85743, 92918, 93428, 
19, 97320, 92490, 82640, 91450, 93620, 84110, 82260, 94621, 93489, 91961, 87819, 81653, 81657, 81300, 83340, 94100, 87230, 87597, 87863, 94650, 95618, 93612, 91370, 91770, 91980, 92228, 91602, 92080, 90150, 94229, 95641, 93115, 87668, 94217, 88374, 89049, 91540, 93751, 89889, 85011, 88139, 93340, 94322, 93058, 93840, 87431, 87100, 94167, 85832, 83380, 84440, 84411, 83859, 84336, 84084, 86710, 91730, 93370, 94410, 95100, 94290, 93840, 93700, 93840, 93390, 95811, 94739, 88370, 87089, 87390, 92641, 94520, 97530, 98550, 97990, 92550, 87670, 87410, 87450, 87036, 87054, 88861, 96489, 86128, 94452, 81191, 80719, 80910, 80856, 80444, 81970, 83710, 84400, 84500, 84380, 82130, 81802, 85068, 95980, 96300, 
20, 91953, 91667, 91230, 93260, 94480, 94140, 93700, 94461, 94999, 95018, 94452, 92989, 91433, 91826, 91800, 96100, 95721, 94169, 93960, 95052, 95168, 93861, 92540, 92059, 95603, 94947, 92702, 92659, 92949, 93500, 93561, 93429, 93430, 93496, 93584, 93728, 93252, 92900, 92760, 92470, 92160, 92501, 92252, 93157, 92970, 92590, 92745, 96119, 92761, 85349, 83350, 86275, 83465, 83460, 83070, 82581, 83469, 83630, 81870, 80400, 83040, 90610, 92240, 91630, 92371, 96049, 95111, 94521, 95206, 95403, 95809, 95101, 95719, 96500, 93430, 93340, 93240, 96830, 96620, 97310, 87000, 81400, 82180, 82483, 82810, 82927, 82860, 82860, 84420, 102480, 93270, 92866, 95030, 94269, 90971, 91307, 91423, 91662, 91498, 91460, 
21, 97150, 86410, 80746, 82254, 93580, 94650, 94973, 93307, 94140, 94860, 95131, 91589, 82490, 83260, 84540, 86760, 95391, 84896, 81503, 81269, 92282, 84102, 83827, 87539, 90311, 90600, 90570, 90540, 91881, 90159, 93560, 94391, 91549, 91330, 91552, 92249, 92799, 92970, 93260, 92360, 91810, 91920, 92970, 85760, 83972, 84438, 84949, 85172, 85439, 85530, 85662, 85108, 85262, 85178, 84580, 85797, 90064, 90199, 90460, 90580, 83500, 82470, 82531, 82169, 82400, 82680, 82101, 83079, 82570, 82960, 84230, 83949, 81800, 81651, 82150, 81600, 81810, 91000, 90150, 87370, 81603, 81767, 87359, 93081, 93240, 95003, 97826, 95910, 86101, 83261, 87989, 86658, 85952, 87641, 92019, 90160, 83282, 84488, 84470, 87882, 
22, 96513, 95469, 94637, 94260, 94231, 95379, 94401, 95240, 93646, 93173, 94511, 95510, 94850, 94900, 94801, 95171, 95258, 95480, 93800, 95110, 91640, 94063, 85497, 87621, 96719, 97050, 95950, 87182, 82661, 83440, 83370, 82660, 95480, 95600, 86910, 94660, 95153, 96547, 95580, 91700, 86660, 87140, 89920, 98090, 95440, 95080, 90392, 86038, 93450, 93170, 86341, 86466, 86493, 89800, 92510, 93066, 94654, 96890, 96272, 95165, 98693, 98470, 98660, 98110, 98273, 96837, 97771, 97196, 96380, 97597, 97900, 86069, 85951, 95391, 96710, 90357, 87042, 86700, 95540, 97440, 89340, 86100, 86970, 86510, 86280, 86530, 87320, 96399, 98900, 97992, 97979, 95600, 91267, 91693, 91810, 94200, 89898, 81794, 91418, 96640, 
23, 91354, 90146, 89740, 90330, 91730, 91720, 92270, 91320, 91270, 91190, 91400, 91131, 91561, 91888, 91630, 92196, 91704, 91670, 92410, 88640, 89115, 89395, 89610, 91430, 91690, 93040, 93990, 94630, 94273, 94387, 95950, 95080, 95450, 96921, 96119, 95358, 94612, 94090, 95170, 94830, 94480, 94220, 93980, 94340, 95267, 94773, 94691, 94699, 94540, 93360, 94286, 93924, 91080, 84663, 84757, 92940, 94321, 90939, 84820, 93530, 95160, 95090, 94590, 90430, 96510, 92570, 85070, 84520, 84563, 89567, 95720, 95440, 95300, 89960, 87139, 86081, 82791, 86569, 97520, 86100, 83513, 87988, 94069, 94990, 94448, 94252, 92430, 93020, 93661, 94289, 92741, 86756, 83403, 83380, 83880, 83850, 92156, 95764, 94911, 83359, 
24, 92590, 88140, 81140, 82433, 91227, 90651, 90279, 86408, 80300, 80490, 79724, 80026, 88427, 94363, 94600, 94639, 93731, 92840, 94300, 93427, 94204, 94769, 95140, 86630, 84950, 94218, 89093, 82098, 82607, 82783, 83281, 86521, 86889, 85440, 85930, 86240, 86651, 95259, 93880, 86573, 94017, 97550, 96300, 95410, 95990, 96283, 95307, 94680, 89500, 85520, 85850, 85361, 85829, 86364, 92686, 94830, 95662, 95388, 88800, 85130, 84990, 85200, 94220, 97030, 93542, 94218, 94403, 93310, 93698, 93289, 92710, 94320, 93050, 92040, 93073, 95355, 93102, 93680, 93250, 93792, 94100, 97028, 96729, 95820, 95869, 95192, 96170, 95960, 95380, 95040, 94380, 94171, 83729, 83720, 84210, 83790, 84480, 84080, 88750, 93440, 
25, 82120, 78590, 81830, 81613, 77567, 76670, 78480, 78479, 78934, 79941, 78976, 78959, 79184, 78177, 79390, 80490, 79830, 79810, 79728, 78972, 78110, 78080, 78360, 79012, 88384, 87196, 88018, 88289, 88191, 88510, 88690, 88081, 87959, 87010, 86200, 86220, 85390, 85891, 87809, 87837, 88623, 88540, 88094, 89427, 89709, 89450, 89952, 87588, 87220, 87630, 88430, 87690, 87210, 87310, 90053, 85227, 78560, 78690, 86920, 93370, 91650, 90490, 89700, 89150, 88767, 89043, 89613, 90197, 88851, 88769, 88740, 88930, 89640, 89009, 90271, 89160, 87410, 84640, 85382, 87748, 88501, 88899, 86326, 89184, 88150, 89772, 90439, 88619, 89072, 89738, 89673, 89467, 99210, 101770, 101910, 91300, 89292, 90428, 92140, 92882, 
26, 98760, 87873, 84730, 86997, 91910, 92600, 91323, 89609, 91831, 93176, 93484, 92502, 93305, 94580, 94080, 91930, 91740, 92850, 94010, 93500, 91297, 91003, 91632, 90938, 93320, 93570, 95330, 95450, 94550, 94621, 92519, 89479, 81501, 81891, 83789, 85380, 85120, 85180, 94580, 93487, 91353, 89633, 90157, 88699, 87851, 87300, 81550, 83488, 84281, 84360, 84839, 84428, 84533, 85130, 85218, 86292, 80130, 79880, 79829, 80600, 103789, 91510, 85990, 86130, 87130, 91970, 93180, 99350, 94830, 92870, 94080, 94620, 91771, 91432, 97347, 97420, 97120, 96649, 96879, 96380, 96950, 94400, 93180, 93220, 93410, 93280, 92670, 93690, 89060, 90410, 90330, 96144, 95290, 87340, 84850, 83980, 84540, 84927, 84793, 84620, 
27, 96850, 83400, 82430, 82490, 83040, 82280, 81092, 81028, 80580, 79293, 79987, 79119, 79981, 79353, 80169, 81008, 80666, 80014, 79440, 78290, 78229, 79301, 79690, 80286, 80164, 78930, 79942, 80028, 79436, 79891, 79693, 78950, 79310, 78920, 79750, 80460, 80822, 80939, 80008, 80401, 79910, 80170, 80770, 80630, 80570, 80370, 80671, 80869, 80879, 81111, 82560, 85131, 85309, 85280, 85450, 84200, 84830, 84810, 82981, 83829, 83669, 84911, 83740, 83400, 84512, 84718, 84658, 83425, 83548, 84255, 84554, 85073, 84897, 83600, 84140, 84533, 84799, 84538, 84919, 88088, 88893, 87690, 87421, 90429, 86450, 84220, 84591, 87010, 91047, 91002, 91350, 91220, 91350, 90920, 90716, 91514, 91733, 95477, 95360, 84841, 
28, 98330, 96207, 94973, 95040, 95670, 95940, 96270, 96377, 96576, 96067, 94120, 78161, 81003, 91586, 95760, 95903, 96317, 95220, 94733, 95447, 95600, 96497, 98995, 98438, 98649, 98631, 98240, 98220, 98192, 98408, 98380, 98260, 97884, 97530, 96703, 97847, 98220, 98739, 99296, 87835, 86585, 86545, 87882, 87878, 88029, 88131, 88550, 88522, 88461, 88478, 88279, 87940, 87740, 87892, 87618, 87650, 87920, 96214, 98586, 99550, 99650, 98898, 99252, 99060, 99550, 98760, 88030, 87481, 87990, 87971, 87941, 87477, 87560, 87530, 87840, 89979, 91682, 91549, 91320, 91530, 91400, 91440, 91683, 91127, 90980, 91230, 90930, 90233, 90957, 91280, 90980, 91040, 91290, 91353, 91426, 91581, 91970, 91680, 91920, 90360, 
29, 96590, 90750, 89010, 88600, 89250, 89700, 89140, 88279, 88821, 88900, 88230, 88089, 87861, 88236, 87914, 91240, 89970, 89580, 89290, 93030, 94430, 95346, 93284, 92840, 92893, 92460, 92411, 92041, 95147, 94201, 94320, 94190, 94660, 94570, 94640, 92620, 92496, 92654, 92610, 92540, 91890, 91442, 91718, 91780, 92620, 92240, 92340, 90200, 95008, 94960, 95049, 94341, 94060, 94040, 94491, 94740, 95170, 94650, 94480, 94430, 94120, 93690, 94419, 94311, 94380, 92450, 93271, 91739, 93190, 93320, 92707, 92183, 91820, 92230, 95566, 94484, 94590, 94280, 93220, 93380, 94370, 94190, 94600, 94860, 94535, 94735, 94719, 94903, 94958, 95360, 92980, 84719, 88551, 87481, 88240, 86400, 90180, 90205, 90924, 91290, 
30, 95320, 87868, 90241, 92081, 93310, 92650, 92120, 92350, 93480, 93258, 93583, 93945, 93994, 94250, 94040, 93040, 93902, 93628, 94761, 95200, 95458, 95964, 95517, 95530, 81480, 81251, 81542, 81954, 82454, 82159, 82430, 81658, 81920, 82231, 81879, 82010, 81930, 82320, 91820, 92130, 92972, 94381, 96037, 94318, 95152, 94600, 92070, 85480, 89040, 95701, 94349, 84900, 84901, 85109, 85307, 88264, 93971, 85718, 82330, 86710, 92490, 91550, 92340, 92250, 91639, 91331, 91500, 93490, 81650, 82370, 92430, 92280, 92190, 91710, 91880, 92010, 94060, 93460, 93680, 93350, 92592, 90659, 88659, 89920, 91390, 91168, 90902, 91460, 88750, 82331, 87208, 91676, 89675, 81680, 81410, 82090, 81491, 81431, 81428, 81750, 
31, 101120, 99870, 97609, 88831, 87109, 93141, 95130, 95770, 95730, 94360, 87067, 86333, 87370, 83343, 81997, 83038, 83751, 84311, 84572, 83936, 87050, 95090, 95780, 94950, 93430, 92779, 95021, 94590, 94190, 94650, 95380, 94790, 94890, 94737, 94540, 96173, 96241, 97309, 96160, 97063, 96224, 97533, 96410, 96251, 97419, 96840, 95500, 96223, 96857, 97400, 97190, 97953, 97237, 97950, 97650, 94450, 93040, 93520, 93430, 94204, 96560, 95721, 95707, 96150, 94630, 96140, 95710, 95211, 95207, 96486, 95270, 96220, 95990, 96280, 96690, 94342, 94878, 96069, 94202, 95139, 95270, 95040, 95500, 95068, 95572, 95611, 96059, 95611, 93938, 95561, 95700, 95533, 94907, 96100, 95610, 95510, 96010, 96560, 97976, 97085, 
32, 95921, 82069, 80800, 82646, 82764, 81480, 83140, 83380, 83730, 83140, 83180, 83300, 83430, 83320, 83706, 84524, 84600, 84830, 85210, 97390, 98920, 99990, 101628, 85263, 93194, 93338, 91677, 93510, 92173, 93777, 94130, 94900, 93000, 94070, 92700, 89460, 88080, 91540, 84040, 80650, 80630, 80940, 80930, 80110, 79870, 79710, 80020, 83540, 84970, 84531, 84260, 84709, 85070, 93536, 93054, 93140, 92809, 92471, 93121, 92989, 93203, 93087, 91120, 93360, 92598, 97723, 97797, 91370, 90670, 91677, 90523, 80280, 81080, 81840, 81240, 81230, 87700, 89940, 90460, 93080, 93797, 94063, 92447, 93093, 92300, 88601, 86379, 85820, 85120, 83870, 85630, 86269, 84851, 86140, 83440, 81890, 82470, 81831, 82449, 81690, 
33, 96653, 89757, 79820, 79760, 79140, 79812, 80788, 82008, 81032, 81530, 84140, 84378, 84242, 85260, 84912, 84868, 84860, 85420, 85658, 84932, 85020, 84990, 83743, 84315, 84351, 84231, 84483, 84308, 87849, 91770, 90649, 84691, 84840, 84900, 84550, 87928, 93591, 93102, 93582, 93567, 91600, 91590, 90234, 86438, 85569, 84375, 83772, 86262, 93351, 87819, 92810, 92726, 91904, 92230, 92620, 93800, 94099, 94209, 94472, 93650, 93740, 93330, 92750, 92620, 90240, 88340, 91750, 91711, 90989, 91732, 87518, 87360, 89103, 89537, 85443, 90427, 90230, 92100, 91180, 91770, 91920, 92190, 92102, 92464, 92367, 88347, 94630, 93870, 93730, 90011, 83009, 86530, 94710, 94150, 88030, 88310, 88104, 83386, 84980, 92965, 
