num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 70497, 69005, 69494, 69421, 69063, 69012, 69669, 68694, 68869, 68568, 
2, 194551, 187426, 187225, 181819, 185517, 182994, 180543, 182843, 183776, 180011, 
3, 293889, 298407, 296591, 299714, 312006, 316111, 317144, 313105, 314633, 316379, 
4, 372087, 390628, 392495, 396977, 402880, 395880, 398261, 391745, 383126, 384116, 
5, 464672, 486848, 485566, 477059, 477642, 473414, 472887, 471163, 470383, 476730, 
6, 549808, 528205, 548075, 552955, 542250, 531161, 532018, 526502, 532694, 543005, 
7, 634607, 606516, 603451, 586635, 572930, 582319, 592271, 561358, 552847, 581043, 
8, 669774, 641361, 659764, 624402, 636853, 624887, 663824, 653358, 624128, 604926, 
9, 756076, 696489, 670171, 658898, 676895, 670167, 656420, 655898, 659562, 1314785, 
10, 743035, 698964, 704100, 697359, 693676, 684754, 685717, 688846, 686909, 687329, 
11, 865116, 821746, 786286, 776991, 757789, 779126, 787720, 787196, 794383, 790593, 
12, 806751, 781090, 778604, 772139, 772466, 772432, 767223, 761874, 761713, 766550, 
13, 970104, 872660, 831219, 804210, 804495, 791041, 811304, 1620794, 807580, 817937, 
14, 824330, 817540, 804448, 835023, 815774, 789913, 815711, 827711, 830177, 832356, 
15, 891881, 817762, 822279, 852821, 825971, 801573, 816915, 847076, 1700187, 849226, 
16, 1067132, 834624, 812033, 862768, 1726706, 946259, 1011386, 994041, 989945, 991943, 
17, 873456, 872250, 858130, 865503, 882243, 880163, 848674, 852621, 879378, 881980, 
18, 1068228, 879740, 887220, 875072, 886578, 901973, 884467, 918677, 916456, 913117, 
19, 916099, 1836440, 967529, 905103, 865978, 919493, 936339, 887896, 894834, 937063, 
20, 1078092, 990487, 957579, 989431, 931745, 1853510, 929112, 876018, 914251, 916569, 
21, 929143, 924475, 908483, 923930, 1878305, 954020, 1910898, 928663, 974901, 1003892, 
22, 1040157, 933566, 913580, 914171, 923861, 893136, 914059, 900532, 898983, 920171, 
23, 1036078, 969462, 963318, 932266, 931156, 966338, 1008176, 975253, 979448, 959393, 
24, 1035594, 1014674, 1014927, 971610, 951789, 968233, 971412, 962068, 988809, 972773, 
25, 1058268, 935171, 1007113, 1046053, 2073640, 993582, 1026462, 1012877, 1049215, 951462, 
26, 1042425, 956003, 1013450, 996245, 980110, 957375, 983647, 969960, 953931, 951384, 
27, 1129482, 967369, 983000, 982809, 952756, 943906, 971987, 960677, 956603, 946700, 
28, 983820, 958923, 937159, 954738, 979693, 958249, 955866, 959885, 967089, 962473, 
29, 954757, 883985, 931630, 942580, 927396, 942196, 924485, 922592, 923747, 927179, 
30, 1094527, 969112, 935972, 1912478, 2882912, 1003144, 1039493, 2070906, 1004977, 1013407, 
31, 1054897, 964737, 981765, 973590, 1005744, 985346, 998125, 991070, 1012707, 1033140, 
32, 1137077, 1035863, 1035653, 1033137, 1002615, 1022141, 982867, 1058405, 1064072, 989561, 
