num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 4976, 5328, 6231, 6212, 6254, 6186, 5609, 6252, 5964, 6066, 
2, 11018, 12631, 12750, 12758, 12880, 12761, 12675, 12014, 12137, 12283, 
3, 18105, 18356, 18671, 19021, 19653, 19627, 19608, 19290, 19101, 19007, 
4, 23610, 25635, 25221, 25160, 25090, 25140, 25316, 25581, 25120, 25356, 
5, 29834, 30370, 30631, 30915, 30863, 30692, 30543, 30720, 30371, 30350, 
6, 32738, 33534, 34031, 34060, 33969, 34118, 34207, 34173, 34164, 34062, 
7, 35306, 36158, 36446, 37048, 37169, 36977, 36930, 36860, 36803, 36593, 
8, 43131, 44977, 44484, 45175, 44198, 43988, 44678, 44554, 44211, 46037, 
9, 49824, 47976, 47595, 48217, 47965, 48148, 48719, 47702, 48811, 48913, 
10, 50523, 51939, 52398, 51967, 51729, 51851, 51807, 52632, 51394, 52354,
11, 54686, 53042, 52638, 52575, 53739, 53116, 53197, 53298, 53501, 54063, 
12, 50767, 51575, 51862, 51824, 52111, 52180, 52446, 53092, 53182, 52118, 
13, 58242, 55368, 55002, 54563, 54363, 55994, 55797, 55485, 55240, 56207,
14, 57758, 53833, 53636, 53982, 56025, 56734, 57026, 56928, 57867, 57541, 
15, 58844, 56608, 56240, 54240, 54200, 54988, 54515, 55324, 55507, 56588, 
16, 64226, 58111, 56821, 55886, 56374, 57045, 57362, 57807, 57929, 57017, 
17, 63278, 59632, 58619, 58111, 58183, 58413, 59941, 58710, 59539, 59857, 
18, 65649, 60421, 59464, 59830, 59448, 58662, 58639, 58792, 59422, 60042, 
19, 55902, 53528, 53348, 54229, 54828, 53887, 53866, 53423, 53039, 53041, 
20, 61220, 58887, 59825, 60335, 59409, 59814, 60250, 60229, 60647, 60051,
21, 62129, 56803, 54662, 54733, 56280, 55786, 55777, 54621, 54114, 54737, 
22, 62351, 59213, 58273, 58837, 57887, 57815, 56592, 56622, 56556, 58132, 
23, 62722, 58231, 58063, 57810, 57557, 57836, 57677, 57947, 57706, 57332, 
24, 65385, 61364, 61101, 61244, 61006, 61587, 61384, 61924, 61620, 60833, 
25, 67736, 60011, 57843, 57392, 56474, 56379, 57488, 59730, 59255, 60238, 
26, 61135, 56532, 55695, 54604, 53978, 53692, 53828, 53230, 53718, 54534,
27, 62642, 55751, 56275, 56416, 56237, 56712, 58185, 60608, 61903, 62192, 
28, 65025, 62361, 62558, 63311, 63243, 62787, 62660, 61976, 62936, 63073,
29, 67070, 66422, 61434, 60806, 59445, 59629, 59046, 60673, 59923, 59910, 
30, 56416, 55760, 55920, 54365, 54132, 54349, 53974, 53665, 54176, 53931,
31, 60014, 57294, 57393, 57140, 57129, 56608, 56293, 56205, 57479, 57897, 
32, 66071, 61254, 61692, 61341, 61305, 60747, 60229, 60013, 59852, 59310, 
