num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 48583, 48559, 47351, 48605, 49432, 49034, 48581, 46957, 49741, 48916, 
2, 80099, 75767, 76636, 74960, 73395, 73258, 72960, 73470, 73354, 72957, 
3, 80490, 70027, 69641, 69142, 68889, 67926, 68561, 68549, 68588, 68556, 
4, 75181, 67454, 67936, 72098, 71985, 73648, 73740, 72924, 70208, 73768, 
5, 76378, 74270, 71570, 67814, 72286, 71150, 72210, 74889, 72349, 70647, 
6, 73612, 72370, 68745, 73306, 74667, 75622, 76010, 75926, 74349, 73915, 
7, 76307, 71765, 71588, 71803, 71977, 71570, 72700, 72090, 72723, 72957, 
8, 83934, 73013, 74078, 75230, 77320, 78421, 77186, 77630, 77379, 76610, 
9, 74319, 74346, 75603, 71622, 70044, 72437, 72235, 70947, 70196, 71653, 
10, 81723, 72580, 65380, 66978, 65817, 68674, 73271, 74592, 74616, 75180, 
11, 83539, 77062, 79476, 80120, 80680, 80600, 80499, 79489, 80539, 79840, 
12, 81781, 77649, 74880, 76680, 77330, 76940, 77207, 79455, 75198, 73000,
13, 76845, 75450, 72360, 72500, 74460, 74220, 74443, 74557, 75056, 73934, 
14, 78960, 78080, 77838, 78382, 78699, 78941, 79195, 76340, 76331, 75529, 
15, 73750, 74860, 72384, 71456, 72170, 71165, 77915, 79360, 73980, 70270, 
16, 77261, 79111, 82870, 79382, 79798, 80230, 80780, 80510, 80980, 80110, 
17, 80915, 75398, 74877, 67838, 71255, 76118, 77425, 80217, 77280, 75407, 
18, 77539, 72691, 76519, 74743, 77671, 72527, 75630, 78420, 77978, 75518, 
19, 76959, 70459, 72962, 72685, 72615, 73500, 69660, 74771, 75149, 74272, 
20, 77583, 71980, 70800, 70660, 71460, 71530, 68990, 72070, 72344, 73592, 
21, 72087, 70757, 78638, 74037, 79370, 76280, 83450, 84041, 79579, 78802, 
22, 82065, 83095, 84360, 83551, 81246, 78633, 77270, 78630, 81630, 81990, 
23, 77321, 68300, 69540, 68526, 69431, 72605, 72474, 74304, 74460, 74430, 
24, 81683, 71760, 67729, 68721, 71160, 67480, 69280, 67700, 66148, 68912, 
25, 75342, 73357, 72970, 75029, 73481, 76130, 76070, 75770, 82494, 80206, 
26, 75455, 71210, 70695, 70280, 73940, 77583, 77497, 78210, 76806, 76804, 
27, 75310, 78680, 79120, 73600, 83370, 83626, 83284, 83310, 83530, 84110, 
28, 84101, 78877, 76313, 79240, 80960, 81810, 80538, 82340, 80630, 81973, 
29, 70686, 69483, 68977, 70412, 71478, 70310, 71079, 71655, 71417, 72321, 
30, 71394, 68361, 71314, 72741, 73490, 72930, 72110, 74780, 77800, 76500, 
31, 78672, 83030, 79730, 81041, 85079, 83516, 89094, 89050, 84283, 81427,
32, 73204, 65050, 67800, 69430, 73700, 74010, 74661, 75210, 74831, 75048, 
