num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 30086, 29820, 29168, 29842, 29648, 29930, 29410, 30318, 30127, 30419, 
2, 38985, 38693, 38256, 37500, 36660, 36632, 36733, 37399, 37412, 37359, 
3, 41905, 37830, 37049, 37014, 37043, 37050, 37036, 37041, 37044, 37092, 
4, 39271, 38364, 38512, 38496, 38324, 38380, 38185, 38296, 37568, 37987, 
5, 42696, 41507, 40783, 40214, 40309, 40120, 41012, 41030, 41016, 41251, 
6, 40296, 39493, 38491, 38989, 38386, 38748, 39030, 39591, 39389, 39130, 
7, 40877, 38473, 39080, 39471, 39348, 38951, 39770, 39890, 38840, 38670, 
8, 41659, 40214, 39523, 39879, 39360, 39689, 39660, 39809, 39610, 39690, 
9, 39810, 39570, 38470, 38420, 38610, 38760, 38449, 39700, 39939, 38471, 
10, 41079, 39405, 38905, 38940, 39065, 39395, 39320, 39440, 39490, 38840, 
11, 39470, 37080, 36500, 37229, 36921, 37270, 36615, 35255, 35950, 36720, 
12, 40540, 38111, 39527, 40345, 40777, 40580, 40423, 40197, 40366, 40796, 
13, 40314, 37490, 37040, 37420, 37295, 37785, 37630, 37230, 37780, 37770,
14, 41514, 39010, 38924, 38891, 38355, 37903, 37981, 38346, 36975, 37964,
15, 41890, 40699, 40041, 39830, 38420, 38433, 38567, 38701, 38609, 38363, 
16, 40547, 38720, 36000, 35965, 37306, 36139, 34554, 35556, 36750, 36480, 
17, 41465, 38940, 37220, 36263, 36597, 36730, 36180, 37390, 37510, 37593, 
18, 40390, 40191, 40219, 40290, 40420, 40960, 40600, 40410, 40550, 40540, 
19, 39550, 35910, 36770, 35900, 35790, 35810, 35750, 35790, 35357, 35503, 
20, 39873, 38936, 37676, 37150, 36990, 36510, 36540, 36900, 36790, 37164,
21, 40710, 39930, 39950, 39790, 39030, 39228, 38837, 38831, 38804, 38760, 
22, 39070, 37012, 37540, 37540, 37140, 37080, 36430, 37523, 37074, 37117,
23, 40540, 38388, 39092, 38795, 38735, 38690, 39260, 39310, 39720, 39710, 
24, 41110, 41180, 40010, 40080, 39950, 39110, 39460, 39340, 39280, 39250,
25, 40991, 39260, 38680, 38480, 38430, 37991, 38169, 38550, 38670, 38430,
26, 40650, 38800, 36310, 36871, 36179, 38410, 38431, 38889, 38220, 39200, 
27, 41090, 37652, 38138, 37790, 36381, 37339, 37910, 38520, 38860, 38850, 
28, 41300, 39110, 39480, 39160, 38890, 38890, 39200, 38900, 38620, 37980,
29, 38900, 37482, 37598, 37640, 37640, 37680, 37970, 37350, 37110, 37070, 
30, 40490, 38310, 36650, 36820, 36590, 36840, 36400, 36993, 35897, 36050, 
31, 37820, 37550, 37192, 36718, 37495, 37475, 37930, 37840, 37123, 37226, 
32, 39970, 38180, 37690, 37848, 37752, 38480, 37790, 37916, 38024, 38660, 
