num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 70091, 73332, 72922, 72025, 72075, 71670, 72000, 71975, 70851, 72857, 
2, 109635, 108471, 110707, 110103, 109001, 110687, 111516, 111266, 112989, 112971, 
3, 148268, 142785, 139011, 135827, 144268, 146235, 138003, 120864, 120715, 121758, 
4, 132801, 133375, 132639, 134413, 129852, 129741, 134486, 134875, 135985, 135183, 
5, 199146, 198230, 198263, 200493, 199743, 200115, 192799, 192175, 195235, 195568, 
6, 161658, 152718, 153763, 153645, 153795, 156240, 160693, 158968, 161850, 162456, 
7, 187570, 192643, 177755, 163540, 166257, 166905, 169026, 164131, 167941, 172309, 
8, 171514, 148106, 153145, 155575, 145960, 148271, 157953, 155873, 151316, 150771, 
9, 158962, 152699, 153033, 148963, 149157, 150399, 155806, 147485, 152944, 152202, 
10, 178261, 154987, 157622, 156782, 158407, 160211, 159114, 156618, 158691, 155970, 
11, 168172, 144137, 139474, 130447, 136558, 141623, 141789, 143223, 143341, 143603, 
12, 156597, 142203, 130007, 138021, 137407, 138877, 138166, 137171, 138168, 136957, 
13, 166697, 149333, 148289, 148887, 148194, 146786, 149110, 149746, 147300, 146609, 
14, 202426, 166340, 160224, 147086, 148670, 151609, 153138, 146470, 139764, 144573, 
15, 148040, 142031, 140592, 140883, 140051, 140866, 140316, 141370, 139010, 144839, 
16, 136202, 131892, 130938, 130798, 124593, 128586, 125257, 138280, 137195, 133265, 
17, 167124, 153706, 154173, 153204, 153505, 152940, 150829, 150570, 153362, 144984, 
18, 145478, 164202, 180725, 161659, 149111, 149699, 147895, 142880, 142979, 144178, 
19, 187670, 164697, 170256, 172703, 172886, 174104, 174435, 174221, 193619, 197871, 
20, 162017, 147058, 140952, 134398, 142348, 142671, 146636, 138426, 140150, 146175, 
21, 156735, 142286, 135425, 136781, 135042, 139420, 141516, 128945, 138737, 140371, 
22, 135314, 132982, 139758, 136636, 132796, 133958, 134579, 138025, 137466, 141120, 
23, 187060, 139305, 150346, 150758, 142331, 128217, 129776, 137417, 139659, 133446, 
24, 170432, 137561, 141859, 147106, 158576, 156760, 149667, 138505, 158439, 160612, 
25, 187638, 154629, 146339, 140762, 133858, 135934, 138634, 136431, 131894, 138704, 
26, 149099, 134119, 132435, 134246, 131276, 131591, 131337, 134886, 133466, 132388, 
27, 169082, 180375, 141929, 141418, 141598, 138691, 136832, 142234, 144327, 152575, 
28, 159720, 149236, 157358, 162237, 150150, 137287, 159423, 152334, 149307, 143650, 
29, 139122, 125177, 130155, 130330, 129748, 132094, 130549, 131175, 119551, 152321, 
30, 156980, 152564, 168223, 158957, 164692, 149572, 134507, 143043, 159097, 154217, 
31, 160748, 168964, 164064, 186246, 165913, 163815, 179620, 176826, 196537, 192441, 
32, 150688, 144929, 134310, 135085, 130387, 133981, 130439, 135798, 137052, 137500, 
