num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, value11, value12, value13, value14, value15, value16, value17, value18, value19, value20, value21, value22, value23, value24, value25, value26, value27, value28, value29, value30, value31, value32, value33, value34, value35, value36, value37, value38, value39, value40, value41, value42, value43, value44, value45, value46, value47, value48, value49, value50, value51, value52, value53, value54, value55, value56, value57, value58, value59, value60, value61, value62, value63, value64, value65, value66, value67, value68, value69, value70, value71, value72, value73, value74, value75, value76, value77, value78, value79, value80, value81, value82, value83, value84, value85, value86, value87, value88, value89, value90, value91, value92, value93, value94, value95, value96, value97, value98, value99, value100, 
52, 51211, 49947, 49986, 41804, 40872, 40597, 41259, 42350, 42203, 49291, 49973, 49308, 49072, 48652, 48015, 45848, 42955, 42719, 41645, 43528, 48577, 44506, 39697, 49148, 48794, 48856, 48941, 48721, 49088, 49376, 49322, 48980, 48493, 48193, 48633, 47180, 45868, 46497, 50276, 50114, 50139, 50000, 50164, 50125, 49902, 49904, 50105, 50096, 50413, 49859, 48712, 48669, 48614, 48700, 48971, 49147, 47633, 47358, 45165, 44994, 44984, 44922, 44955, 44746, 44563, 44443, 44870, 45198, 45041, 47593, 47604, 48851, 50126, 48992, 47939, 47610, 46730, 46429, 46496, 46480, 46352, 46381, 46413, 46344, 46310, 46424, 46417, 46276, 45951, 46020, 47369, 46571, 46422, 46319, 46417, 45072, 43239, 43183, 43274, 43243, 
53, 51229, 46059, 44282, 44053, 42962, 42620, 42568, 42475, 44355, 45049, 44932, 44466, 44109, 44425, 44267, 44371, 44791, 44779, 44671, 44596, 44757, 45590, 45449, 45546, 45227, 45173, 44955, 45055, 44767, 45172, 45099, 45176, 45140, 45052, 44967, 45031, 45042, 45271, 45138, 45166, 45077, 45213, 45278, 45169, 44907, 44979, 44699, 44475, 44528, 44481, 44637, 45028, 44943, 44764, 44586, 44599, 44850, 44766, 44700, 44976, 45474, 45178, 45065, 44936, 45062, 45091, 45318, 45002, 47950, 49396, 47838, 48024, 48519, 48533, 48982, 48587, 46498, 46208, 46135, 45887, 45823, 45630, 46013, 46046, 46045, 46068, 42271, 41931, 41813, 41724, 42746, 44553, 44705, 44662, 44624, 44275, 41269, 41383, 41435, 44572, 
54, 48753, 47266, 43563, 41445, 41075, 40554, 38127, 41366, 41355, 49376, 49156, 48890, 47799, 47389, 47194, 47149, 47350, 47704, 48074, 48299, 48410, 48883, 48968, 48987, 49344, 49226, 49436, 49354, 49103, 49124, 49145, 48974, 48805, 48789, 48874, 48833, 48582, 48634, 48869, 49145, 49049, 48601, 48148, 48193, 48029, 48360, 48424, 48496, 49181, 47721, 47497, 47345, 44677, 44045, 45124, 45861, 49525, 49605, 49082, 47696, 47661, 47808, 47993, 47711, 50093, 51950, 51425, 50917, 50918, 50398, 49370, 49757, 50026, 48961, 48247, 48508, 48968, 48435, 48686, 48352, 48804, 48692, 48583, 48968, 48912, 48743, 48783, 48606, 48541, 49009, 49483, 49334, 49310, 48782, 48801, 48387, 48390, 48304, 48618, 49313, 
55, 52783, 50685, 50441, 50690, 49739, 48610, 47940, 47565, 46576, 47226, 47549, 47495, 47143, 47585, 47617, 47369, 47319, 47271, 47932, 48082, 47864, 48668, 48505, 48863, 49079, 49042, 48940, 48993, 48771, 48927, 48820, 48676, 48883, 48708, 48756, 48851, 48770, 48688, 48813, 48720, 48601, 48444, 48407, 48701, 48501, 48303, 48176, 48159, 48193, 48145, 48074, 47997, 47518, 45117, 44894, 44945, 44898, 44915, 44967, 44808, 44740, 45036, 44690, 44889, 44714, 45039, 45345, 45011, 45191, 44973, 45141, 45110, 44971, 45118, 45365, 45395, 45936, 46064, 46149, 46115, 45444, 45013, 45032, 44912, 44875, 45119, 44959, 44955, 44829, 44894, 44876, 45106, 45056, 45272, 45844, 45489, 45379, 45487, 47198, 47219, 
56, 48277, 46797, 46341, 45135, 44681, 44449, 45124, 46725, 44346, 43986, 43846, 43280, 43323, 43875, 43570, 43218, 42972, 42894, 43504, 43467, 43463, 44378, 44111, 44102, 44401, 44395, 44593, 44119, 44325, 44287, 44127, 44407, 44547, 44294, 44818, 44827, 44378, 44488, 44712, 44550, 44634, 44649, 44781, 44732, 44531, 44551, 44531, 45203, 45295, 45213, 45278, 45226, 45351, 45391, 45423, 44430, 43368, 41391, 41240, 41178, 41229, 43086, 42391, 44196, 46840, 46449, 46643, 46901, 46277, 46306, 46284, 46223, 46193, 45500, 42977, 43529, 43294, 43309, 43498, 44754, 44708, 43942, 42737, 42648, 42326, 42638, 43258, 43924, 44201, 43791, 42623, 40714, 43028, 49238, 48556, 45461, 45268, 45187, 45031, 45523, 
57, 48340, 45650, 43914, 42517, 42248, 42045, 41753, 44012, 44503, 42200, 42333, 43220, 42541, 42028, 42495, 41407, 42694, 42934, 42748, 42863, 42836, 42436, 43443, 43085, 43571, 43120, 43307, 42982, 43369, 43355, 42826, 42305, 43157, 42268, 41995, 43149, 42707, 42817, 41651, 42251, 40967, 41247, 43459, 43614, 43432, 43743, 42739, 42712, 43017, 43079, 42763, 43128, 43163, 42939, 42340, 42855, 43018, 42529, 42662, 42687, 42618, 42555, 42697, 43036, 42052, 42207, 42962, 42962, 43077, 42224, 42973, 44868, 44674, 44841, 44617, 44641, 44797, 44480, 44531, 44631, 44663, 44746, 44749, 44741, 44616, 44774, 42672, 43953, 44249, 44755, 45335, 43904, 44055, 44094, 44658, 43856, 44026, 44469, 44198, 43304, 
58, 54162, 46933, 46663, 46802, 45910, 44467, 43065, 42709, 42399, 42047, 41686, 41158, 41051, 44097, 44252, 44658, 44932, 44515, 43756, 45509, 46366, 46226, 46678, 46464, 46320, 46468, 46301, 46267, 46226, 46812, 46496, 46414, 46685, 46451, 46427, 46361, 46225, 46064, 46103, 46401, 46573, 46178, 45827, 46038, 46037, 45793, 45759, 45751, 45596, 45505, 45300, 45520, 45546, 45698, 45754, 45969, 45984, 46256, 45873, 45648, 45642, 45900, 46158, 46147, 45707, 45867, 43702, 42425, 42477, 42507, 42471, 42554, 42620, 42634, 42475, 42715, 42588, 42376, 42177, 42397, 43050, 42735, 42804, 42537, 43098, 43116, 42821, 42583, 42755, 42730, 42879, 42651, 42454, 42430, 42923, 42773, 42730, 42563, 42472, 42737, 
59, 50501, 48270, 47586, 47579, 47350, 48043, 47937, 45991, 45955, 45950, 45118, 44617, 44483, 44227, 44608, 44476, 44498, 44336, 44073, 44576, 44524, 44527, 45110, 44728, 45148, 45435, 45274, 45487, 45523, 45364, 45295, 45525, 45143, 45473, 45675, 45778, 45589, 45960, 46145, 46295, 46350, 46201, 45966, 46084, 45881, 45894, 46044, 45931, 45766, 45861, 46123, 45952, 45848, 45669, 45784, 45688, 46147, 46030, 45843, 46068, 46141, 45959, 45932, 45720, 45606, 45742, 45958, 45879, 45595, 45787, 45558, 45850, 45756, 47380, 47231, 47515, 47498, 49950, 51360, 51325, 51486, 51427, 51594, 51602, 51541, 51708, 49164, 42656, 42412, 42347, 42606, 42454, 42506, 42527, 42624, 42872, 42366, 42357, 42451, 42678, 
60, 55178, 53217, 50422, 49441, 48794, 48253, 47704, 46969, 46787, 48860, 48986, 48369, 47656, 47308, 47875, 47631, 48251, 48886, 48912, 48985, 49131, 49478, 50262, 50296, 52477, 52634, 52486, 52510, 52281, 52340, 52495, 52270, 51544, 49362, 48776, 48812, 49577, 51658, 52572, 52004, 52086, 52011, 51802, 51657, 51977, 52294, 52200, 52207, 52306, 52409, 52513, 52127, 52166, 52379, 52625, 52785, 52467, 52777, 52835, 52186, 51663, 51237, 51297, 51436, 51316, 51222, 51186, 51131, 51959, 51864, 52350, 52403, 52223, 52675, 52160, 52471, 52312, 52076, 52197, 52642, 52820, 52632, 52575, 52382, 52882, 52789, 52756, 52783, 52502, 53241, 53096, 52741, 52399, 52373, 52422, 52366, 52276, 52392, 52374, 52641, 
61, 49167, 47277, 47115, 46342, 45755, 42110, 40947, 40593, 42095, 42543, 46617, 46874, 46654, 46701, 44642, 45554, 45623, 45995, 46002, 45648, 45875, 45921, 46432, 46315, 46428, 46291, 46436, 48155, 48246, 48114, 48137, 48249, 47900, 48110, 48339, 48209, 48098, 47980, 48043, 47999, 48101, 47998, 47850, 47824, 47715, 47786, 47661, 47946, 48041, 47794, 47692, 47538, 47544, 47718, 47855, 47787, 47769, 47588, 47482, 47674, 47665, 47580, 47465, 47801, 47625, 46043, 44669, 44693, 44810, 44837, 45020, 44659, 44736, 44577, 44704, 44490, 44422, 44291, 44213, 44255, 44325, 44500, 45331, 45520, 45470, 45436, 45304, 45330, 45192, 45375, 45206, 45143, 44761, 44847, 44564, 44611, 44509, 44891, 44728, 44897, 
62, 49982, 48008, 42595, 42038, 41492, 43365, 43094, 43142, 41508, 42326, 46255, 46536, 46578, 46586, 45943, 46458, 46526, 46894, 46649, 46728, 47077, 46982, 48063, 48130, 47879, 48004, 48037, 50764, 50552, 50217, 50158, 49918, 49567, 49103, 45943, 45928, 45985, 46165, 46022, 46087, 46246, 46272, 46819, 47675, 47503, 47676, 48157, 48142, 48302, 48315, 48487, 48251, 48086, 48236, 47968, 47635, 47339, 47257, 47111, 47376, 47140, 47050, 47093, 46991, 45531, 45505, 45389, 45293, 45779, 45973, 43270, 43068, 44371, 44239, 42980, 42957, 42857, 42424, 42586, 43115, 43198, 43260, 44839, 46921, 46715, 46675, 46582, 46777, 47469, 47067, 47508, 47177, 47155, 46682, 46364, 46580, 46891, 46791, 46634, 46496, 
63, 50495, 47405, 47426, 47317, 47179, 47023, 47133, 47094, 47240, 47300, 46770, 46105, 46176, 46159, 47074, 47187, 46984, 46422, 45598, 45357, 45338, 45367, 45656, 45631, 45629, 45975, 45568, 45664, 45020, 44634, 45534, 46079, 45502, 45396, 46073, 46059, 45853, 45888, 46460, 46514, 46581, 46479, 46684, 46754, 45691, 45663, 45452, 45055, 45448, 45216, 45300, 45212, 45372, 45250, 45370, 45361, 45179, 45359, 45741, 46028, 46238, 46004, 46467, 46246, 46322, 46516, 47868, 48318, 47999, 47685, 48120, 47120, 45559, 45454, 45467, 45541, 45377, 45212, 45306, 45642, 45380, 45254, 45598, 46467, 48160, 48197, 48357, 48277, 48435, 48534, 49149, 49088, 49117, 49191, 48529, 48668, 48937, 48668, 48128, 45953, 
64, 44408, 42458, 42621, 42233, 42415, 42148, 42235, 41828, 41820, 41682, 41167, 40831, 40852, 40698, 41063, 40599, 41053, 44706, 40957, 40408, 40746, 41252, 40777, 41229, 41012, 40787, 40557, 40629, 40346, 39618, 40233, 40219, 39959, 42002, 41914, 43004, 42529, 42916, 42933, 43665, 44350, 44304, 44255, 43334, 42662, 42588, 42953, 42787, 42837, 42988, 40949, 39589, 39609, 39471, 40089, 39767, 40148, 39163, 39554, 39991, 39772, 39969, 39792, 39808, 40140, 41265, 40874, 40630, 40636, 40931, 40815, 40075, 40928, 39974, 40125, 40114, 40953, 43090, 43035, 43441, 42736, 39478, 39873, 39684, 39537, 39517, 38816, 38922, 39467, 39568, 39472, 39596, 39281, 39657, 39462, 39439, 39883, 39875, 39876, 40703, 
