num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 145409, 143583, 143754, 143610, 143067, 143470, 144123, 144090, 144154, 140656, 
2, 196708, 178768, 184565, 190761, 186975, 186687, 187192, 190888, 175978, 174047, 
3, 212616, 180148, 178553, 182174, 182029, 182090, 182623, 184897, 189864, 190526, 
4, 261427, 246223, 266596, 265281, 234523, 258966, 260966, 260968, 261158, 255784, 
5, 264457, 243250, 219250, 219750, 219125, 216375, 187251, 189874, 210625, 212780, 
6, 182208, 164685, 181214, 181132, 181302, 177575, 173700, 187821, 187179, 188166, 
7, 236799, 186135, 196336, 196160, 194279, 196648, 196450, 194773, 194571, 195032, 
8, 178565, 174848, 178703, 183659, 194206, 209118, 212076, 211623, 193844, 198351, 
9, 204808, 183189, 181824, 179574, 177593, 177419, 178114, 177075, 177525, 177551, 
10, 229402, 263685, 261647, 263168, 263500, 263854, 263630, 207091, 185625, 245250, 
11, 243544, 192997, 187234, 186753, 185150, 184760, 184264, 185430, 186081, 188896, 
12, 190149, 182734, 177400, 177730, 182355, 183444, 183219, 182556, 183510, 171608, 
13, 255181, 216453, 178081, 177326, 187132, 178270, 178295, 185250, 187888, 187487, 
14, 189649, 186045, 185850, 185968, 185732, 185844, 185897, 181019, 176777, 169963, 
15, 246153, 188402, 189456, 189294, 189902, 192973, 188554, 183446, 195362, 194838, 
16, 202537, 180722, 175715, 178526, 176848, 171792, 167389, 168346, 168683, 169724, 
17, 239481, 222408, 227457, 207944, 192831, 211225, 235214, 235838, 235246, 219986, 
18, 222298, 226837, 201986, 193127, 197137, 201850, 207997, 202629, 211150, 212524, 
19, 213890, 185246, 181881, 177721, 176343, 166495, 185460, 188600, 199559, 199936, 
20, 200269, 177265, 188324, 191379, 189758, 190360, 203745, 212976, 213379, 206458, 
21, 174672, 184335, 172379, 207351, 212799, 212542, 213009, 207399, 197154, 197240, 
22, 195388, 191931, 191291, 183448, 191575, 190448, 193102, 192280, 196220, 196487, 
23, 217840, 202036, 181971, 207159, 225684, 221612, 234588, 228905, 209909, 206238, 
24, 213128, 223830, 252198, 244762, 183410, 180718, 183882, 233278, 271961, 283961, 
25, 199647, 202599, 202031, 225849, 228733, 232019, 231348, 231150, 232679, 230446, 
26, 188136, 171606, 171180, 173245, 158901, 166344, 164029, 167601, 163530, 167620, 
27, 191928, 184100, 179495, 179080, 167211, 170964, 180298, 179282, 188520, 176344, 
28, 194876, 186641, 181115, 196049, 196364, 196922, 199098, 196661, 208226, 206355, 
29, 226593, 222338, 191251, 189581, 169787, 158482, 169274, 186040, 187365, 187790, 
30, 217185, 219437, 209896, 204689, 201346, 190555, 187182, 187018, 186399, 194286, 
31, 209334, 171957, 175950, 179775, 196850, 213125, 212913, 192362, 191103, 176154, 
32, 238051, 273012, 186036, 176712, 181805, 182647, 182200, 182533, 182341, 181007, 
