num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, 
1, 4785, 4801, 4810, 4924, 4818, 4866, 4810, 4937, 4799, 4844, 
2, 11202, 11100, 10695, 11519, 12920, 12660, 12876, 10627, 10705, 10682, 
3, 17072, 17835, 18146, 18344, 18316, 18362, 18072, 18226, 18408, 18555, 
4, 23272, 23643, 23276, 23165, 23474, 23346, 24002, 23711, 23495, 23027, 
5, 26980, 26978, 27071, 27216, 27249, 27562, 27663, 27613, 27362, 29440, 
6, 30699, 30903, 30643, 30382, 30405, 31796, 31053, 31137, 31372, 31824, 
7, 35031, 35039, 34836, 34689, 34685, 34581, 34634, 34785, 36910, 37115, 
8, 39612, 37799, 37467, 37631, 37429, 37476, 37696, 37725, 37648, 33447, 
9, 40000, 38078, 38272, 38531, 37954, 38174, 38486, 38863, 38781, 38186, 
10, 44676, 43084, 43750, 41680, 41284, 42692, 43534, 43519, 43617, 43704, 
11, 46968, 38913, 38107, 38212, 38237, 38164, 38795, 38570, 38407, 37415, 
12, 47633, 47777, 45659, 44900, 47065, 47239, 44326, 47316, 48710, 48780, 
13, 49668, 46215, 45971, 45445, 45425, 43666, 47093, 43650, 43841, 47576, 
14, 50268, 48874, 47704, 48914, 47770, 46044, 47529, 47690, 41355, 39597, 
15, 46347, 41317, 40252, 44400, 46114, 47137, 47528, 47079, 47663, 46544, 
16, 53730, 50138, 48737, 49292, 50065, 49725, 49588, 49886, 45895, 47705, 
17, 46712, 44039, 42328, 46969, 46926, 46677, 46991, 47071, 47116, 47052, 
18, 51963, 49835, 47003, 48346, 49053, 48563, 49039, 50018, 50473, 51762, 
19, 46192, 45335, 45779, 45006, 45395, 45013, 45222, 45864, 45161, 44526, 
20, 55433, 51311, 50920, 48909, 49375, 48726, 48951, 48944, 50427, 49266, 
21, 52889, 49197, 48053, 48210, 47271, 46384, 46807, 47500, 47971, 47607, 
22, 46225, 45992, 46584, 46959, 46410, 45892, 46253, 46637, 46216, 46216, 
23, 53720, 45937, 44819, 43711, 47701, 47485, 47548, 47100, 47298, 47052, 
24, 46223, 45050, 44766, 43969, 43990, 43665, 43720, 43736, 43420, 43426, 
25, 47127, 43826, 43188, 42995, 45495, 44335, 44622, 44284, 43869, 44746, 
26, 51146, 48307, 47921, 46614, 46701, 46794, 46161, 45579, 45446, 46989, 
27, 45146, 44006, 41746, 41729, 41870, 44316, 44005, 43981, 43923, 43843, 
28, 54962, 49850, 49156, 48817, 45068, 44718, 41798, 41871, 41997, 45306, 
29, 43680, 41489, 41274, 41021, 40602, 40497, 40062, 40190, 40166, 39932, 
30, 48189, 42340, 40325, 40498, 42475, 47395, 47728, 47710, 47801, 46072, 
31, 51440, 47644, 47582, 43041, 41713, 43448, 43193, 43236, 43063, 43511, 
32, 43841, 43778, 43683, 43735, 43621, 43329, 43491, 43432, 43682, 43892, 
33, 51472, 52094, 50799, 46648, 45765, 47353, 46341, 46250, 44995, 43767, 
34, 47264, 45416, 45369, 44685, 44317, 44359, 44406, 43723, 42319, 42293, 
35, 59852, 51612, 50913, 50594, 50540, 50371, 49305, 49352, 49304, 48868, 
36, 49319, 43657, 43237, 42421, 42216, 41380, 41538, 45150, 45099, 45078, 
37, 47898, 43231, 40591, 40691, 40596, 40395, 43193, 43355, 43232, 43031, 
38, 52338, 44857, 43914, 44242, 44047, 44023, 43177, 42895, 42860, 42924, 
39, 51442, 43755, 43077, 42691, 42583, 41560, 40911, 41977, 41912, 41556, 
40, 54243, 51978, 47761, 46487, 45943, 45885, 45751, 45779, 47583, 45943, 
41, 52620, 44464, 44447, 42678, 42789, 42719, 42567, 41878, 41546, 41512, 
42, 56921, 48170, 47488, 46937, 46796, 46191, 46283, 47211, 46581, 46294, 
43, 52346, 46936, 46018, 45228, 44979, 44839, 44521, 44200, 44120, 43604, 
44, 52088, 50744, 47007, 41368, 41318, 41488, 41323, 47380, 47236, 46271, 
45, 55216, 47521, 43640, 43024, 42828, 42430, 42046, 41356, 41212, 40772, 
46, 52125, 51472, 51710, 51366, 46546, 43450, 42913, 42549, 42358, 42300, 
47, 55545, 47088, 43443, 43441, 43437, 43695, 43427, 42826, 48097, 48091, 
48, 53858, 47519, 46986, 46047, 45298, 45006, 45089, 44897, 44564, 44486, 
49, 56416, 53304, 52227, 51465, 51364, 50492, 47402, 46767, 49381, 49130, 
50, 50477, 49272, 43491, 43597, 43624, 43195, 42195, 42808, 44540, 44558, 
51, 50214, 47620, 47472, 47346, 47254, 45719, 45237, 44914, 46259, 46114, 
52, 52983, 50367, 47837, 47182, 46314, 45795, 44941, 44598, 46968, 46573, 
53, 46759, 46472, 46142, 44555, 43755, 43255, 43135, 41775, 41178, 42635, 
54, 52903, 41181, 41641, 41673, 41588, 41868, 41858, 41741, 41695, 41653, 
55, 51566, 45799, 46613, 47159, 41633, 40711, 40477, 40754, 40622, 44360, 
56, 54258, 51760, 50978, 50522, 49969, 49811, 49674, 46048, 45328, 48549, 
57, 49828, 44004, 41573, 41819, 43221, 43854, 43896, 43217, 42983, 44500, 
58, 53107, 48295, 46756, 43890, 41245, 41382, 41231, 40964, 40884, 45071, 
