num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, value11, value12, value13, value14, value15, value16, value17, value18, value19, value20, value21, value22, value23, value24, value25, value26, value27, value28, value29, value30, value31, value32, value33, value34, value35, value36, value37, value38, value39, value40, value41, value42, value43, value44, value45, value46, value47, value48, value49, value50, value51, value52, value53, value54, value55, value56, value57, value58, value59, value60, value61, value62, value63, value64, value65, value66, value67, value68, value69, value70, value71, value72, value73, value74, value75, value76, value77, value78, value79, value80, value81, value82, value83, value84, value85, value86, value87, value88, value89, value90, value91, value92, value93, value94, value95, value96, value97, value98, value99, value100, 
34, 117167, 110255, 106026, 100315, 99730, 100078, 98268, 101932, 104118, 104161, 103089, 104349, 105868, 103541, 100142, 98868, 102182, 102186, 103059, 107761, 107181, 103826, 102682, 105180, 105563, 105051, 106495, 106155, 106781, 107554, 108366, 108025, 108307, 104399, 103282, 104403, 105556, 105182, 92329, 85751, 86240, 86560, 89798, 108123, 108121, 107160, 106281, 108419, 108163, 108727, 106784, 101763, 99614, 100324, 103782, 104130, 104654, 104905, 103417, 104481, 107054, 105438, 103630, 104092, 106689, 105070, 86742, 86659, 86681, 86377, 89807, 87025, 89241, 89074, 86311, 87962, 91515, 100567, 101561, 104525, 104488, 103259, 103408, 104106, 105603, 106458, 93627, 87662, 88352, 88371, 88489, 87751, 90188, 92204, 95324, 95207, 94489, 95596, 91228, 91488, 
35, 124595, 111919, 109499, 106987, 107857, 108582, 108500, 108380, 107817, 107873, 107126, 109457, 108767, 109211, 109220, 109454, 108777, 107375, 106446, 107787, 106107, 105698, 108984, 110899, 110082, 111634, 110617, 110935, 111397, 110776, 110296, 109725, 108958, 111217, 110446, 109756, 109839, 109162, 110221, 109375, 111321, 109507, 109548, 100052, 109143, 110738, 110915, 109526, 110201, 110529, 111473, 109813, 111168, 111255, 107836, 108816, 108817, 113814, 108116, 110556, 112615, 111671, 111827, 111135, 110687, 110544, 110106, 104566, 102093, 103079, 108791, 103873, 103194, 103683, 104224, 111582, 111881, 107488, 110574, 107201, 105701, 103139, 105208, 103946, 103008, 103212, 102911, 103259, 103575, 103943, 103989, 103819, 101655, 93880, 93258, 93861, 93456, 92314, 92587, 97929, 
36, 121747, 106097, 105102, 104066, 104065, 103445, 103508, 103740, 105364, 105682, 105603, 104043, 104235, 104055, 104255, 104070, 104863, 105101, 104393, 103760, 103977, 103515, 104214, 105883, 107421, 106554, 106856, 108777, 108248, 107893, 107355, 107641, 107176, 109179, 105560, 100054, 96400, 96212, 96426, 99290, 103809, 86650, 87845, 88074, 89044, 88295, 91126, 88071, 89417, 91186, 92524, 93322, 92515, 90877, 90965, 91189, 91714, 92254, 91594, 91702, 90894, 90386, 91167, 90949, 90868, 88607, 96746, 100020, 92576, 85838, 93379, 97658, 97700, 98138, 97052, 95192, 97291, 97090, 96108, 96797, 96605, 96216, 116947, 107922, 106646, 106047, 105481, 105554, 105821, 104750, 106213, 103064, 102475, 105125, 105076, 104722, 105061, 102414, 102951, 104222, 
37, 118043, 102815, 100446, 100125, 98979, 99498, 99863, 99043, 99105, 98041, 98276, 98877, 99298, 97052, 96373, 96050, 98602, 98647, 99168, 99530, 99802, 99510, 99691, 99806, 99825, 99689, 98076, 98475, 99142, 98396, 99412, 99273, 99648, 99428, 98935, 97708, 97537, 96174, 96304, 95996, 96150, 96027, 96365, 97450, 97506, 97020, 95991, 96995, 97251, 97181, 97424, 98029, 98924, 98520, 98920, 99246, 98512, 99811, 99728, 98750, 98264, 98655, 98854, 98864, 100308, 100063, 103598, 99670, 98547, 98413, 98129, 98942, 99020, 101166, 101159, 98626, 97980, 100886, 100099, 100498, 101233, 101841, 101842, 101679, 101005, 100891, 100968, 100656, 100565, 101305, 101632, 101922, 102253, 101428, 101092, 100807, 100387, 100244, 102881, 103692, 
38, 112618, 106168, 104846, 102331, 102361, 100483, 99895, 99236, 99688, 99515, 100155, 99554, 100732, 102107, 104454, 103972, 102990, 103663, 105049, 105805, 106724, 105989, 106715, 105869, 106402, 105829, 105094, 104460, 103727, 102885, 103144, 103150, 102976, 102469, 101811, 101486, 102127, 100236, 99558, 99813, 99711, 99375, 99755, 99333, 100054, 98845, 98123, 98202, 98120, 97661, 97389, 97197, 97325, 112671, 115816, 116549, 117498, 111688, 106719, 102051, 99593, 100351, 100240, 103680, 105166, 104970, 105789, 105625, 105408, 104392, 103820, 104443, 104315, 104429, 104637, 104525, 105863, 105923, 106556, 109556, 105338, 107727, 107612, 105470, 105936, 105736, 105317, 105120, 105117, 103981, 105473, 106221, 104785, 103951, 103915, 103970, 103343, 102612, 102836, 102815, 
39, 113041, 92192, 93640, 93201, 92095, 89887, 91768, 91233, 90527, 91217, 91251, 91398, 91910, 91358, 91391, 92070, 95458, 96398, 97752, 123318, 123915, 122842, 122303, 122191, 122956, 121828, 121262, 121348, 122735, 122622, 122011, 121820, 122437, 121698, 121307, 121374, 122070, 121421, 121069, 121026, 121175, 120916, 120684, 120830, 122333, 122572, 124116, 122932, 123331, 121344, 120817, 120721, 121113, 120203, 121118, 116909, 106176, 106157, 105973, 106235, 106157, 101337, 101304, 101054, 105527, 106852, 107831, 107444, 108083, 115490, 122832, 121542, 122388, 122107, 119815, 107247, 107851, 121170, 120565, 120346, 120747, 120343, 119796, 121069, 122174, 121153, 120949, 107785, 105659, 105766, 105267, 104564, 104898, 105044, 105109, 105050, 88616, 88394, 88440, 88354, 
40, 112439, 81022, 79929, 80189, 80272, 79409, 79790, 79864, 80731, 80637, 80814, 80627, 80783, 81111, 81271, 83153, 83920, 84128, 83304, 84763, 84906, 85062, 85174, 84596, 85350, 85147, 85410, 85590, 85637, 85356, 85154, 87121, 87183, 87612, 87745, 87981, 88277, 87902, 87913, 88644, 89150, 92558, 92612, 92358, 92210, 92063, 92073, 92085, 92332, 92212, 92432, 92532, 92475, 83910, 83589, 86998, 89499, 89115, 88976, 88707, 89293, 87740, 84003, 83950, 83944, 83999, 84095, 83875, 83975, 107775, 128248, 118011, 102340, 101541, 100990, 100392, 99323, 99269, 96971, 93188, 92534, 90772, 85401, 84625, 84518, 84449, 84578, 84812, 84793, 84659, 84056, 83641, 83184, 83390, 83132, 83448, 83836, 83999, 84077, 84304, 
41, 99702, 101844, 104009, 106210, 104826, 103770, 104070, 103673, 93315, 89785, 89368, 89922, 88932, 88939, 89179, 91196, 92088, 89301, 89887, 90407, 90188, 89386, 89048, 88668, 88452, 89658, 90189, 89918, 90261, 88777, 88225, 87957, 89646, 89319, 108347, 117361, 119656, 120423, 111182, 103603, 103935, 103215, 102887, 102348, 102169, 100969, 92915, 96848, 98330, 97382, 94554, 94708, 98044, 97986, 97365, 97837, 95043, 98539, 97779, 97049, 96596, 98239, 99867, 100091, 98996, 98569, 97754, 97718, 99521, 99557, 99612, 99649, 99320, 101487, 101598, 96049, 95617, 95094, 95133, 95581, 95886, 97761, 100388, 100310, 99999, 100434, 100700, 99881, 99167, 98847, 98881, 98511, 99065, 99108, 98319, 100255, 97565, 97649, 97755, 97705, 
42, 93353, 87094, 82271, 84679, 102085, 103568, 103310, 102984, 102434, 102208, 101793, 101753, 100395, 101006, 101672, 101459, 100723, 99725, 99431, 101267, 97427, 93780, 93679, 95623, 95278, 94583, 86927, 85425, 85995, 86105, 85353, 85071, 93285, 100279, 99989, 100514, 99712, 99176, 100052, 100311, 100839, 101174, 100754, 101206, 100362, 100824, 103035, 102107, 82955, 80978, 80964, 80765, 80459, 81006, 81419, 81377, 81122, 80470, 80509, 80512, 80819, 80803, 94713, 97921, 97632, 97912, 96311, 95345, 95170, 96376, 96650, 96419, 91026, 89440, 90838, 91175, 90593, 90913, 95157, 97650, 97404, 96731, 91690, 91974, 97161, 97202, 98163, 98987, 98106, 98373, 98522, 97759, 98735, 84842, 84629, 84264, 84598, 96252, 98501, 94819, 
43, 107869, 85997, 83382, 86899, 87121, 87073, 86642, 86969, 88065, 90643, 91344, 91514, 91788, 92155, 91733, 91551, 92194, 92660, 93320, 93176, 92882, 92600, 92977, 93280, 93075, 93339, 93175, 92709, 92565, 92433, 92601, 92614, 91816, 81211, 80768, 80580, 81109, 81184, 81314, 81121, 81304, 88627, 92444, 93253, 89839, 81491, 81208, 82688, 83983, 84000, 84102, 91848, 92313, 89786, 89277, 90078, 90065, 89601, 90352, 90545, 90666, 91674, 92306, 91586, 90177, 91578, 81197, 80875, 80720, 80634, 80423, 80766, 80958, 81017, 81115, 79088, 79168, 78394, 78999, 78713, 78829, 78761, 79321, 78910, 79158, 78909, 79021, 79468, 78718, 78589, 78431, 78186, 78418, 78390, 80031, 90044, 89979, 89623, 89872, 89878, 
44, 125354, 119866, 108476, 100746, 100498, 98903, 98682, 98738, 98028, 97688, 96986, 95998, 95570, 98239, 99416, 99081, 99789, 98378, 98466, 98904, 99010, 98661, 98035, 98284, 97808, 98605, 98998, 98916, 99060, 98682, 99083, 98111, 98941, 99400, 99671, 98604, 98703, 98223, 98743, 98079, 97646, 97191, 97342, 97379, 97460, 100157, 99321, 99355, 99674, 99103, 98930, 99332, 100215, 99601, 99697, 100287, 99294, 98425, 97988, 97809, 98065, 97566, 97565, 97637, 97556, 97272, 97167, 97002, 97318, 97151, 97200, 98954, 102267, 100865, 101335, 100050, 99078, 98318, 98822, 98572, 98885, 87956, 89292, 92296, 97873, 99510, 100579, 100134, 101634, 102758, 103238, 103739, 104004, 104289, 104296, 114353, 120206, 119616, 120008, 119293, 
45, 116817, 106063, 105807, 106975, 108253, 108298, 108404, 107278, 108956, 108097, 105632, 107056, 107112, 107641, 106213, 106867, 106598, 105515, 105603, 107685, 102481, 100134, 100351, 108118, 108171, 109474, 109290, 108643, 109249, 109307, 110142, 109290, 110156, 109651, 109411, 109171, 108382, 107539, 103955, 88738, 89790, 90690, 103706, 124018, 124440, 118484, 115369, 123733, 124050, 123300, 123302, 122747, 123694, 122500, 123443, 123190, 123685, 121570, 121119, 121138, 121398, 120534, 121960, 121647, 122218, 111065, 108062, 107316, 108130, 107832, 117176, 121810, 122012, 114388, 108759, 106982, 104111, 104995, 104249, 104639, 104614, 105237, 107452, 106789, 107505, 106814, 105957, 107525, 122549, 122452, 122731, 122636, 122893, 122720, 121041, 121968, 123432, 122904, 123620, 117780, 
46, 115000, 106005, 105284, 107219, 105769, 103906, 103419, 104235, 106033, 106979, 107269, 107235, 107269, 106846, 108414, 107490, 105004, 104636, 105472, 105034, 104885, 96171, 102081, 105986, 105776, 106720, 107757, 106297, 102061, 102105, 101884, 101816, 107141, 108314, 103419, 104353, 103563, 103675, 104441, 106529, 109301, 107600, 107882, 106804, 106771, 106294, 117899, 117523, 106289, 106652, 106173, 101667, 99926, 99337, 100232, 98979, 98763, 102186, 103214, 102294, 101863, 101907, 101034, 100595, 101223, 102395, 102818, 104368, 103663, 101048, 100453, 101860, 102584, 102831, 102966, 102301, 103072, 101531, 100683, 100893, 101349, 101610, 102780, 102579, 101914, 101653, 102383, 102692, 103419, 103887, 103483, 103133, 104850, 105242, 101905, 99586, 102195, 103173, 104835, 101368, 
47, 101881, 101884, 96804, 80591, 79957, 80402, 80857, 79957, 78331, 79061, 78894, 79042, 79294, 80006, 80017, 79167, 79397, 78686, 79270, 79599, 78881, 78277, 78473, 79066, 79365, 79284, 78801, 79177, 78585, 79006, 79111, 79372, 78954, 79324, 79009, 79244, 80583, 80876, 80998, 80564, 99718, 99647, 99913, 101391, 101191, 101183, 102246, 100349, 99701, 96084, 88656, 88669, 88979, 89028, 89010, 96127, 99092, 99184, 99168, 99288, 98842, 98883, 98513, 98436, 99313, 98947, 98845, 99387, 100069, 99106, 99417, 99818, 99881, 99604, 100142, 99989, 100236, 99878, 100011, 100406, 100099, 100153, 100259, 100384, 100412, 100140, 100200, 98328, 89248, 89096, 89178, 88897, 88845, 88869, 88665, 89595, 89291, 89434, 89258, 89111, 
48, 132184, 109966, 98631, 98759, 99792, 99029, 98092, 98002, 97313, 95920, 96480, 97491, 97266, 96568, 96443, 96788, 97340, 97327, 96923, 97235, 96835, 97615, 97442, 97815, 97182, 97181, 98376, 97959, 98083, 99308, 99467, 98405, 98224, 98927, 98044, 96964, 99255, 96408, 99100, 99565, 100236, 99666, 99672, 104879, 104488, 103013, 103117, 101802, 102782, 100389, 100070, 100885, 100127, 98931, 99658, 99876, 100742, 97120, 96700, 96741, 96661, 95570, 95888, 96152, 96173, 95828, 95702, 97206, 97011, 96545, 95675, 95630, 97188, 96839, 96569, 99429, 99116, 98488, 99594, 99139, 98806, 95987, 96306, 97744, 97491, 96000, 96238, 97763, 97546, 97682, 97601, 97741, 96863, 96584, 96702, 95939, 98253, 97778, 98511, 98815, 
49, 99580, 90744, 89693, 93094, 98144, 97591, 96323, 96358, 96281, 96545, 91341, 89972, 89778, 89071, 89405, 85983, 84688, 85760, 89289, 89686, 89215, 86951, 86497, 87067, 89639, 90260, 90158, 90071, 90199, 89544, 90389, 91667, 97319, 96646, 96580, 96801, 90188, 89588, 89904, 89244, 90161, 88969, 95074, 97981, 98763, 97927, 97716, 97783, 98046, 98083, 95290, 94408, 94242, 95527, 94652, 94033, 97638, 96569, 95679, 96806, 96314, 96476, 96524, 96071, 93422, 89857, 86281, 88248, 98869, 100709, 90706, 86450, 86495, 86657, 86106, 85176, 84799, 85578, 85406, 87103, 96298, 96177, 100576, 95109, 94768, 94791, 94437, 93604, 93200, 94002, 94601, 99340, 99219, 94361, 94998, 100096, 99274, 98171, 98215, 85986, 
50, 88334, 82926, 82084, 81793, 81670, 82345, 82444, 82037, 82264, 82489, 82315, 82726, 83337, 83435, 82976, 83266, 83704, 83058, 83147, 83763, 83623, 83925, 83613, 83865, 84622, 86309, 85530, 85003, 83519, 83556, 84399, 84500, 83609, 82767, 82832, 83252, 83390, 83658, 83523, 92565, 94637, 95511, 95756, 95808, 95535, 95630, 95444, 94680, 95029, 94876, 95545, 95890, 96425, 95793, 95499, 95843, 96036, 95441, 95363, 95197, 95441, 94999, 94372, 94549, 95876, 95916, 96138, 96131, 95931, 95941, 95669, 95784, 96579, 96636, 95909, 96307, 96583, 96082, 96506, 96034, 96349, 96445, 96386, 96414, 96212, 95973, 96087, 96027, 97877, 95257, 95331, 95188, 94998, 95170, 95071, 95406, 95457, 95437, 96253, 95298, 
51, 122660, 117667, 106697, 104884, 105178, 105214, 105461, 105236, 104866, 103922, 104189, 104542, 102476, 98001, 104428, 106185, 104394, 104614, 105693, 105920, 104800, 104987, 104733, 105332, 105585, 105704, 105580, 105259, 105208, 104792, 105182, 105768, 106131, 106300, 106043, 105852, 106633, 106684, 106429, 105894, 105463, 105775, 105703, 105348, 104396, 103113, 103819, 104736, 104497, 105241, 105318, 103689, 100371, 100255, 99839, 100046, 99983, 100330, 100140, 100721, 103254, 105835, 105337, 106711, 107057, 107245, 107161, 105117, 101373, 100425, 100415, 99697, 99570, 98722, 98671, 98288, 98266, 97939, 97637, 97591, 97915, 97042, 97844, 97742, 100063, 99586, 103239, 106335, 105726, 105449, 106354, 106873, 106953, 106761, 106285, 105728, 106429, 106136, 105920, 105772, 
52, 85109, 82812, 84995, 86962, 86778, 86590, 86337, 87327, 86806, 86544, 89169, 90002, 89279, 87740, 88152, 90012, 89034, 89361, 88713, 89107, 88145, 89187, 88718, 91752, 92767, 91387, 83458, 83791, 84343, 84417, 84100, 84082, 83479, 84932, 88863, 89137, 87037, 89166, 93561, 93249, 93891, 95448, 96191, 96489, 96525, 95515, 95994, 95578, 86888, 89499, 94571, 101858, 101661, 101203, 101614, 101723, 101376, 100815, 101757, 102173, 102155, 101672, 101652, 101437, 100371, 100879, 101073, 101066, 101120, 100487, 100767, 100854, 100476, 100306, 101560, 101551, 94754, 90135, 90247, 89856, 92080, 89923, 90523, 89391, 89346, 87743, 86978, 94497, 101031, 101435, 100653, 101185, 101017, 100770, 101621, 102323, 102514, 102705, 103032, 97806, 
53, 104831, 101310, 101991, 94783, 88174, 88243, 88564, 87802, 87797, 88470, 98209, 100321, 100237, 99851, 100909, 101645, 100925, 100143, 100570, 100239, 100792, 101445, 102056, 102419, 102994, 101375, 101384, 101882, 101588, 101867, 101899, 102604, 101581, 94833, 96845, 103802, 102989, 100389, 96133, 98984, 100872, 101020, 100307, 90419, 97482, 100228, 100258, 100825, 101144, 100115, 100744, 100089, 100579, 101658, 101760, 104171, 104167, 104977, 105005, 105389, 105423, 103167, 101772, 102947, 103592, 102653, 102260, 102582, 104530, 105310, 105578, 103517, 103698, 103683, 102594, 102883, 104710, 104365, 105016, 105583, 104707, 105337, 103993, 104306, 103792, 103122, 103599, 104772, 104109, 102932, 102650, 102141, 101333, 100755, 102259, 102148, 102396, 101960, 101917, 102951, 
54, 118390, 110923, 112258, 112778, 108424, 105176, 106498, 107079, 103970, 104312, 91989, 103642, 104016, 102070, 102708, 103236, 101746, 101984, 102058, 103218, 102383, 103378, 104342, 104291, 102656, 103157, 104623, 104252, 103968, 105182, 103930, 104062, 102025, 102666, 101976, 101916, 102615, 100520, 100677, 103892, 103440, 103328, 102515, 102165, 103310, 103126, 103313, 102760, 103585, 102693, 97481, 97357, 96827, 102652, 103140, 103450, 85079, 84707, 84253, 84661, 85113, 85414, 85387, 85831, 84735, 84068, 84212, 84744, 84717, 85917, 86163, 99123, 98556, 99408, 100130, 99107, 100137, 100366, 100233, 100221, 100676, 100177, 98996, 98071, 98010, 99157, 100032, 100630, 101067, 111474, 114127, 114972, 114565, 114052, 113408, 112275, 112414, 112155, 111759, 112272, 
55, 113838, 93695, 89477, 89409, 88503, 86921, 87089, 87172, 87005, 86374, 86416, 86745, 87592, 87598, 87467, 87475, 87248, 86684, 86797, 86203, 87154, 86972, 86902, 87458, 88123, 87415, 87775, 88431, 88802, 88340, 88667, 89277, 88551, 88515, 88657, 88999, 88712, 88500, 88904, 89137, 86622, 89824, 89292, 88794, 88967, 88558, 89270, 89499, 89433, 89407, 89129, 89051, 88819, 88814, 88928, 88409, 88172, 89090, 89671, 88665, 88400, 87933, 87873, 88030, 87852, 89180, 88694, 88623, 88688, 88736, 89009, 88954, 89048, 88862, 88707, 88829, 88784, 88216, 88016, 87991, 88275, 88652, 87884, 88352, 88690, 88475, 88004, 87052, 86947, 87139, 98829, 104630, 104804, 104951, 105079, 105761, 105305, 106043, 106196, 106530, 
56, 109901, 105526, 104672, 101387, 104360, 105789, 105361, 104386, 102608, 101710, 102412, 103655, 104370, 104265, 105169, 106579, 105784, 105463, 105360, 104930, 105244, 106188, 101434, 98542, 99060, 99207, 99803, 100193, 104796, 105758, 105788, 106436, 105641, 106160, 106884, 107929, 107423, 107440, 107245, 105376, 102310, 101247, 101289, 101776, 100810, 101073, 102864, 105648, 106267, 106418, 105674, 107532, 104546, 104122, 103984, 104776, 104552, 104720, 105104, 105109, 104934, 105256, 105280, 104726, 104838, 105565, 107337, 107661, 105450, 107371, 106365, 107117, 108005, 106213, 106204, 105971, 105503, 105640, 105652, 104825, 104849, 103888, 103689, 104213, 103792, 104355, 103382, 104603, 104790, 104931, 104692, 104419, 105283, 105652, 105538, 105850, 104432, 103635, 103234, 103292, 
57, 117217, 113634, 113454, 113345, 113473, 110351, 98213, 98930, 97836, 97731, 97742, 97236, 103416, 103667, 103365, 102915, 102906, 102815, 102935, 102572, 102175, 101156, 101269, 101749, 101364, 101263, 100269, 101269, 100875, 101709, 101876, 101130, 102303, 101831, 101563, 102071, 102167, 102878, 102758, 103624, 104100, 103029, 102621, 96396, 95529, 95913, 96363, 96016, 95650, 95665, 95704, 96261, 96876, 96881, 96043, 95862, 96181, 96742, 96053, 96074, 96366, 95522, 95259, 95323, 97521, 97743, 96388, 95849, 96840, 96509, 95954, 96961, 95948, 96115, 95155, 95404, 94663, 94879, 94717, 95135, 94392, 94212, 93959, 94241, 93638, 94038, 93989, 98490, 98313, 84440, 82917, 83576, 83896, 84700, 88066, 88172, 88537, 88117, 84609, 84302, 
58, 114083, 110999, 105823, 100401, 101153, 101349, 98926, 98676, 98046, 96676, 97390, 97299, 96829, 96584, 96892, 97419, 96240, 95175, 95031, 95321, 96052, 96886, 96006, 95332, 96129, 92990, 86318, 101030, 100955, 101865, 101955, 101376, 101395, 102185, 103606, 102692, 101524, 101198, 99010, 96523, 97888, 96887, 96450, 97700, 97717, 97759, 97508, 98301, 100497, 100993, 100851, 100601, 98563, 98911, 99353, 100417, 100067, 100316, 99220, 100396, 100729, 99370, 102015, 101543, 101663, 99964, 98646, 98078, 97681, 98243, 97725, 98522, 97092, 98290, 99548, 99335, 98358, 100012, 99561, 99825, 99092, 98630, 97555, 98643, 98710, 99122, 98841, 99947, 98370, 98240, 99325, 100339, 99974, 99767, 99581, 99242, 100402, 99432, 98993, 99490, 
59, 129354, 109880, 102945, 103421, 101732, 98866, 98902, 86787, 86047, 87162, 86073, 84705, 85553, 88471, 94610, 95502, 85256, 84561, 83685, 84943, 84403, 85243, 85392, 84838, 85838, 87228, 87782, 85223, 85752, 85274, 85412, 84767, 84834, 85387, 86134, 85537, 96170, 99389, 99603, 99799, 100967, 100252, 101061, 101409, 100347, 100982, 103232, 101088, 102335, 101886, 102153, 102343, 101647, 102061, 101301, 102975, 102301, 102760, 101598, 103021, 103759, 95897, 96040, 96834, 97078, 96850, 97232, 97125, 95310, 95640, 95738, 96207, 96671, 97887, 92078, 85756, 97083, 102198, 102386, 104826, 103276, 102041, 101417, 101348, 102603, 105387, 98069, 88878, 87026, 86658, 86176, 87210, 86780, 92681, 99978, 100002, 100432, 100643, 103751, 100431, 
60, 134049, 107162, 106088, 106727, 104383, 105655, 104833, 103470, 101789, 102475, 100723, 101174, 99264, 97595, 97649, 97431, 99334, 100432, 102337, 103565, 106608, 106737, 104926, 104722, 105713, 105605, 103902, 102682, 102767, 103254, 119256, 119620, 119749, 119843, 120794, 121675, 121188, 120865, 120979, 120727, 121532, 107916, 104839, 110540, 111124, 107796, 110103, 111234, 124363, 123554, 123155, 112521, 85458, 99325, 109092, 108528, 108745, 108191, 108519, 108040, 108312, 108844, 110791, 110345, 110241, 110025, 110516, 110830, 111291, 118544, 118928, 119878, 120279, 119689, 121137, 121019, 120088, 119327, 119771, 120297, 118770, 119956, 119673, 120634, 120341, 120495, 113437, 110559, 111025, 110412, 109779, 112207, 111415, 108800, 111621, 111082, 111815, 111361, 112651, 112912, 
61, 105301, 107183, 106421, 87466, 85705, 85189, 85317, 85610, 85602, 85078, 84533, 85256, 98480, 102850, 103995, 103721, 102900, 102986, 101797, 103292, 102297, 102628, 102970, 103585, 103774, 103264, 104288, 106254, 106068, 105924, 106143, 106376, 104631, 106837, 106739, 106760, 106670, 105982, 105431, 101512, 97817, 99113, 100610, 100638, 99643, 99113, 99361, 97122, 97500, 97415, 97190, 100610, 104139, 103465, 104642, 105266, 104646, 104746, 104923, 103924, 105560, 107258, 107057, 107383, 107292, 102467, 98195, 98377, 98109, 96829, 95773, 95682, 95722, 95523, 95542, 95177, 94987, 95058, 95125, 97625, 103759, 103913, 105068, 107712, 101660, 105816, 106711, 106951, 105460, 104579, 102079, 101732, 101091, 101118, 101484, 101975, 101425, 101008, 101308, 101532, 
62, 106382, 103296, 91811, 87288, 86173, 85399, 85471, 85594, 85464, 85279, 84943, 84802, 95559, 99328, 99545, 99629, 98905, 98514, 99342, 99976, 99640, 100036, 101248, 100227, 100138, 101134, 102978, 104868, 104045, 104980, 105342, 105453, 105976, 105753, 103690, 103056, 102627, 102275, 102415, 102443, 102185, 102597, 102626, 102562, 100701, 101048, 100961, 101479, 101141, 90119, 86176, 86197, 86120, 85710, 86541, 86412, 85946, 86538, 86907, 86948, 86891, 88454, 101962, 102794, 103459, 102998, 101133, 99213, 98940, 98743, 98234, 98492, 97855, 97902, 98655, 99207, 98251, 97222, 99911, 100996, 101170, 100778, 101858, 101780, 100816, 101559, 101685, 102255, 102172, 101601, 101100, 102329, 101739, 101721, 101909, 94685, 84691, 84050, 97336, 99133, 
63, 108530, 104540, 103855, 105989, 106879, 106290, 106679, 105955, 107755, 106000, 107650, 106422, 103108, 104888, 105990, 106708, 106582, 105542, 108709, 104474, 102066, 106495, 107099, 107747, 107591, 107249, 105241, 108914, 107278, 108261, 106761, 107248, 94020, 93327, 91853, 91557, 89454, 89609, 104154, 107116, 107617, 107519, 106300, 106523, 107489, 108367, 108235, 107892, 106810, 106594, 106501, 108197, 109895, 109604, 106853, 106407, 106660, 107056, 107254, 104157, 102602, 105740, 109968, 108260, 101129, 92201, 91579, 104632, 109698, 107869, 109153, 108400, 106918, 107125, 107474, 106465, 106435, 108577, 109897, 100731, 93491, 98602, 105068, 105694, 104011, 105144, 105321, 105682, 107153, 107253, 107071, 105776, 91156, 101240, 105045, 105265, 106121, 118621, 119077, 120702, 
64, 110283, 89627, 88818, 86750, 85983, 85721, 83987, 83761, 83775, 83184, 83691, 83688, 83078, 83420, 83660, 83791, 84956, 84965, 84246, 85265, 84223, 83835, 84793, 84600, 85520, 85518, 85340, 85741, 85756, 85516, 85946, 89564, 97321, 96477, 95448, 95161, 96101, 95055, 95134, 94899, 95365, 96200, 96129, 99271, 99108, 99580, 98442, 89519, 89591, 88901, 89369, 100819, 99430, 94374, 91466, 91924, 116031, 117679, 116823, 114736, 89390, 89393, 89001, 89053, 89341, 88918, 99508, 102827, 102117, 102214, 102125, 101086, 99982, 99792, 99146, 104957, 106438, 104490, 95172, 89170, 88546, 87707, 89103, 88759, 89815, 89376, 89314, 89586, 89300, 89118, 89006, 88069, 88227, 85834, 85580, 86663, 91134, 88604, 87001, 86987, 
