num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, value11, value12, value13, value14, value15, value16, value17, value18, value19, value20, value21, value22, value23, value24, value25, value26, value27, value28, value29, value30, value31, value32, value33, value34, value35, value36, value37, value38, value39, value40, value41, value42, value43, value44, value45, value46, value47, value48, value49, value50, value51, value52, value53, value54, value55, value56, value57, value58, value59, value60, value61, value62, value63, value64, value65, value66, value67, value68, value69, value70, value71, value72, value73, value74, value75, value76, value77, value78, value79, value80, value81, value82, value83, value84, value85, value86, value87, value88, value89, value90, value91, value92, value93, value94, value95, value96, value97, value98, value99, value100, 
11, 66037, 66454, 67004, 67302, 67272, 67087, 66069, 66089, 66048, 66807, 66990, 66784, 66989, 67613, 68792, 68721, 68603, 68558, 67804, 67642, 67093, 67091, 65942, 63886, 63922, 64181, 63464, 63644, 63728, 64623, 66770, 67118, 68271, 68549, 71787, 75910, 75580, 76171, 75980, 76033, 75906, 76333, 75887, 75952, 75590, 74779, 74576, 74577, 74701, 74677, 74552, 75109, 75002, 75660, 75804, 75295, 75295, 75510, 74816, 74280, 74020, 74071, 73890, 73705, 73622, 74111, 72099, 66369, 66474, 66958, 67337, 67415, 67780, 68179, 68000, 66698, 66437, 66542, 66186, 65899, 66046, 67086, 66782, 67110, 66918, 67379, 66627, 66169, 67673, 68003, 67582, 67460, 67609, 67844, 67314, 74135, 66851, 66862, 66939, 66934, 
12, 79028, 70842, 66482, 66469, 62664, 58777, 58363, 57737, 70277, 73151, 72692, 73054, 72910, 72771, 72808, 72392, 72149, 72321, 71981, 71841, 71257, 71773, 72518, 72906, 71659, 71821, 71652, 71787, 72001, 72196, 72059, 72120, 71781, 72407, 72690, 72352, 72397, 72547, 72333, 71598, 71551, 71704, 71345, 71717, 71478, 71571, 71122, 71219, 71056, 71400, 71303, 71149, 71116, 72552, 72354, 72148, 72153, 71764, 71767, 71479, 71279, 71453, 70985, 69487, 69314, 70321, 71424, 72763, 68906, 58623, 58715, 66862, 72244, 72675, 71753, 70085, 69746, 70954, 71687, 71307, 72564, 73240, 73052, 71948, 71862, 72019, 71523, 71515, 70004, 69232, 68716, 69848, 69342, 70260, 69415, 69389, 69341, 69678, 70137, 69414, 
13, 85656, 74320, 73812, 73525, 73692, 73699, 72668, 73060, 73436, 73642, 73615, 72983, 73088, 73394, 73182, 73048, 72584, 73179, 61350, 59868, 60527, 67255, 86105, 76876, 73056, 73563, 73540, 73968, 74068, 74038, 73732, 73842, 73665, 73740, 73366, 73324, 70945, 73534, 72217, 73690, 74432, 74682, 74283, 74425, 73364, 73618, 73138, 73061, 73308, 73904, 73664, 72922, 69848, 70130, 70264, 70053, 69848, 70196, 70006, 69959, 71665, 76995, 76183, 76111, 75590, 75781, 75768, 75575, 75901, 76065, 75807, 75503, 75611, 76111, 75953, 76232, 76207, 76160, 75650, 75572, 75671, 76606, 76259, 76386, 75917, 76212, 75681, 75437, 75530, 75914, 75450, 75578, 75764, 75855, 75401, 75412, 75314, 75624, 75453, 75039, 
14, 78478, 78454, 78666, 78712, 78774, 78848, 78676, 78108, 78240, 80135, 79938, 80061, 79951, 80484, 79307, 77564, 77425, 77374, 77291, 77247, 77550, 77496, 77856, 78226, 78036, 78395, 78042, 78209, 78145, 78118, 77899, 78011, 79088, 78981, 79918, 80050, 80096, 80751, 80359, 79768, 79834, 79397, 79472, 79418, 78900, 78027, 78394, 78249, 78350, 78332, 78207, 78896, 78937, 78389, 77309, 76929, 77014, 78999, 92934, 92905, 92902, 93156, 91857, 92153, 92341, 92429, 91436, 91951, 90607, 66725, 66462, 66428, 66454, 66843, 66731, 66462, 66455, 66667, 66364, 66270, 66468, 66901, 66539, 66574, 66151, 66594, 66223, 66260, 66300, 66691, 66431, 66474, 66682, 66815, 66606, 66235, 66691, 66934, 66536, 66329, 
15, 84596, 82908, 82988, 82071, 84142, 82041, 81239, 79071, 78325, 78822, 83404, 84591, 84289, 84214, 84197, 84143, 84285, 79822, 76892, 83195, 80503, 83538, 82709, 82913, 82815, 82916, 84118, 83916, 82941, 83354, 83895, 83848, 80712, 80220, 79477, 79671, 79529, 79291, 78951, 79417, 79567, 79798, 79244, 81072, 67851, 66954, 74962, 77052, 75662, 75851, 75859, 75790, 76133, 76282, 75801, 75523, 77249, 79543, 79573, 79686, 80251, 83325, 83591, 79557, 75931, 76131, 75857, 75831, 75772, 75950, 75704, 75825, 75839, 76077, 75727, 75580, 75607, 75795, 75608, 75571, 75603, 75556, 75398, 75249, 75339, 75644, 75444, 75368, 75419, 76028, 75418, 75453, 75320, 75655, 75835, 76044, 75716, 75896, 75561, 75151, 
16, 86108, 86816, 85484, 86079, 85925, 86475, 87564, 87688, 87770, 86537, 85130, 82239, 84431, 85123, 84176, 83557, 85508, 82520, 81300, 84633, 84215, 84960, 84098, 84431, 84154, 81503, 81166, 80847, 82467, 80957, 80772, 82995, 82532, 80136, 79265, 78963, 78831, 80594, 83008, 84663, 83286, 83987, 90411, 96845, 79194, 79596, 79102, 80284, 83324, 84716, 83788, 83997, 83673, 84247, 84582, 84212, 84098, 84107, 84132, 83843, 84492, 84864, 83835, 82842, 82273, 83128, 82404, 81863, 73121, 72881, 73179, 73022, 72485, 72595, 71882, 72016, 72735, 72694, 72478, 72462, 72388, 72801, 72774, 72655, 72895, 72994, 72809, 72260, 72873, 73026, 72405, 73149, 72533, 73278, 72955, 73193, 73147, 73139, 72827, 72591, 
17, 89806, 89354, 90005, 89442, 85722, 73894, 74087, 85364, 102243, 97341, 72304, 73055, 72416, 71543, 80938, 83212, 89320, 90844, 88398, 88046, 88502, 88588, 100198, 100616, 101249, 103381, 102447, 101164, 101560, 102219, 101557, 100884, 100770, 101908, 100850, 100720, 101203, 101843, 101424, 101043, 100903, 101510, 100543, 100794, 100665, 101230, 101362, 100997, 100882, 100745, 98772, 98531, 83879, 83813, 83271, 82263, 82358, 82538, 82287, 82417, 82497, 99386, 100159, 99195, 100606, 101390, 100580, 100443, 100806, 101167, 100550, 99753, 100679, 102810, 96977, 87106, 86904, 87051, 85967, 86139, 86322, 86323, 85968, 86691, 86976, 87036, 86551, 86879, 86987, 87241, 87068, 86803, 86988, 87325, 86983, 86574, 86616, 86659, 86398, 86256, 
18, 89146, 91012, 90409, 90848, 91191, 86665, 85632, 85705, 93870, 86419, 86590, 85717, 86710, 86910, 86502, 90217, 90904, 91332, 86500, 86192, 86098, 86330, 85945, 85969, 85945, 86248, 91329, 92780, 91600, 90140, 90765, 89534, 88918, 88766, 96147, 91842, 92137, 92186, 93311, 93697, 94442, 93383, 91695, 91134, 91775, 89323, 89615, 93721, 93895, 94330, 93989, 94079, 94258, 94407, 92996, 103906, 107583, 102235, 88747, 86444, 86426, 86722, 86634, 88189, 89535, 89455, 89223, 88957, 78529, 70867, 81294, 86258, 86671, 87045, 86418, 85795, 85872, 86114, 85184, 86270, 86700, 86831, 89076, 90094, 89912, 90109, 93285, 93268, 93234, 93098, 92846, 93078, 92527, 92575, 92705, 92335, 92180, 92156, 91912, 92916, 
19, 99974, 96228, 96907, 85032, 85416, 97953, 94324, 93245, 93327, 94116, 92246, 91122, 92731, 89697, 89248, 88927, 89257, 89640, 89370, 96671, 88999, 89074, 88909, 89021, 96522, 97320, 96645, 95628, 93994, 92734, 89578, 88805, 95022, 93602, 89016, 88870, 88632, 88815, 88545, 88471, 88557, 88918, 110817, 113321, 112956, 112119, 111618, 96395, 92926, 96529, 100956, 96802, 97329, 97277, 97549, 96558, 96882, 97114, 102656, 111325, 110547, 111354, 110468, 110172, 111940, 104223, 96304, 95908, 96483, 90721, 89508, 89476, 89167, 89683, 89642, 107296, 112168, 112949, 112643, 112168, 112775, 113230, 113745, 114571, 114149, 113301, 113592, 113908, 113826, 113489, 113149, 113106, 113005, 113139, 111582, 111476, 112289, 111941, 110810, 110059, 
20, 96288, 98849, 97233, 97811, 97906, 96003, 96920, 95747, 95725, 95463, 95987, 95734, 95472, 95231, 95626, 95387, 93391, 92703, 94125, 93875, 96341, 96660, 96209, 95860, 96177, 96268, 95969, 94356, 94705, 96156, 94499, 96692, 96669, 97596, 97755, 97555, 97405, 97675, 97824, 97747, 97990, 86945, 81138, 81268, 81571, 81721, 81554, 81511, 89508, 95259, 90298, 95936, 98143, 98264, 98081, 98138, 98065, 97721, 97818, 97705, 89603, 81416, 81628, 81659, 92558, 98114, 97472, 97177, 97162, 97406, 97027, 96873, 97115, 97105, 94345, 90573, 95662, 94507, 94041, 93918, 93056, 93325, 92999, 93076, 93155, 93177, 92936, 92967, 93039, 93027, 92523, 92373, 92524, 92574, 92284, 92495, 92532, 92819, 92814, 92698, 
21, 100241, 96988, 82538, 82377, 82566, 82404, 94332, 94617, 97653, 98527, 97308, 98984, 98770, 98093, 97679, 96747, 96742, 94733, 93421, 93212, 93209, 93583, 93502, 93934, 77773, 75303, 75680, 75670, 87765, 94258, 93942, 93854, 93897, 94167, 93385, 93636, 93315, 93755, 93172, 93052, 88131, 116167, 115831, 109472, 96515, 96730, 96875, 96992, 97296, 97321, 96984, 96945, 97012, 96728, 96237, 96373, 96700, 96519, 95840, 93540, 93048, 92873, 89388, 86703, 92122, 93776, 94017, 93422, 93284, 93389, 93543, 93679, 94329, 94190, 93868, 94910, 94918, 94537, 93650, 93854, 94259, 94174, 93687, 93786, 94011, 94000, 93798, 93571, 93526, 94025, 93465, 93416, 93773, 92728, 94983, 95171, 94213, 94484, 94344, 94852, 
22, 101949, 93031, 89441, 94701, 95207, 94873, 88149, 93990, 93902, 93623, 93305, 93680, 95562, 92560, 95167, 95195, 95421, 95434, 95056, 95117, 95382, 95376, 94865, 95016, 95093, 95403, 95425, 95201, 95461, 95599, 95376, 87013, 83513, 83373, 83116, 87806, 94181, 92427, 81510, 81216, 81604, 90149, 93281, 93184, 93767, 94051, 93299, 93031, 93378, 93737, 93464, 93878, 89629, 94938, 95040, 94780, 94358, 93835, 93737, 93153, 93410, 93414, 93165, 93618, 81879, 82833, 82831, 82925, 83185, 82985, 82615, 82729, 82742, 83268, 83562, 90584, 94108, 90703, 93916, 93928, 93857, 93817, 94314, 94475, 94245, 94611, 94425, 94087, 94427, 89683, 94311, 94233, 94455, 94935, 85599, 83331, 83333, 83286, 82924, 82997, 
23, 104695, 98533, 97845, 98672, 97293, 96968, 101154, 97744, 95226, 104231, 115612, 96096, 102246, 100146, 100890, 101453, 98238, 93927, 97627, 92869, 98974, 98143, 95834, 92437, 91663, 88976, 90772, 94214, 99191, 99292, 99547, 99195, 98966, 95983, 93184, 98719, 96985, 96477, 97256, 98434, 101236, 101148, 98787, 95367, 95227, 92383, 92098, 99854, 100841, 96450, 93076, 100212, 100177, 97703, 96419, 86008, 83648, 83872, 82837, 83241, 83475, 83784, 87650, 99383, 99460, 98555, 96170, 96273, 96072, 95586, 96278, 95238, 77060, 77681, 77787, 81515, 84246, 84161, 84668, 84482, 84419, 82543, 81554, 83961, 83899, 83673, 81132, 83351, 83319, 80155, 79448, 79370, 83341, 83687, 83747, 83655, 83295, 82903, 82904, 82946, 
24, 105775, 103808, 87114, 86253, 85783, 100339, 104781, 98369, 104762, 106095, 105162, 104256, 103764, 102915, 103703, 103125, 104710, 105464, 102950, 97662, 105175, 102462, 102801, 102014, 89176, 96012, 102722, 98272, 104702, 104333, 98125, 101513, 104978, 105146, 103842, 104719, 95870, 79496, 79292, 100219, 105148, 105634, 105223, 105342, 106538, 106953, 106960, 106817, 105722, 105429, 105928, 105837, 104301, 102124, 94351, 102771, 103585, 103800, 103654, 103222, 103696, 103928, 103622, 103608, 103813, 104516, 104343, 80614, 76065, 78313, 78996, 79649, 79053, 78837, 78523, 78837, 78944, 78643, 78803, 79036, 79668, 79529, 79192, 78735, 79050, 101520, 125302, 125237, 125240, 125336, 107019, 104066, 104275, 98411, 97859, 97888, 98263, 98576, 90517, 84404, 
25, 109005, 102009, 99673, 99530, 98837, 101076, 96851, 98234, 96673, 99448, 101186, 101821, 102956, 102717, 101859, 101195, 100613, 98888, 97298, 97046, 96979, 114283, 97152, 100404, 98431, 86532, 86169, 86141, 86500, 95468, 86714, 84930, 86075, 100102, 100218, 100196, 100778, 98625, 96837, 96716, 96902, 96878, 100297, 100185, 100487, 96509, 96152, 95857, 96421, 96676, 96347, 95914, 95975, 95898, 95630, 95020, 95032, 98145, 100120, 98901, 95928, 93268, 101033, 100993, 97976, 96903, 112216, 111807, 100629, 99832, 100590, 101958, 101624, 97810, 97507, 97776, 98017, 97883, 97732, 97388, 97546, 97856, 97594, 97579, 97804, 97036, 96690, 96690, 96953, 96980, 96440, 96427, 96598, 96625, 96154, 96089, 100861, 116717, 118099, 110880, 
26, 98125, 93952, 94256, 95344, 93053, 94275, 94885, 93875, 85615, 91090, 90962, 91216, 100512, 99238, 110650, 95448, 98444, 96638, 97894, 99647, 99612, 98529, 98317, 99478, 95330, 96601, 99422, 99314, 99168, 100196, 100802, 99889, 96896, 99553, 101014, 100843, 98486, 98012, 97695, 98385, 96313, 96441, 96875, 97932, 96532, 96934, 97137, 97003, 96829, 96249, 96085, 95865, 101185, 101268, 100793, 100609, 102347, 103250, 103032, 102629, 103159, 103722, 102429, 102822, 102764, 102097, 101976, 100523, 101227, 102748, 102500, 101254, 100019, 74586, 75887, 74256, 74372, 86426, 85942, 86155, 85851, 85720, 85644, 85157, 85130, 85412, 85439, 85283, 84890, 84682, 85187, 85602, 85733, 85950, 85962, 85827, 85793, 85983, 85752, 85798, 
27, 110498, 103286, 104480, 104087, 101660, 104877, 104782, 103799, 103658, 103494, 104854, 105080, 104854, 105260, 105339, 104820, 109100, 109180, 109432, 109726, 101605, 101269, 102064, 102150, 102584, 103188, 103779, 107510, 107220, 103504, 90035, 91472, 91805, 100156, 109797, 109808, 110005, 109961, 109655, 109593, 109640, 108459, 108321, 108349, 108436, 108672, 106625, 107819, 107719, 108231, 107978, 107597, 107915, 108111, 99429, 90496, 90528, 100937, 103194, 101724, 101959, 102087, 101847, 106380, 105693, 104863, 104735, 104852, 105702, 106837, 106165, 103738, 102008, 106308, 105934, 105483, 115494, 110516, 106380, 101243, 90648, 91534, 91889, 91661, 91167, 91592, 91534, 91357, 98451, 104802, 105203, 108465, 108511, 108568, 108269, 108559, 109333, 108611, 103904, 103836, 
28, 104432, 101897, 100537, 100910, 101468, 101668, 101616, 101426, 101396, 100982, 100841, 99985, 98927, 98591, 99327, 99891, 99972, 99946, 101828, 101293, 102759, 102240, 101142, 98809, 101475, 102255, 101643, 101670, 101021, 100858, 100748, 100339, 100265, 100712, 99299, 99175, 99917, 100134, 99806, 99789, 100338, 100730, 102695, 102547, 100618, 101275, 101232, 101116, 101261, 100948, 100569, 101104, 99892, 99927, 100352, 101159, 101461, 101368, 102275, 102623, 102408, 102315, 101852, 101487, 101346, 101498, 102209, 102080, 102274, 102215, 101849, 100850, 101358, 91641, 88228, 88153, 88088, 87809, 90389, 97867, 88621, 99907, 95315, 97809, 98141, 98701, 101410, 100363, 101799, 101747, 100555, 98721, 101214, 107076, 102018, 101986, 102562, 102318, 101435, 101437, 
29, 133076, 121117, 107466, 106621, 107060, 113625, 106826, 123701, 123500, 123265, 126110, 126377, 127510, 113635, 109015, 109392, 109577, 109688, 108117, 109847, 109942, 107999, 106158, 103135, 103880, 103728, 103419, 108012, 108806, 108819, 108678, 106428, 102533, 103050, 103237, 100815, 93489, 93736, 93484, 93154, 93465, 101048, 107765, 107779, 106293, 107575, 107330, 107132, 107962, 108096, 108360, 107949, 105797, 108490, 108071, 108214, 109758, 109479, 108095, 92828, 93236, 93845, 93153, 100408, 109186, 109438, 108765, 108938, 109473, 85301, 79880, 76894, 76173, 76355, 83322, 127325, 128021, 128089, 126740, 116962, 107700, 107556, 107173, 107250, 86320, 76540, 76367, 99888, 110540, 110721, 109538, 109215, 108642, 108216, 106213, 106558, 106798, 107295, 107385, 107807, 
30, 111632, 95415, 92864, 92076, 92167, 89189, 102482, 104779, 104449, 104290, 105511, 93064, 99025, 105020, 105776, 105983, 106496, 105657, 103240, 104380, 104428, 104796, 100730, 105107, 104833, 104810, 106151, 106643, 97696, 92883, 99348, 109789, 105782, 106063, 105620, 120475, 121150, 103226, 93433, 93449, 93518, 92920, 92918, 92771, 93066, 101123, 104834, 100822, 101753, 102587, 103116, 102647, 92300, 92927, 91909, 92262, 92040, 91988, 91147, 90325, 90376, 90773, 90238, 90722, 90445, 90009, 89401, 105865, 89552, 89574, 88998, 89572, 90072, 90411, 90088, 89259, 89707, 92571, 91267, 92041, 91584, 91766, 91613, 90625, 90039, 90020, 90079, 90053, 89933, 88677, 88310, 88110, 88575, 90463, 105846, 105423, 105051, 104993, 117620, 123501, 
31, 93277, 88964, 88892, 87246, 85909, 85525, 86668, 87820, 87778, 87413, 90391, 89389, 88572, 88016, 87567, 88273, 87092, 88512, 88664, 88229, 92078, 91362, 89511, 89013, 88613, 88394, 86172, 84669, 86681, 88301, 86247, 86829, 88018, 86797, 84894, 84799, 85058, 84795, 89432, 92682, 92171, 91839, 91770, 89600, 89101, 87440, 86720, 85292, 83100, 83541, 82953, 83283, 76062, 77759, 82077, 85464, 84795, 84174, 96665, 91275, 91099, 91056, 90817, 90794, 91766, 91424, 91179, 91087, 91193, 91007, 90958, 91564, 91128, 90774, 90600, 90861, 90220, 87702, 86509, 86463, 86729, 86331, 85709, 85725, 85795, 85771, 85260, 85404, 85559, 85977, 85861, 85767, 86001, 86000, 85889, 85789, 85839, 86772, 86058, 85032, 
32, 108583, 106634, 104585, 104816, 105734, 105508, 100201, 101625, 103658, 103802, 103409, 103952, 105045, 104782, 104574, 104084, 104896, 105368, 104519, 102523, 103543, 101863, 99712, 101585, 90243, 89826, 89166, 88029, 88083, 89945, 104880, 108320, 108456, 108421, 108136, 108688, 109101, 108888, 109401, 96607, 89649, 97907, 107847, 107317, 107773, 107856, 107169, 106938, 107465, 107480, 107315, 106888, 106829, 87422, 92103, 106498, 106322, 105395, 104299, 104509, 104267, 104278, 104089, 101867, 102368, 102407, 102500, 104021, 104230, 103982, 104286, 105629, 105902, 106048, 105193, 104660, 104765, 103957, 103637, 104066, 101974, 102110, 103614, 105184, 105507, 87209, 93305, 108003, 108021, 107539, 107319, 107310, 106847, 104636, 103597, 103142, 103530, 103357, 103428, 103149, 
33, 120742, 108205, 82493, 83931, 84329, 84657, 84323, 102798, 109444, 108989, 108161, 109081, 108756, 108555, 108987, 108798, 109174, 109420, 109471, 110680, 108887, 103132, 102630, 103158, 103480, 103891, 103268, 103411, 109104, 110384, 110177, 109238, 109423, 108328, 107465, 108381, 109053, 109196, 109100, 109453, 109629, 109095, 108511, 108740, 108960, 108708, 108713, 108610, 106489, 103206, 103028, 106809, 110421, 109621, 87429, 91436, 109606, 109403, 108070, 108000, 109888, 109831, 109145, 93095, 90810, 90405, 90035, 88867, 88748, 89066, 89422, 89378, 89500, 90100, 89867, 89884, 89937, 89665, 89347, 89652, 89836, 89800, 89044, 89448, 89517, 89293, 89437, 89620, 89877, 89632, 88969, 88979, 89629, 89437, 89466, 88849, 88380, 88066, 87950, 87910, 
