num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 6429, 6627, 6345, 6042, 6131, 6180, 6262, 6121, 5994, 6022, 
2, 12487, 12039, 12116, 12060, 12038, 12220, 12318, 11927, 11982, 12014, 
3, 17627, 18432, 18476, 18276, 18380, 18298, 18321, 18134, 18241, 18191, 
4, 20094, 16294, 15137, 14852, 14445, 14774, 14491, 14733, 14778, 14410, 
5, 19789, 13994, 14240, 13993, 14091, 13969, 14299, 14290, 14128, 13794, 
6, 17590, 14442, 14600, 15207, 15541, 15706, 15950, 15013, 15441, 14929, 
7, 17114, 15629, 15295, 14948, 15625, 15947, 15318, 16138, 15655, 15577, 
8, 19027, 17050, 16844, 17097, 16774, 17119, 17390, 16504, 17000, 16288, 
9, 16301, 19336, 18568, 18490, 18071, 17563, 17566, 17849, 17746, 17492, 
10, 19030, 17281, 15494, 15311, 14936, 17614, 17351, 14636, 15940, 15840, 
11, 23640, 20299, 19792, 18471, 19274, 19096, 17747, 17487, 14838, 16241, 
12, 24750, 24869, 24426, 24753, 23521, 24030, 24889, 24527, 24270, 24218, 
13, 22562, 27029, 27854, 28519, 28414, 28041, 26709, 27937, 28104, 28639, 
14, 27224, 31273, 31949, 30918, 31200, 31401, 32777, 32517, 31441, 32013, 
15, 30243, 32730, 32395, 32823, 33004, 32845, 32712, 32237, 31782, 32840, 
16, 34708, 38843, 37027, 34021, 33740, 34760, 34421, 38736, 37047, 36349, 
17, 37033, 39258, 38982, 39101, 40122, 38293, 38595, 38915, 37715, 38060, 
18, 37861, 38796, 39604, 39729, 38907, 39819, 39113, 38787, 38614, 38832, 
19, 40614, 43886, 41506, 41700, 40603, 39551, 41649, 41369, 41324, 41567, 
20, 43538, 43813, 43320, 43419, 42583, 42814, 42580, 43592, 42542, 42472, 
21, 43667, 47287, 46985, 47003, 45106, 45698, 46019, 47261, 47245, 45691, 
22, 47544, 50092, 50248, 48668, 49760, 50689, 49059, 49481, 50064, 48943, 
23, 44079, 51457, 49074, 49235, 48745, 48444, 48382, 47901, 47855, 48722, 
24, 49281, 53767, 53391, 53002, 52639, 52860, 53453, 51803, 52376, 51551, 
25, 47130, 51626, 51761, 49372, 50876, 50212, 50324, 51136, 49843, 45648, 
26, 50586, 56444, 56663, 56036, 55816, 56357, 51703, 49867, 56791, 56999, 
27, 55898, 59265, 59821, 59022, 57860, 58095, 58919, 58867, 57670, 58847, 
28, 56857, 59556, 61044, 61748, 61453, 61749, 61057, 60893, 59591, 60459, 
29, 56009, 61555, 62218, 60710, 60814, 61681, 61160, 61685, 62143, 60664, 
30, 52084, 60707, 61063, 60176, 60192, 60256, 59155, 59828, 59575, 59249, 
31, 54821, 64795, 64768, 64110, 65448, 64299, 64181, 63775, 63678, 64834, 
32, 59573, 65967, 69294, 69979, 67186, 68478, 66346, 67057, 67798, 67574, 
33, 60940, 68432, 69212, 66463, 68485, 69863, 69649, 69038, 68876, 62545, 
34, 62684, 68878, 69613, 70734, 69561, 70269, 70365, 63527, 67548, 68822, 
35, 55297, 67173, 67591, 67840, 68921, 69323, 67739, 67143, 67268, 67411, 
36, 63811, 71782, 71373, 72223, 71214, 72045, 71066, 72605, 70615, 71595, 
37, 62029, 70975, 75026, 75237, 76245, 71868, 75390, 75059, 73619, 74512, 
38, 61356, 72608, 75685, 75037, 74007, 74797, 74273, 73708, 74829, 75436, 
39, 68080, 74458, 77616, 77365, 76641, 77522, 78235, 74576, 74948, 73815, 
40, 65033, 74057, 75959, 73741, 74169, 74866, 73235, 76169, 75385, 73492, 
41, 72352, 78342, 76170, 76822, 77144, 76305, 72817, 69312, 75090, 75655, 
42, 69156, 79248, 82012, 79452, 79599, 80226, 80223, 80920, 79471, 78447, 
43, 61446, 72687, 73461, 72221, 68824, 72548, 74031, 73689, 71272, 71855, 
44, 67269, 72507, 72273, 72927, 73672, 73923, 72543, 74157, 72938, 67987, 
45, 69486, 76435, 81280, 83402, 83587, 81233, 85669, 84395, 81179, 80014, 
46, 68977, 69884, 70306, 69177, 73052, 74731, 80790, 81861, 81075, 83645, 
47, 66384, 72632, 72054, 75605, 77432, 78018, 79701, 72695, 79930, 76181, 
48, 66501, 70951, 60577, 72793, 73867, 69688, 69227, 69044, 67079, 68980, 
49, 71912, 70590, 83030, 55668, 64793, 73703, 66943, 66197, 64747, 77713, 
50, 69124, 84539, 87079, 81087, 86106, 90133, 81778, 79876, 64145, 71321, 
51, 76316, 75836, 73530, 73173, 72220, 68191, 69819, 71763, 71261, 75235, 
52, 71789, 73162, 72358, 70251, 64749, 68921, 72147, 73735, 75411, 72531, 
53, 68013, 74868, 70820, 70898, 74289, 73658, 70489, 75686, 73679, 75083, 
54, 64942, 77407, 64084, 70577, 75379, 69336, 67311, 71989, 76455, 69479, 
55, 66179, 67663, 71446, 76996, 72584, 74108, 73443, 69642, 69059, 66640, 
56, 64084, 68681, 59274, 71697, 73461, 77212, 73397, 71986, 70150, 70403, 
57, 64714, 67049, 68668, 68677, 71652, 67840, 74899, 75541, 71324, 73537, 
58, 65677, 70903, 71934, 69747, 66928, 68615, 67934, 72825, 70934, 70395, 
59, 60876, 62463, 67042, 71373, 69224, 67957, 70157, 69247, 71698, 72361, 
60, 61186, 65314, 73754, 72726, 67051, 70594, 71409, 70909, 66156, 69254, 
61, 62096, 65860, 66699, 70274, 72122, 72795, 56949, 66283, 71997, 69772, 
62, 62134, 67121, 67895, 61865, 61136, 66099, 66994, 62773, 63124, 62691, 
63, 60555, 73349, 56502, 67959, 68845, 69273, 68837, 67556, 65629, 66312, 
64, 64594, 64368, 64401, 69714, 70231, 69328, 68904, 71807, 70993, 71010, 
