num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 88748, 93518, 87438, 82430, 84636, 84364, 79465, 88334, 86706, 87323, 
2, 102236, 88223, 89741, 92809, 103279, 100909, 94350, 96725, 93248, 93110, 
3, 92776, 79888, 86330, 86072, 84953, 84501, 85794, 86155, 85862, 85788, 
4, 105738, 96437, 94550, 95925, 96650, 96850, 92725, 96050, 96850, 95075, 
5, 88935, 88365, 93675, 93975, 92259, 93504, 93525, 92837, 90375, 88400, 
6, 102885, 100323, 100865, 100002, 99678, 95882, 99125, 98915, 98351, 97805, 
7, 95975, 97100, 86100, 81150, 86001, 86524, 87523, 86670, 91457, 93852, 
8, 105342, 105105, 98895, 94234, 98991, 98725, 98748, 100194, 100283, 100100, 
9, 96283, 81806, 82725, 86450, 87775, 87575, 87598, 86684, 82368, 84300, 
10, 93329, 92050, 91300, 90800, 90350, 88440, 88160, 89850, 94225, 83675, 
11, 87168, 84343, 80635, 77675, 75874, 76051, 78314, 85611, 79334, 81107, 
12, 86272, 77556, 77350, 78527, 89048, 90225, 81525, 85475, 78191, 83309, 
13, 96500, 87875, 88600, 91500, 97953, 91197, 85500, 83700, 86675, 81450, 
14, 98375, 79388, 80431, 80406, 82488, 86745, 80492, 80961, 83914, 83775, 
15, 94460, 80226, 93200, 94552, 87723, 82583, 81684, 87733, 79601, 87024, 
16, 99125, 87025, 83462, 88713, 79257, 80107, 92487, 93399, 86195, 80530, 
17, 91400, 76325, 79225, 83475, 78908, 81748, 75680, 77266, 81798, 74500, 
18, 101400, 83750, 82926, 77749, 78350, 85513, 89837, 87105, 85695, 89250, 
19, 97246, 88485, 90765, 79971, 85454, 82863, 85433, 79654, 79800, 84962, 
20, 91775, 85500, 88200, 79716, 79809, 81975, 93642, 88058, 96400, 85819, 
21, 96769, 85356, 82900, 85050, 81975, 84383, 85217, 87125, 89550, 84257, 
22, 98875, 78599, 76351, 81950, 80425, 75431, 79519, 77550, 79169, 76990,
23, 81125, 79881, 82319, 75392, 74483, 79675, 80825, 74084, 80168, 80573, 
24, 98190, 98150, 95014, 103096, 98667, 103623, 102899, 98703, 98198, 98577, 
25, 93667, 86433, 88675, 86986, 87014, 86366, 86184, 87848, 86052, 84687, 
26, 86975, 88025, 80035, 81240, 92894, 91457, 79623, 90434, 85561, 92496,
27, 87970, 88405, 87015, 76694, 76813, 83628, 81431, 85785, 82034, 91550, 
28, 101325, 89775, 84300, 100700, 106575, 103402, 104087, 97686, 91860, 94790, 
29, 81750, 77325, 80681, 81334, 79435, 81721, 78702, 78702, 80325, 84684,
30, 83300, 90600, 101125, 91900, 91971, 90705, 85557, 92864, 85358, 87529, 
31, 88550, 85100, 91775, 97894, 88931, 91925, 86521, 89879, 89561, 86826, 
32, 84310, 77165, 81225, 84075, 94235, 90890, 97344, 92281, 95750, 90073, 
