num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, value11, value12, value13, value14, value15, value16, value17, value18, value19, value20, value21, value22, value23, value24, value25, value26, value27, value28, value29, value30, value31, value32, value33, value34, value35, value36, value37, value38, value39, value40, value41, value42, value43, value44, value45, value46, value47, value48, value49, value50, value51, value52, value53, value54, value55, value56, value57, value58, value59, value60, 
11, 19683444, 19453150, 19112516, 19490756, 19449919, 19819855, 19632549, 19618616, 19342199, 19569427, 19448071, 19727006, 19498440, 19767975, 19775610, 19228873, 19282824, 19418468, 19275961, 19276958, 18966874, 19128699, 19201971, 19213818, 19233515, 18622137, 18694463, 18750693, 19108480, 18904657, 18845368, 19021674, 19058951, 19209052, 18623272, 19034677, 19521595, 19357479, 19576204, 19349195, 19078930, 18792541, 19298125, 19219691, 19691998, 19835906, 19735372, 19242094, 19131965, 19756935, 19685560, 19585520, 19721890, 19605809, 19147867, 19610779, 19363232, 18860121, 19301695, 19305458, 
12, 17752669, 18701736, 19794871, 19782740, 20012612, 20293739, 20046164, 20018108, 19912332, 19984524, 19953269, 19694971, 19433437, 19670662, 19788579, 19785114, 19506146, 19717295, 19563743, 19940010, 19746167, 19611462, 19510212, 19643961, 19709749, 19706354, 19749248, 19647086, 19648088, 19782503, 19619078, 20052991, 20032716, 20011989, 19773455, 20050289, 19626913, 19998648, 19869099, 20009649, 19889695, 20096344, 19876222, 20346877, 20111673, 20075401, 19764433, 20000684, 20306865, 19828373, 20300063, 19713565, 20207168, 20419788, 19609797, 19697971, 19347856, 19941447, 20157559, 19573550, 
13, 17657731, 18863126, 19387984, 19769767, 19397219, 19794256, 20119451, 19366971, 19735314, 19652520, 19576378, 19451737, 19628327, 19966663, 19932344, 19982555, 19995667, 19445481, 19599801, 19165935, 19485330, 19805266, 19417504, 19472314, 19559578, 19261692, 19551142, 19679833, 19795413, 19988521, 19851501, 20100963, 19500517, 19921028, 19766710, 19702037, 20003324, 19697487, 19931217, 19676434, 19553143, 19809866, 19507429, 19578737, 19733951, 19507017, 19226229, 19980706, 19669101, 19859077, 19634577, 19770214, 19826524, 19650310, 19840393, 19688552, 19662101, 19892811, 19315578, 19918406, 
14, 19111921, 19557791, 20424303, 19877948, 20995974, 20568015, 20328570, 20477738, 20181103, 20142252, 20885263, 20674400, 20546277, 20462207, 20073822, 20234221, 20462068, 20097884, 20387592, 20421840, 20313505, 20119027, 20255223, 20106972, 20106379, 20145166, 20086306, 20359683, 20365440, 20432046, 20413286, 20062757, 20541991, 20672414, 20331413, 20145633, 20428741, 20538742, 20340951, 20238758, 20215931, 20295803, 20313101, 20506961, 20461752, 20744483, 20669962, 20112072, 20347315, 20820490, 20007247, 20453324, 20516793, 20349354, 20301015, 20695792, 20582552, 20240448, 20606462, 20598728, 
15, 19264214, 19397164, 19986886, 20385147, 20116744, 20302635, 20485832, 20139940, 20071971, 19512429, 19430576, 19574118, 19736341, 18960663, 19685440, 18713262, 19348291, 19384476, 18734101, 19622220, 19035711, 19339890, 19143971, 19086603, 19351678, 19582927, 20303306, 20015719, 19909647, 19847424, 19953849, 19982299, 19956959, 19850439, 19712018, 19902740, 19843414, 19820166, 20003956, 19995596, 20128775, 20694557, 20358949, 20185797, 20102107, 20084333, 20232574, 20159674, 20059528, 20183463, 19903117, 20153112, 20024486, 20018474, 20047473, 20105046, 20011036, 20260469, 20528309, 20198659, 
16, 19868079, 20368455, 20654656, 20682852, 21313936, 20572370, 21006547, 20320471, 20879193, 20544579, 20541005, 20869436, 20304269, 20182423, 20736850, 20350287, 20358782, 20598512, 20438507, 20504729, 20218632, 20267247, 20423190, 20365092, 20127762, 20580262, 20065798, 19817856, 20757928, 20530107, 21044604, 20160079, 20853921, 20279736, 20799541, 20348806, 20646034, 20665770, 20142268, 21094521, 20833095, 20452017, 20947195, 20203341, 20760284, 20588621, 20469811, 20844553, 20655301, 20673119, 20503995, 20724520, 20193530, 21222120, 19742790, 20019913, 20767550, 19864134, 21042685, 20214295, 
17, 18466362, 19703605, 20055000, 19873471, 20629005, 20235074, 20093783, 20870014, 19836056, 20435081, 20702336, 19985148, 19994093, 20809501, 20199706, 20146639, 20248477, 20192703, 20520460, 20203036, 20308180, 19989213, 20399395, 20738542, 20049604, 19945856, 20430260, 20156679, 20275430, 20555966, 20575718, 20841571, 20320115, 20468039, 20428099, 20558450, 20579627, 20366066, 20675972, 20782680, 20415889, 20711157, 20194103, 20431031, 20327159, 20793214, 20646049, 20345766, 20129446, 20418056, 20248280, 20789871, 20014034, 20471673, 20441658, 20707451, 20456832, 20519881, 20700545, 20459902, 
18, 19116157, 20426304, 19485276, 19198937, 19776675, 19855179, 19572405, 19914633, 20192886, 20455036, 19808464, 20175629, 20145833, 20207794, 19925305, 19621105, 19606757, 19674797, 20099926, 19836558, 20219384, 19954542, 20105510, 20120191, 20048950, 19764531, 20183904, 19958175, 19870142, 20199756, 20154252, 20146869, 20025963, 19921958, 20164613, 20133950, 20030122, 19972083, 19800952, 20002499, 20180108, 20270927, 20196106, 20261666, 20348060, 20195136, 20036521, 19689964, 19760081, 20037894, 19959364, 20318086, 19927799, 20348905, 20080979, 19981121, 19940638, 20039835, 20367343, 20082594, 
19, 18543882, 19910857, 19991317, 20486426, 20687685, 20794683, 20414809, 20954146, 21317630, 20486236, 20922025, 20540685, 20807825, 21226633, 20505267, 20800858, 21166808, 20237707, 21214885, 20877462, 20222452, 21219338, 20934602, 20546402, 21008921, 21063479, 21027725, 20211560, 21492406, 20903417, 20795595, 21126771, 21225450, 21006183, 20595620, 21171280, 20549618, 21172786, 20629924, 20587106, 21080857, 20589114, 20742239, 20652476, 20500367, 21155355, 20796451, 20659182, 21173446, 20764627, 20526136, 20541734, 20675297, 21111642, 20772942, 20906182, 20721455, 20597339, 20633978, 20664729, 
20, 17513295, 19842567, 19260884, 19570433, 19580452, 20236651, 18922008, 19347758, 19308356, 19252876, 19173815, 18756987, 19488342, 19458787, 18683212, 19172064, 18632394, 19054002, 18768188, 18954729, 18786076, 19085648, 19538753, 19594144, 19708367, 19368557, 19543527, 19944603, 19494511, 19696182, 19682285, 20227920, 19430715, 19786675, 19844691, 19699266, 19964604, 20323837, 19818982, 19634104, 20092074, 19550272, 19977061, 19785872, 19897715, 19747952, 19762039, 20008094, 19694180, 19641580, 19275884, 20003401, 19361926, 20148384, 19916550, 20057329, 19696545, 20047020, 19989268, 19725397, 
21, 17879721, 19812322, 19211904, 19822003, 20520545, 20145282, 20345173, 20342163, 19775165, 20163349, 19986170, 20200613, 19811261, 20385833, 19565154, 20434551, 20340780, 20126225, 20643346, 20051849, 20539188, 20222942, 19935436, 20223518, 20179069, 20293789, 19589071, 20146252, 20028214, 19750502, 20274813, 19891196, 20072563, 20162289, 19917053, 20648846, 19943340, 20530824, 19957831, 20052152, 19842770, 20509701, 20002335, 20191388, 20124792, 20178323, 20625533, 20166109, 20384621, 20345261, 20275010, 20563272, 19629541, 20661687, 20144553, 20346637, 20356068, 20576892, 20022235, 20172907, 
22, 16453306, 18901935, 18303624, 18490799, 18928122, 19019421, 18989959, 18586521, 18884144, 19089394, 18865364, 18772594, 18729207, 19266610, 19151149, 19073039, 18698815, 18716100, 18536344, 18583806, 18255532, 18965250, 18604781, 18194069, 18605926, 19044223, 19122259, 19094602, 18845095, 18623302, 18940814, 18978447, 18971341, 19239086, 18672347, 19208870, 19014821, 19083744, 18679615, 19229631, 18761978, 19404594, 18761754, 18437088, 18973348, 18716736, 19326708, 19300401, 18975741, 18867793, 19436326, 19061041, 18371095, 18846443, 18812393, 18766333, 19306365, 19267288, 19628785, 19002983, 
23, 16560389, 18379947, 17845487, 19315020, 19644637, 19771545, 19279852, 19466872, 19144183, 20202622, 19502572, 19661843, 19818450, 19468841, 19768830, 20182083, 19578879, 19430224, 19690065, 19818734, 19137403, 19800367, 19795547, 20116709, 19660210, 19397010, 19574211, 19689119, 19045366, 19417527, 19545290, 19650617, 19652986, 19641651, 19630667, 19942151, 19092305, 19573255, 19746549, 19150614, 19035648, 19458621, 19195419, 19192018, 19696022, 19423299, 19449833, 19253170, 19636267, 19552938, 19561583, 19371191, 19492228, 19623920, 19601668, 19115852, 19488673, 19390497, 19335311, 19727910, 
24, 15924317, 19923636, 18771568, 18049902, 19508476, 19033417, 19665257, 19108126, 19673691, 19289994, 19399315, 19604636, 19470784, 18915847, 19016264, 19267408, 19489223, 19496533, 19638442, 19297436, 19012182, 18552106, 19081753, 19605097, 18671067, 19613826, 19716761, 20055101, 19743700, 19513952, 19720660, 19969948, 19352920, 19554529, 19876276, 19586197, 19213777, 20132632, 19623151, 19921249, 19742957, 20447900, 20158426, 19440930, 19880845, 19673699, 19174797, 19802020, 19608299, 20600580, 19902920, 19474527, 20014793, 19051432, 19721174, 19846087, 19667809, 20235781, 19765549, 19886540, 
25, 17533379, 19360326, 19463691, 19794431, 20214547, 20099930, 20263291, 20032466, 19956561, 19786294, 20190426, 20062818, 20100609, 20165344, 20142563, 19925704, 20308545, 20386031, 19756415, 19893587, 20419628, 20599760, 20327567, 19502582, 20082045, 20444749, 19634310, 20143828, 20514019, 19789929, 20171747, 20344751, 20464985, 19838961, 19914221, 20143444, 19519940, 20120190, 20150561, 19578243, 19854744, 19730438, 20036799, 20157582, 20282024, 20229524, 20240816, 20165136, 20044271, 20136359, 20182470, 20236723, 20258702, 19802778, 20542132, 20220250, 20089946, 19843949, 20220146, 20328452, 
26, 17526163, 20353157, 20430989, 20313588, 21502667, 20195341, 21470152, 20946874, 19888482, 20468281, 20586975, 20221978, 21136817, 20278237, 20704304, 21089241, 19930426, 20742282, 20427938, 20505566, 21157548, 19754841, 20830248, 19587726, 20551127, 20643305, 20522391, 20529702, 20869437, 20621764, 20770814, 20642287, 20734460, 20749258, 20545210, 20720303, 20636201, 20882997, 21466283, 21346214, 21080888, 21101318, 21237224, 20648349, 20761835, 20327313, 20554466, 20297850, 20392924, 20110413, 20323469, 19603694, 20007542, 19968912, 20852810, 20099064, 20464124, 21005430, 21001016, 21461204, 
27, 17228474, 19602068, 19476941, 20111577, 20753346, 20091078, 20356659, 20161459, 20313688, 20338060, 20010640, 19876250, 20604408, 20308160, 20283075, 20460270, 19863705, 20556760, 20749330, 20215095, 20772292, 20186641, 20347390, 21045711, 20283347, 20277462, 20881254, 20097347, 20944026, 20490680, 20163962, 20550340, 20579446, 20383952, 21213133, 20419474, 21283592, 20899718, 21033149, 20975238, 20904606, 20627042, 20807500, 20557458, 20700079, 20555104, 20931103, 20224191, 20022656, 20472427, 19929245, 20563797, 19992411, 19991593, 21011014, 20835422, 20748141, 20868755, 20468279, 20528027, 
28, 15771548, 18090390, 18805454, 19339266, 19555890, 19208675, 19703856, 19476009, 19249601, 19195690, 19563782, 19362957, 19413749, 19037049, 18791076, 19583617, 19674495, 19343013, 19407714, 19631139, 19672012, 19598318, 18905431, 20105189, 18959945, 19939055, 19086728, 19328443, 19218758, 19761755, 18743857, 19544373, 19265377, 19345278, 19205454, 19726458, 19582915, 19885268, 19664659, 19377405, 19314692, 18798422, 18913256, 18462660, 18690437, 19066377, 19311154, 19164475, 18322539, 18710090, 18469957, 19511128, 18972086, 19724684, 18988243, 19146627, 19946454, 19014099, 19170249, 19924960, 
29, 14538556, 18787007, 17935208, 18733081, 18912139, 19569441, 19359384, 19275912, 19562462, 19361201, 19125057, 19441590, 19556478, 19189288, 19676961, 19622768, 19485858, 19528542, 19419002, 19515464, 19605157, 19704943, 19100808, 19417398, 19116455, 19374727, 19282972, 19012561, 19153991, 19542634, 19228505, 19068589, 19168484, 19729445, 19396045, 19343117, 19444284, 19274923, 19735351, 19369283, 19545600, 19720673, 19508689, 19923104, 19652224, 19426225, 19786543, 19254947, 20006907, 19394707, 19871774, 19106497, 20230757, 19011733, 19408367, 19792074, 20020748, 19148101, 19762721, 20752319, 
30, 12773766, 18538476, 18115908, 18679719, 19047035, 19659682, 19765960, 18915531, 19381077, 19101896, 19891266, 19322141, 19547533, 20039115, 19150391, 19435335, 20163973, 19054358, 19674876, 19789949, 19576701, 19775712, 19405300, 18965889, 19813812, 19509527, 19692784, 19328052, 19975689, 19273890, 19996056, 19093293, 19418500, 19020147, 19350177, 19225049, 19234981, 19056469, 19561590, 19378022, 19112224, 19756216, 19406856, 19929966, 19224284, 19216276, 19690358, 19742382, 19276554, 20393275, 19660266, 19115576, 20292323, 19865449, 19037790, 19815304, 19851982, 19727720, 19108759, 20741134, 
31, 14056571, 19156009, 18928457, 18951688, 19711950, 19216302, 20254307, 19617025, 19404880, 20176135, 20035540, 19619555, 19262477, 19252084, 19609565, 19939434, 20342449, 19718999, 19250986, 20257763, 20175326, 19529902, 19457442, 19605997, 20194784, 20105536, 19721289, 19477778, 19443486, 19569948, 19890421, 19621021, 20156613, 19387648, 19506223, 19686110, 19974576, 20069614, 19609545, 19483082, 19508436, 20026645, 19992772, 19627443, 19261742, 19948907, 19603628, 19974867, 19624407, 19636870, 19536313, 19899039, 20071044, 19708206, 19641963, 19576966, 19532258, 20052183, 19605006, 19613782, 
32, 12930585, 19077634, 18072947, 17942119, 18239769, 18490465, 18879194, 18988491, 18836935, 18777120, 19132483, 18495175, 18623878, 18434327, 18971855, 18746264, 18722990, 18506638, 18915301, 18906796, 18848292, 19289304, 19144161, 18907851, 19278396, 19255947, 18843392, 19440191, 19501595, 18848273, 19047291, 18580479, 18288757, 18424607, 17745468, 18062809, 18011956, 18194841, 17643041, 17783333, 18729237, 18678196, 18883424, 19338408, 19015099, 18838261, 19330824, 19437919, 18696876, 19026242, 18961473, 19313080, 18784539, 19441365, 19028916, 19239013, 18863764, 19358962, 18943792, 19102639, 
33, 15188163, 18462552, 18453311, 18677386, 18386273, 19255369, 18675483, 19465810, 19126461, 19507946, 18991001, 19559637, 19535297, 18983237, 19693781, 18722429, 19670581, 19263533, 19177630, 19503737, 18866955, 19812039, 19168301, 19299384, 19423911, 18825194, 19512009, 19007046, 19581480, 18998363, 19507303, 18923596, 19678170, 19232615, 19740900, 19561756, 18953748, 19736183, 18538363, 19944718, 19040972, 19457943, 19055093, 19504873, 19377301, 19226189, 19847128, 19271118, 19166902, 19594332, 18812135, 19736534, 19048168, 19976571, 19030210, 19203188, 19339301, 19027864, 19690679, 18767788, 
34, 13904393, 19077522, 18253124, 18444687, 18745310, 18338300, 18919451, 18830203, 18640139, 18675958, 19100963, 18908127, 19009009, 18663187, 18828281, 18727997, 18778924, 18595565, 18605978, 19252175, 19343773, 18618224, 18996375, 19193336, 18814131, 18931072, 18731429, 18773788, 19088968, 18657121, 18763351, 19080016, 19472873, 18287311, 18802890, 19341446, 18756441, 19047302, 18957001, 19435466, 19122624, 18763257, 19420543, 19258254, 19110282, 19240341, 18604690, 19443034, 19344727, 19199175, 19019379, 19228516, 18816027, 19411844, 19163876, 19374738, 19506859, 18790761, 19093071, 19380755, 
35, 10554114, 17341743, 17463329, 17536797, 18052311, 18474651, 18559198, 18137442, 18598832, 17811581, 18831105, 18419533, 18471060, 19033357, 18212547, 19024896, 18420824, 18979210, 19612679, 19252362, 18882410, 18921393, 18980999, 18644399, 18884532, 18456402, 18594919, 19226166, 18839204, 18435049, 19064541, 18962282, 18425057, 19099391, 17582043, 18279681, 18711291, 18323651, 18329115, 18657632, 18999734, 18511912, 18514101, 18807092, 19026330, 18397545, 18442500, 18259328, 18369170, 18614571, 18780627, 18436547, 18607631, 18637058, 18894969, 18432506, 18414503, 18682431, 18326738, 18680270, 
36, 12956433, 19618736, 19051790, 19172133, 19247858, 20182391, 19795138, 20098294, 20376492, 20115782, 20233800, 20265338, 20091554, 20425525, 20040736, 20140975, 19364486, 20069335, 19697621, 19591652, 20235405, 20093130, 19908448, 19526248, 20556100, 20235172, 19616153, 20132808, 19432215, 20048349, 19991622, 20043596, 19363300, 19841644, 20204204, 19784422, 19925336, 20340497, 19868629, 20453363, 20205209, 20097879, 20022740, 19730520, 20370417, 19418499, 20526571, 19807849, 19621734, 19986125, 19927382, 19406351, 19789017, 20638854, 20123455, 19987472, 19721793, 20311028, 19401017, 19516162, 
37, 9372503, 18401693, 18453746, 19568192, 19279260, 18834425, 19324279, 18771269, 20150149, 18288509, 18799595, 19171955, 19161243, 19157793, 19285492, 19182965, 18881131, 19230041, 18914006, 19170120, 19434194, 18859573, 19065703, 19236473, 18798708, 19229568, 19553422, 19102452, 18552823, 19700579, 18942521, 19734313, 19165454, 18925378, 19116465, 19865918, 19650554, 18615275, 19559921, 19718054, 19333247, 19209327, 19317965, 19248268, 19487634, 19204035, 19604379, 19216842, 19560898, 19500412, 19288096, 19177751, 19499914, 19101624, 19319062, 19393563, 19466667, 19698709, 19369986, 19222256, 
38, 9545534, 17298074, 17748251, 17486066, 18227679, 17573406, 18578746, 17656795, 18662006, 17610882, 18932391, 18224890, 18781296, 18705082, 18072214, 18133187, 18672764, 19338120, 18517103, 18660915, 18614860, 18877913, 18021150, 18423854, 18543677, 18127682, 18624934, 18305112, 17749513, 18097752, 18774937, 17797806, 18205001, 18441194, 18424990, 18673086, 18517647, 18772986, 19249311, 17970634, 19056826, 18689719, 18904547, 18732130, 18777251, 18878329, 18784376, 19080751, 18913438, 19212712, 18530717, 18685460, 18889428, 18867832, 19069815, 18891788, 18103372, 18783092, 18915801, 18719925, 
