num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 113653, 118540, 120721, 121079, 118571, 115285, 114374, 113931, 115341, 107440, 
2, 103325, 108312, 116113, 108590, 113260, 114325, 108016, 103909, 112639, 110520, 
3, 129146, 127329, 127900, 127734, 128116, 128675, 128450, 128325, 128250, 129343, 
4, 131705, 110551, 121881, 127675, 123075, 131150, 133420, 132180, 129900, 130750, 
5, 109050, 109554, 108321, 108450, 107396, 108239, 107169, 106943, 106972, 109456, 
6, 131133, 129367, 127940, 130785, 131400, 128675, 129416, 127765, 125453, 123116, 
7, 118651, 132014, 122220, 117966, 118520, 117115, 115342, 115850, 114459, 114504, 
8, 141125, 137172, 137739, 137232, 135741, 135993, 135821, 132252, 128576, 130099, 
9, 114750, 114375, 110079, 112162, 115009, 111875, 111275, 110125, 106607, 106918, 
10, 130700, 137561, 139239, 133650, 135800, 138222, 125928, 122873, 122977, 122695, 
11, 116225, 103526, 103543, 103856, 103959, 104116, 104070, 103005, 103925, 104625, 
12, 140775, 141501, 131624, 124875, 122350, 120515, 121785, 131575, 132800, 137975, 
13, 139525, 119450, 103625, 104400, 133340, 139647, 141288, 139900, 138950, 139475, 
14, 128538, 122062, 114550, 115075, 111671, 112429, 114450, 117966, 115209, 107502, 
15, 120825, 112324, 108951, 110359, 113991, 116975, 117173, 117077, 119846, 115679, 
16, 113670, 123855, 134950, 121525, 123925, 126651, 127099, 127221, 127079, 126498, 
17, 123550, 110736, 105439, 105625, 108350, 119125, 124425, 124925, 125050, 124225, 
18, 122675, 119025, 118575, 116150, 113425, 120200, 121275, 126999, 122437, 115925, 
19, 111344, 110176, 106828, 105102, 104800, 103250, 102385, 102515, 104225, 102150, 
20, 126850, 143639, 143486, 140275, 137686, 138152, 138712, 139525, 138675, 139175, 
21, 119018, 113277, 122026, 126922, 127175, 126750, 121425, 117602, 117848, 117925, 
22, 122554, 118825, 117550, 111850, 107250, 104800, 104760, 104490, 105000, 104027, 
23, 121967, 132683, 139025, 136201, 130824, 131320, 134855, 132900, 133900, 136025, 
24, 135275, 128225, 124050, 118999, 113201, 121425, 117000, 121975, 125575, 125800, 
25, 115725, 111070, 105680, 117706, 118119, 100643, 100382, 108581, 127595, 128999, 
26, 131225, 137575, 139563, 131412, 112244, 106691, 108427, 116538, 121145, 121375, 
27, 116924, 118626, 111150, 111725, 109050, 103750, 103093, 108657, 110576, 104524, 
28, 119800, 121550, 109875, 119074, 115917, 102298, 101562, 103033, 105296, 105603, 
29, 129677, 112998, 132081, 131594, 129300, 121264, 119561, 118398, 118952, 119325, 
30, 122035, 127690, 130425, 140590, 131160, 132225, 128859, 112669, 106547, 107975, 
31, 120213, 119987, 111475, 114100, 136370, 135480, 132049, 133699, 120152, 120892, 
32, 120975, 119775, 124371, 137654, 140675, 140575, 140975, 142000, 139838, 140462, 
