num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 46029, 44789, 44396, 44678, 45195, 46035, 46089, 45503, 46134, 45894, 
2, 78254, 78583, 77744, 67689, 69109, 62662, 68325, 71822, 71027, 69174, 
3, 70995, 63522, 63674, 63948, 63455, 64724, 65200, 65459, 65563, 65104, 
4, 61740, 57895, 58178, 58154, 58291, 57958, 59176, 59141, 59136, 59093, 
5, 74513, 63250, 64694, 65135, 64890, 64420, 63455, 63660, 64184, 64268, 
6, 64890, 57280, 56690, 57330, 57870, 58292, 58465, 58786, 59217, 58755, 
7, 71053, 65710, 65605, 65562, 65697, 67157, 67814, 67757, 67707, 68230, 
8, 77292, 66920, 66021, 69062, 69397, 68574, 68435, 68884, 68617, 69155, 
9, 64540, 58320, 58060, 59170, 61567, 61733, 62170, 61930, 63589, 61511, 
10, 61356, 59154, 59240, 58740, 59100, 58730, 58800, 59007, 59553, 59319, 
11, 69041, 66290, 63930, 64976, 64904, 65027, 64663, 65540, 66530, 66020, 
12, 64870, 62091, 60379, 61550, 60720, 61940, 61867, 60672, 63771, 64379, 
13, 63116, 59604, 60030, 59810, 60860, 61114, 62566, 61470, 61830, 63659, 
14, 67525, 62789, 63311, 62750, 62530, 62330, 63040, 62925, 63345, 64120, 
15, 69890, 71900, 71410, 66350, 69610, 70797, 70210, 70399, 69911, 69084, 
16, 74300, 68979, 67481, 67410, 67060, 67882, 67977, 68491, 68139, 69071, 
17, 66370, 63620, 61399, 59951, 60259, 59451, 59279, 59532, 59189, 60119, 
18, 59173, 57310, 56802, 56478, 57419, 57941, 58157, 57753, 57439, 57761, 
19, 65485, 62910, 62160, 63390, 63420, 62430, 61920, 62370, 61160, 58980, 
20, 59433, 58200, 58759, 58441, 61860, 64770, 63260, 64342, 66818, 60740, 
21, 68280, 63980, 60350, 59267, 58712, 59011, 61750, 62620, 62659, 62560, 
22, 68802, 67389, 67101, 66400, 67009, 67870, 67821, 68210, 68179, 68161, 
23, 61400, 61096, 60204, 60940, 60680, 60269, 63410, 64171, 63616, 63563, 
24, 69449, 65230, 67399, 67372, 67400, 66430, 66681, 67529, 66740, 67290, 
25, 66000, 61040, 60000, 59670, 59460, 59309, 60121, 61630, 62870, 59860, 
26, 70410, 68120, 67190, 67210, 67180, 67310, 67927, 66599, 65741, 67279, 
27, 62356, 61316, 61947, 62781, 62960, 63080, 63180, 63709, 64209, 64221, 
28, 66800, 62150, 59620, 60602, 60268, 61066, 60724, 61190, 60850, 60920, 
29, 59210, 61170, 64673, 63997, 63149, 62421, 63430, 65022, 66148, 66890, 
30, 65630, 59760, 61353, 64657, 68040, 66270, 64650, 66337, 65839, 65539, 
31, 60245, 57160, 56260, 56020, 56430, 55855, 56305, 56730, 59030, 61423, 
32, 63600, 65630, 61926, 58808, 58416, 57920, 57996, 58114, 59310, 62980, 
