num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 43728, 44316, 43604, 43732, 43404, 43501, 43705, 43804, 43580, 44244, 
2, 58583, 52599, 52710, 51958, 47469, 46199, 40233, 42833, 43329, 43479, 
3, 51156, 48063, 50115, 48677, 49114, 50231, 49355, 48943, 48883, 49316, 
4, 54617, 49290, 43469, 44175, 44295, 51290, 49702, 51334, 49480, 49537, 
5, 53965, 53408, 53303, 53361, 53730, 53358, 43513, 41858, 45849, 47718, 
6, 58627, 55888, 55193, 50838, 52063, 50851, 53398, 50242, 52911, 51056, 
7, 48120, 43855, 45970, 46226, 45595, 45185, 44422, 44980, 47940, 48579, 
8, 58579, 53230, 51010, 46743, 46970, 47010, 50000, 50540, 50636, 55366, 
9, 60337, 55720, 52484, 52296, 51547, 51663, 52278, 53830, 49270, 48630, 
10, 63443, 56708, 52295, 51750, 51680, 51570, 50570, 48590, 48620, 46020, 
11, 47544, 46206, 46600, 45660, 45080, 45350, 47300, 46244, 45966, 45480, 
12, 48454, 45810, 45910, 45740, 45553, 45917, 45990, 45868, 45502, 45530, 
13, 55950, 53311, 51081, 53221, 49460, 50059, 52364, 49777, 53300, 54177, 
14, 47580, 43120, 42440, 41215, 40410, 40406, 39890, 39960, 40320, 41210, 
15, 48964, 45694, 45760, 45417, 45498, 44450, 45110, 47340, 48330, 50320, 
16, 47474, 45286, 41510, 43340, 43080, 42950, 43190, 44140, 45078, 47952, 
17, 50604, 48076, 48260, 48132, 48138, 48080, 48010, 46840, 46651, 48279, 
18, 43870, 42830, 40664, 46010, 42205, 42900, 43830, 44520, 44659, 44428, 
19, 54490, 50891, 50039, 51000, 50380, 50280, 50370, 50570, 48320, 49930, 
20, 58391, 48799, 47270, 47150, 46280, 45925, 44945, 44570, 44610, 46330, 
21, 50700, 48310, 47750, 45332, 44658, 44920, 44338, 44925, 46329, 45431, 
22, 39650, 39590, 37953, 37917, 39089, 39581, 40170, 40146, 39274, 39490, 
23, 46955, 42500, 41390, 41000, 40960, 41240, 42106, 42094, 41490, 42200, 
24, 49600, 46060, 44340, 44092, 45478, 45796, 45014, 45200, 47680, 46240, 
25, 54530, 49500, 48110, 47190, 47030, 47135, 47370, 47180, 48190, 47940, 
26, 45900, 43366, 41714, 40506, 40719, 41988, 41797, 42600, 43878, 42843, 
27, 52780, 48978, 44502, 45680, 44770, 42430, 42630, 43089, 43115, 40796, 
