num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, 
1, 72815, 65839, 65416, 64716, 62543, 64613, 64576, 60335, 66760, 64833, 
2, 81731, 79545, 78405, 78256, 78925, 78550, 78900, 78470, 76105, 74175, 
3, 78353, 72149, 71530, 71725, 71300, 71475, 71100, 72675, 76500, 73150, 
4, 70575, 66923, 65283, 64894, 68675, 68497, 68328, 67550, 68325, 65244, 
5, 77348, 73041, 71612, 71299, 73225, 74600, 68600, 67058, 66792, 67950, 
6, 79412, 66463, 65075, 64325, 66975, 66225, 65225, 65827, 65173, 64325, 
7, 75750, 66700, 64826, 64849, 64600, 66075, 66125, 66609, 65875, 65325, 
8, 77547, 67150, 68577, 68398, 68725, 69000, 69103, 68747, 67900, 74300, 
9, 72125, 67475, 65550, 64125, 63725, 67125, 71650, 71251, 71124, 70950, 
10, 72175, 60375, 67775, 66900, 68950, 71625, 73200, 73725, 71500, 71450, 
11, 73375, 65350, 65750, 65400, 65585, 65590, 65850, 65550, 66728, 66522, 
12, 72775, 69225, 67175, 66025, 66600, 66175, 67184, 71041, 71125, 71050, 
13, 76828, 74415, 71835, 72150, 71749, 70151, 64175, 71800, 70950, 71325, 
14, 73678, 69600, 68400, 70350, 71461, 71829, 71735, 74525, 73893, 74893, 
15, 77350, 68300, 67326, 71441, 71433, 70900, 71067, 72833, 73200, 73375, 
16, 70761, 68963, 66776, 65525, 63625, 67373, 72277, 73024, 69126, 66200, 
17, 73102, 71723, 71075, 70507, 70693, 72075, 76300, 74925, 70186, 71164, 
18, 75800, 71700, 66575, 66715, 66308, 66121, 66256, 65732, 65543, 65936, 
19, 73225, 60752, 57748, 57775, 57550, 58275, 58450, 58550, 58967, 59083, 
20, 74000, 73275, 73250, 73427, 73365, 73519, 72564, 71875, 72075, 73450, 
21, 75975, 72425, 64625, 64800, 64600, 64575, 64809, 65667, 65099, 65464, 
22, 78103, 64575, 64500, 64550, 70475, 72000, 71794, 71856, 71839, 72636, 
23, 74850, 72500, 72963, 71937, 72300, 72450, 74025, 76175, 74025, 74100, 
24, 78000, 68300, 64700, 63725, 65291, 65359, 66350, 65758, 67292, 68375, 
25, 69725, 67803, 67922, 67125, 67211, 66289, 66750, 66400, 67475, 68650, 
26, 72721, 58429, 68500, 68000, 66492, 66083, 65775, 57050, 56350, 55037, 
27, 77197, 65533, 66192, 65871, 65554, 65250, 65874, 66351, 67900, 66065, 
28, 71559, 63041, 62751, 62124, 62625, 62850, 62482, 61443, 63050, 63364, 
29, 77550, 70625, 70800, 69162, 64463, 69125, 69900, 69793, 70989, 70393, 
30, 68783, 66642, 64900, 64450, 64600, 64775, 65100, 64700, 64994, 64925, 
31, 74752, 62973, 62627, 62650, 60675, 62300, 63150, 64299, 63726, 64475, 
32, 67700, 64725, 64675, 60550, 59575, 60025, 60250, 60125, 60050, 61043, 
33, 74600, 71700, 66600, 64775, 64300, 64000, 64175, 64375, 63100, 65013, 
34, 71525, 69845, 68080, 68051, 67049, 66761, 68214, 66825, 66900, 67775, 
35, 73475, 72756, 71894, 60575, 55025, 60250, 68421, 68254, 68200, 68712, 
36, 70575, 68048, 67552, 67075, 67125, 65225, 65850, 66225, 66074, 66551, 
37, 77700, 65900, 62603, 63122, 61425, 61025, 62050, 62625, 63716, 64669, 
38, 74250, 75651, 73124, 65100, 64792, 63983, 65150, 65300, 65343, 65033, 
39, 69376, 61580, 59644, 60525, 58525, 58800, 58575, 58800, 59727, 59999, 
40, 71952, 66173, 63607, 62443, 60475, 59825, 59675, 59375, 58075, 59825, 
41, 68277, 55098, 55250, 64625, 70925, 70300, 67700, 58700, 57900, 56827, 
42, 70428, 77463, 71732, 76093, 75575, 74050, 74300, 68307, 65830, 64913, 
43, 72027, 70123, 67375, 64250, 61775, 63700, 60187, 66263, 64400, 64350, 
44, 69675, 68675, 68450, 67475, 68800, 66300, 66550, 68550, 67601, 67774, 
45, 64225, 64150, 61700, 63725, 63800, 63425, 62725, 66075, 65050, 66657, 
