num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 1550764, 1437766, 1392553, 1405941, 1417148, 1408253, 1408451, 1407508, 1379560, 1387930, 
2, 1865012, 1757714, 1784973, 1813718, 1807772, 1790547, 1791999, 1798377, 1810039, 1819319, 
3, 2038819, 1681791, 3291867, 1711397, 1724572, 1700614, 3455243, 1657453, 1802203, 1831042, 
4, 1938885, 1972578, 1901374, 1882897, 1837582, 1814934, 3630852, 1913314, 1915694, 1864217, 
5, 1880196, 1732692, 1765884, 1761304, 1764870, 1740857, 1717276, 1724265, 1717861, 1677495, 
6, 2304590, 2095989, 2055652, 2004124, 4009634, 1988474, 1898095, 1922200, 1930490, 1994696, 
7, 2056738, 1804679, 3634872, 1695057, 1798116, 1865495, 1922464, 1955397, 2038983, 2051006, 
8, 2124954, 1982300, 1861275, 1888089, 3660652, 1918213, 1912627, 1936430, 1932762, 1938464, 
9, 2080733, 1872356, 1902738, 1949958, 1899751, 1845308, 1830450, 1946355, 1882805, 1970905, 
10, 1855020, 1828981, 3613800, 1867114, 1895377, 1891694, 1886613, 1897526, 2008092, 1916287, 
11, 1908646, 1611948, 1589930, 1659943, 1657754, 1632566, 1651786, 1662418, 1654481, 1658919, 
12, 1923260, 1768690, 1767339, 1801628, 1738453, 1846478, 1848905, 1851508, 1849534, 1841760, 
13, 2067862, 1939731, 2025960, 2127923, 1791965, 1652869, 1655422, 1862375, 2032960, 2012115, 
14, 2464162, 1920559, 1934288, 1914033, 1909599, 1903644, 1907288, 1861312, 3783111, 1886042, 
15, 1929751, 3774629, 1894800, 1886589, 1880352, 1850871, 1836384, 1867327, 1878876, 1862394, 
16, 1968422, 3741129, 1821905, 3627642, 1688692, 1676362, 1849889, 1855996, 1863223, 1853060, 
17, 2247497, 1955779, 1830489, 1995022, 3986243, 2014692, 2012494, 1946816, 1875362, 1741133, 
18, 1936534, 1726607, 1895350, 1794842, 1765607, 1779363, 1722156, 1797833, 1706475, 1822644, 
19, 1927317, 1609002, 3272078, 1677172, 1526803, 1523331, 1650997, 1570326, 3254808, 1673472, 
20, 2224212, 4160959, 2281296, 2222369, 1897635, 1927939, 1874380, 1954070, 1976243, 4034567, 
21, 2090872, 1786509, 1670262, 1744324, 1750560, 1763709, 1790276, 1696314, 1756801, 1803630, 
22, 2225363, 4191306, 2014502, 1987039, 1952556, 1936054, 1949513, 1940212, 3795450, 5680754, 
23, 1902077, 2031658, 1979491, 1905522, 1870211, 1884415, 1818142, 3625220, 1943375, 1968936, 
24, 2115586, 4371784, 2169738, 2125237, 1994889, 1828653, 3524607, 5281676, 1770572, 1770304, 
25, 1896123, 2335373, 2149847, 2064854, 1847225, 1850957, 1830584, 1865256, 1878793, 2080049, 
26, 2009028, 1830896, 2088642, 2344848, 2343684, 2163710, 2088080, 2025765, 1892182, 1563569, 
27, 2498639, 2213926, 1992243, 2374725, 2453030, 2457085, 4755853, 2404443, 4646846, 2310813, 
28, 2157779, 2120753, 2231223, 2293044, 2312986, 1900630, 1867073, 1868693, 1720027, 1646397, 
29, 2613393, 2216009, 1954345, 1708091, 1612377, 1876598, 1908774, 1831661, 1840957, 2085785, 
30, 1995435, 1830886, 2121468, 2102571, 1942102, 1915064, 3763752, 2147881, 2235739, 2013972, 
31, 2038873, 2069533, 2517022, 4973929, 2316856, 4619305, 2337385, 2319919, 2308167, 4619034, 
32, 2178045, 2008068, 2128657, 4193641, 2057739, 2106027, 2198966, 2205819, 2244050, 2230732, 
