num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 83885, 83033, 80595, 77394, 78638, 79860, 78860, 86547, 87113, 79363, 
2, 86184, 79600, 71225, 68523, 70996, 71900, 69269, 71279, 69758, 66638, 
3, 96400, 84050, 80397, 77603, 78875, 79675, 82875, 83550, 83475, 81025, 
4, 81972, 60575, 72794, 74156, 74775, 64575, 60575, 61188, 60275, 59871, 
5, 92119, 80906, 81325, 80900, 78703, 81622, 83950, 82450, 82825, 81375, 
6, 73087, 77450, 74013, 71315, 73397, 71100, 75550, 74925, 74355, 75945, 
7, 75625, 77575, 76942, 78178, 76137, 76841, 76852, 78968, 78482, 77650, 
8, 77200, 75550, 77950, 75075, 76548, 75674, 74553, 76225, 76825, 76150, 
9, 94550, 81275, 78975, 77875, 77377, 76598, 75915, 76035, 76475, 76244, 
10, 81126, 76299, 74675, 74443, 72882, 72875, 74900, 76475, 73801, 76061, 
11, 77445, 76505, 62691, 71700, 75094, 72765, 70875, 72550, 73025, 74600, 
12, 70875, 65425, 67725, 65973, 65976, 66008, 64468, 66775, 66239, 66961, 
13, 75738, 68087, 70450, 71050, 71600, 71502, 69523, 69075, 68868, 69557, 
14, 65925, 65500, 69839, 70361, 72675, 73300, 72672, 72596, 73107, 73125, 
15, 74125, 68500, 67675, 68025, 66850, 68742, 68796, 67062, 67600, 67500, 
16, 77300, 73175, 72725, 72125, 69850, 69725, 70575, 73250, 72000, 70676, 
17, 76675, 70150, 67775, 68179, 68011, 68583, 68683, 68094, 68925, 69900, 
18, 65489, 67639, 64447, 64060, 63890, 64900, 67082, 66543, 66875, 67075, 
19, 68796, 70273, 70131, 68775, 70211, 69939, 71500, 72670, 72480, 69950, 
20, 72847, 67850, 66825, 67500, 66025, 67450, 66950, 66931, 67469, 67323, 
21, 62965, 61246, 61614, 63075, 64550, 64750, 65596, 64545, 65184, 65950, 
22, 68100, 66200, 68975, 70575, 71675, 72095, 71055, 71250, 70700, 70875, 
23, 64050, 62326, 62997, 63077, 63425, 63150, 63968, 64782, 65575, 65550, 
24, 74730, 66350, 63268, 64382, 63275, 65210, 69990, 73625, 73600, 72125, 
25, 76675, 63400, 61331, 62469, 62100, 63525, 63327, 64598, 64857, 64518, 
26, 69000, 67425, 68976, 65924, 66700, 66982, 65551, 71417, 74983, 75542, 
27, 73327, 72600, 72625, 72850, 71725, 72050, 71700, 72700, 72750, 72825, 
28, 77075, 65150, 62850, 66150, 64225, 62975, 63042, 64695, 67236, 67264, 
29, 72150, 67675, 68827, 65613, 65560, 66345, 64155, 60919, 62956, 63175, 
30, 69700, 62925, 62950, 63100, 62800, 62800, 63500, 63225, 65169, 67006, 
31, 72556, 66744, 65381, 65000, 64975, 65200, 67100, 67547, 68228, 69050, 
32, 72275, 69825, 71525, 71900, 70265, 71218, 71419, 70923, 71875, 72200, 
