num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, 
1, 72743, 71634, 73342, 71854, 70313, 70606, 71932, 72218, 72834, 71538, 
2, 137921, 140619, 109945, 106591, 106854, 108341, 113324, 113093, 113963, 113374, 
3, 140894, 141050, 110354, 108065, 119018, 143127, 139428, 140125, 139699, 142482, 
4, 168942, 167071, 164650, 165113, 165970, 166570, 167000, 166359, 166237, 166909, 
5, 218623, 195854, 196142, 196285, 196229, 195713, 196330, 195254, 195447, 195869, 
6, 216337, 196761, 196939, 195719, 197070, 195409, 196039, 197951, 196778, 197706, 
7, 224345, 215256, 216456, 215740, 215197, 214906, 215565, 215876, 216258, 218007, 
8, 220273, 210293, 215747, 218229, 218121, 217574, 212789, 212820, 212948, 212453, 
9, 246964, 244492, 209259, 200410, 199664, 199733, 208855, 198709, 168222, 187384, 
10, 257726, 218932, 219766, 220177, 220456, 226238, 229067, 226519, 225355, 226685, 
11, 227645, 208551, 208730, 206217, 205219, 204245, 180457, 168179, 191318, 183251, 
12, 277553, 250738, 210257, 200166, 217935, 221250, 201193, 214260, 214159, 216379, 
13, 221672, 209486, 210576, 210039, 207013, 208501, 207714, 208844, 209288, 210314, 
14, 272604, 225486, 208802, 207394, 206238, 206283, 206930, 205421, 204195, 204949, 
15, 286865, 274788, 264792, 236384, 231931, 232874, 233231, 238251, 236964, 235057, 
16, 252009, 217868, 205061, 178467, 200136, 204885, 203508, 204367, 204498, 203599, 
17, 224633, 220987, 206085, 171363, 172595, 172184, 171840, 171777, 168527, 170674, 
18, 267009, 254534, 256189, 257365, 256743, 257032, 258617, 262112, 256308, 257387, 
19, 279630, 230905, 179405, 178651, 229599, 227619, 225092, 224855, 233067, 232792, 
20, 243076, 215204, 213706, 213934, 216063, 217145, 192813, 187184, 187504, 188901, 
21, 218519, 212492, 208702, 205370, 172929, 197732, 198771, 200649, 182455, 175537, 
22, 223768, 219921, 206389, 173575, 172236, 211366, 216565, 216614, 215926, 218823, 
23, 243098, 239683, 235911, 237596, 237334, 236343, 235787, 235251, 234520, 235706, 
24, 215654, 183891, 172757, 172747, 172465, 196804, 203677, 206163, 205435, 204344, 
25, 263796, 214626, 208826, 210003, 209246, 221439, 225179, 225058, 180248, 175928, 
26, 228238, 221788, 216356, 216759, 216361, 216251, 220036, 214665, 218488, 214623, 
27, 215534, 201323, 203920, 202879, 200911, 210034, 207462, 208522, 213411, 213138, 
28, 233638, 225848, 232982, 227698, 229895, 225550, 224954, 215132, 202875, 208334, 
29, 243253, 165118, 164760, 161583, 160736, 161969, 162227, 169944, 169436, 169606, 
30, 205729, 186547, 184825, 184501, 185410, 183737, 183532, 184275, 183361, 181619, 
31, 225824, 189779, 181685, 182600, 179093, 175987, 179977, 177133, 184693, 192564, 
32, 207777, 182305, 179021, 174631, 172851, 172456, 173311, 173374, 174768, 167298, 
33, 226571, 232657, 234402, 225853, 224688, 230486, 233327, 228897, 228513, 229323, 
34, 183195, 174599, 172607, 173423, 173402, 172982, 175449, 183106, 187765, 191077, 
35, 228649, 216953, 218382, 221957, 219226, 218586, 219464, 211612, 216913, 216206, 
36, 243857, 220720, 218838, 206560, 204060, 211593, 181712, 210714, 215080, 214635, 
37, 225466, 179428, 181926, 186311, 172151, 168506, 172201, 172000, 177378, 179035, 
38, 233876, 184585, 181798, 180851, 179071, 179103, 174774, 170802, 170865, 171550, 
39, 179620, 183885, 180271, 179816, 181738, 188050, 188897, 188231, 179932, 180229, 
40, 238318, 217055, 210519, 211160, 209977, 210574, 214168, 194972, 211753, 211342, 
41, 220281, 199096, 201720, 200893, 191524, 172409, 172519, 172906, 198356, 202314, 
42, 207345, 201097, 197514, 196624, 197435, 197345, 194919, 197435, 197055, 196981, 
43, 233761, 218329, 215038, 190105, 173546, 174740, 175553, 176176, 182331, 212062, 
44, 259383, 252496, 200031, 165438, 164939, 176725, 179088, 174945, 165644, 184975, 
45, 227826, 182795, 169115, 175424, 178391, 179549, 179560, 178531, 178544, 217281, 
46, 225631, 217861, 217397, 211249, 210656, 216910, 214486, 209054, 206895, 210066, 
47, 217215, 178428, 174694, 174389, 185128, 180077, 180472, 181243, 182760, 171256, 
48, 191686, 183416, 168611, 176386, 179735, 171411, 170475, 178967, 188879, 205358, 
49, 213968, 216219, 213623, 214672, 215439, 196777, 180019, 172609, 177314, 171914, 
50, 213079, 175489, 173927, 168202, 167949, 169888, 172540, 172176, 173706, 170089, 
51, 225078, 212178, 204511, 198349, 201970, 204224, 204397, 203890, 202300, 205821, 
52, 235126, 203706, 204323, 204339, 202952, 201955, 202332, 205979, 207722, 208097, 
53, 224981, 170473, 176213, 169241, 169510, 167441, 167341, 171162, 165897, 165422, 
54, 241087, 174809, 173917, 175054, 177210, 191666, 188620, 188502, 189343, 190267, 
55, 207594, 192271, 188527, 178816, 172247, 163436, 164563, 165806, 164015, 168600, 
56, 236814, 202107, 202150, 202616, 202074, 201717, 200503, 200475, 200953, 200446, 
57, 244997, 192277, 187470, 185090, 183352, 183118, 182657, 181330, 182301, 181068, 
58, 206907, 201165, 176687, 177422, 177767, 178913, 209077, 210225, 209540, 210309, 
59, 221482, 215575, 182422, 193899, 205329, 205557, 199142, 198948, 200038, 199639, 
60, 189876, 176476, 176778, 175941, 174609, 174629, 173646, 173852, 173410, 174329, 
61, 210065, 208649, 175172, 175357, 175737, 175659, 176292, 177840, 177290, 163015, 
62, 239242, 196940, 172588, 172973, 173861, 174001, 172871, 174498, 173495, 171909, 
63, 215206, 211920, 169357, 168089, 179008, 176232, 175357, 175054, 174512, 173808, 
64, 228916, 225410, 194735, 195236, 196001, 190069, 185844, 172790, 165990, 168755, 
