num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10,
1, 46101, 46328, 46463, 46445, 46442, 46404, 46773, 46675, 46169, 46381, 
2, 80399, 80226, 80205, 81184, 82684, 83863, 83501, 82901, 82982, 83324, 
3, 88680, 91889, 91532, 85726, 86005, 87015, 85854, 85715, 85938, 85761, 
4, 105117, 105545, 92412, 91468, 90276, 91953, 95137, 95346, 95056, 94947, 
5, 91215, 95920, 99816, 101516, 102793, 98245, 96372, 98814, 98757, 96312, 
6, 94221, 93925, 93625, 93029, 92522, 93044, 92914, 92940, 97667, 97837, 
7, 96812, 95740, 92418, 91580, 89090, 89028, 89050, 92180, 97498, 101028, 
8, 97611, 95610, 94980, 95018, 94482, 94200, 94640, 95110, 94686, 95040, 
9, 95064, 88930, 88580, 88630, 88450, 88537, 88324, 88296, 86271, 88852, 
10, 98651, 100320, 99570, 90411, 91489, 92000, 93000, 92018, 92182, 91910, 
11, 101172, 91128, 98140, 96690, 86710, 107597, 115573, 108310, 100888, 97412, 
12, 98613, 90556, 91034, 90415, 89605, 92530, 89689, 96701, 91521, 90429, 
13, 101144, 94800, 96151, 97869, 96090, 96540, 96320, 95969, 97301, 98720, 
14, 99790, 90521, 93539, 93250, 93160, 89918, 88382, 94130, 93570, 93820,
15, 98390, 92509, 90761, 91330, 91405, 93955, 93370, 91080, 90780, 89080, 
16, 100561, 100489, 105413, 110658, 110850, 105480, 111770, 109976, 98152, 103106,
17, 95273, 97640, 95262, 93170, 91651, 100219, 103110, 102979, 102771, 103380, 
18, 88072, 87329, 89800, 90670, 88470, 88150, 88110, 88626, 93287, 93527, 
19, 97953, 103160, 96110, 103650, 109750, 108250, 105340, 112237, 111563, 110516, 
20, 95173, 86700, 90930, 96882, 97368, 96308, 91819, 92288, 97811, 97564, 
21, 95519, 83923, 83195, 84845, 85440, 85733, 87923, 84747, 89546, 88211, 
22, 102276, 91134, 93140, 101670, 103560, 107998, 108299, 95503, 95870, 103660, 
23, 104352, 87250, 86070, 88136, 87202, 88406, 94770, 97126, 99210, 101557, 
24, 93815, 96800, 101571, 93109, 97910, 100770, 95920, 93810, 93711, 106299, 
25, 103784, 99810, 94688, 94262, 98190, 96205, 95855, 101750, 97780, 102080,
26, 112040, 111549, 104829, 105602, 108140, 103065, 109583, 107552, 112290, 113840,
27, 85633, 87858, 87660, 86229, 87596, 87595, 90860, 92370, 89050, 85056, 
28, 92001, 105242, 104210, 103440, 103130, 98886, 98114, 102506, 95972, 95702,
29, 91885, 98830, 101150, 98350, 101050, 100679, 91851, 92940, 98150, 101480, 
30, 97776, 100484, 105230, 104620, 101920, 97830, 100790, 100980, 101211, 103360, 
31, 104992, 93218, 93591, 98150, 98220, 97540, 97377, 97852, 97386, 97724,
32, 101275, 97760, 90430, 91126, 94798, 94426, 91758, 91422, 91420, 90981,
