num_pings, value1, value2, value3, value4, value5, value6, value7, value8, value9, value10, value11, value12, value13, value14, value15, value16, value17, value18, value19, value20, value21, value22, value23, value24, value25, value26, value27, value28, value29, value30, value31, value32, value33, value34, value35, value36, value37, value38, value39, value40, value41, value42, value43, value44, value45, value46, value47, value48, value49, value50, value51, value52, value53, value54, value55, value56, value57, value58, value59, value60, value61, value62, value63, value64, value65, value66, value67, value68, value69, value70, value71, value72, value73, value74, value75, value76, value77, value78, value79, value80, value81, value82, value83, value84, value85, value86, value87, value88, value89, value90, value91, value92, value93, value94, value95, value96, value97, value98, value99, value100, 
12, 56413, 51912, 51750, 51750, 51800, 50700, 49275, 51125, 50550, 52060, 51790, 53158, 52667, 51675, 56639, 57136, 56750, 57725, 59375, 59758, 52717, 45775, 45875, 47168, 47332, 45883, 45117, 45800, 45225, 44975, 45743, 44232, 43025, 41975, 42417, 41808, 44100, 44100, 44100, 50400, 52417, 52358, 51775, 51400, 52890, 52410, 58450, 61050, 61300, 61625, 61675, 60175, 66750, 68475, 62925, 60275, 56225, 56578, 56497, 53925, 55700, 56525, 56875, 61950, 62350, 63706, 58769, 54508, 54469, 52923, 51986, 52272, 53892, 53850, 52600, 53050, 54625, 54477, 53798, 54000, 53975, 53825, 54000, 54725, 55250, 45975, 42800, 44780, 44245, 43890, 44360, 44201, 44449, 44152, 46673, 49150, 48441, 50559, 49500, 51650, 
13, 53325, 51750, 52125, 51953, 52397, 53600, 58456, 58144, 56980, 57870, 58675, 60400, 60950, 58875, 59183, 59208, 61609, 63366, 61959, 63225, 62950, 62025, 61911, 56240, 54374, 54050, 57000, 56725, 56925, 60950, 61250, 62625, 64200, 64950, 65425, 63400, 64700, 67200, 64350, 57626, 61181, 60143, 59525, 57576, 56974, 56600, 56001, 55699, 56550, 56400, 55725, 56825, 56575, 57625, 54600, 54075, 52625, 50473, 51352, 50592, 51459, 50443, 49831, 50100, 50200, 55200, 53878, 53647, 55219, 57681, 58350, 57125, 57400, 58840, 60895, 62140, 58800, 55875, 54175, 54667, 56208, 56800, 51625, 51875, 55875, 55550, 54375, 53915, 55135, 55888, 58087, 57050, 60450, 60025, 58500, 54050, 54932, 55693, 60574, 63276, 
14, 56375, 54625, 50994, 53081, 53400, 55163, 59501, 60736, 60559, 60366, 61650, 60266, 60584, 59585, 58615, 54000, 53840, 55944, 57015, 56651, 56775, 57475, 59000, 60125, 59024, 59176, 59000, 54825, 53208, 51318, 53849, 56875, 54600, 53363, 53712, 55200, 53925, 56775, 55000, 57807, 56843, 56750, 58000, 52675, 54975, 56558, 51217, 56025, 55900, 58175, 58227, 59073, 59700, 58750, 58250, 58075, 57620, 59155, 58937, 59913, 61775, 61350, 57764, 57461, 55450, 55300, 54175, 54775, 54425, 53350, 55850, 55143, 53807, 54000, 55450, 56900, 57039, 56386, 56675, 56675, 55525, 56450, 53925, 42000, 42565, 42507, 42421, 43757, 47575, 54775, 54000, 53550, 53600, 54150, 53187, 53913, 54653, 53272, 53000, 53550, 
15, 51450, 51151, 50974, 49700, 50000, 51050, 50875, 51350, 50675, 50850, 50700, 52250, 50900, 50775, 53025, 51675, 53388, 50812, 50825, 51410, 51365, 51850, 52175, 53275, 52050, 51700, 52280, 51170, 50672, 49353, 49525, 50650, 49450, 49200, 48600, 51250, 49918, 50284, 51810, 50913, 50275, 50469, 50081, 50268, 50032, 50500, 50075, 50775, 49000, 48150, 51675, 49650, 50000, 51175, 51432, 51843, 53898, 52027, 52850, 51775, 52850, 55375, 53850, 56275, 58525, 61325, 60050, 59725, 60037, 52188, 49775, 51300, 50450, 51150, 52375, 50900, 50850, 51553, 52462, 51460, 51625, 51300, 48650, 48025, 47650, 50925, 50400, 50225, 50550, 50550, 53200, 52050, 51675, 52002, 51573, 51625, 51946, 51204, 50052, 50198, 
16, 54950, 52463, 51932, 52530, 52175, 53169, 52431, 52275, 52125, 51850, 53100, 54650, 55775, 57600, 57025, 55975, 56300, 57070, 57930, 57125, 52075, 52757, 52818, 53250, 52350, 52196, 52379, 52625, 51875, 55675, 55675, 56225, 57474, 54301, 53312, 54213, 57118, 57632, 55661, 57323, 56966, 56100, 57725, 59275, 58925, 59300, 60425, 57900, 59627, 53798, 55150, 58367, 56283, 56925, 60175, 60275, 57775, 56606, 54394, 53400, 54925, 55025, 55025, 55225, 56375, 58275, 58703, 56098, 56574, 54650, 54300, 55094, 56306, 59150, 57900, 51450, 51600, 52825, 52350, 53850, 54575, 53875, 55475, 55200, 56200, 55754, 55146, 54600, 54300, 52766, 52209, 52525, 51925, 49050, 50425, 52298, 55777, 56300, 57675, 58975, 
17, 58100, 54650, 53225, 52900, 53250, 50789, 50111, 56100, 56125, 57200, 56875, 56575, 56325, 57400, 57250, 57116, 56409, 56591, 57659, 58500, 57875, 54503, 52797, 53475, 57300, 55686, 56664, 57150, 53800, 56025, 59950, 61000, 60075, 58175, 58650, 58182, 58243, 57650, 58300, 57949, 58076, 58975, 59775, 59950, 59925, 59750, 60050, 60050, 60363, 59287, 58725, 56125, 54175, 54350, 54825, 55975, 54850, 54821, 54154, 51307, 51757, 51936, 52250, 51550, 52086, 53214, 53295, 52480, 56675, 58075, 59225, 58468, 58499, 58983, 58650, 59300, 60700, 58975, 59600, 60250, 58925, 60061, 60964, 60982, 59993, 55050, 54100, 56472, 57603, 54850, 54350, 54100, 53350, 53050, 55525, 55613, 55337, 56100, 57925, 57850, 
18, 46794, 45494, 44930, 44207, 43400, 44575, 45724, 46151, 47150, 48987, 49563, 50924, 51476, 52650, 51391, 47409, 46905, 45445, 46725, 46625, 46375, 48057, 47843, 49427, 46223, 46050, 45950, 45725, 48050, 47925, 48287, 46913, 49250, 49850, 49950, 48650, 49825, 51625, 50500, 49125, 48208, 48467, 49125, 48163, 49037, 48958, 49792, 48675, 50421, 48054, 48675, 49750, 51200, 49144, 50731, 49353, 50672, 51450, 51400, 50625, 49275, 50625, 50425, 53850, 54100, 55300, 54000, 52650, 51500, 51100, 48849, 49224, 49177, 48700, 50639, 50511, 51176, 50749, 50725, 50361, 49965, 49549, 50217, 49083, 48365, 49485, 47316, 47034, 46750, 45725, 47750, 46725, 48075, 48500, 51250, 52175, 52245, 52530, 51025, 51575, 
19, 52325, 51200, 51075, 52436, 52439, 51475, 51300, 52900, 52975, 55600, 55175, 52500, 54992, 56733, 56350, 54800, 56925, 54464, 55111, 52300, 52671, 52179, 52575, 53550, 53025, 54450, 54975, 54700, 55401, 52624, 55138, 55237, 55275, 55300, 57175, 56381, 55969, 57225, 58150, 56125, 57921, 58129, 54776, 51474, 49642, 53808, 54275, 54300, 54225, 55625, 55475, 55425, 55425, 51375, 51922, 53578, 52625, 53025, 53075, 51563, 50785, 51252, 49531, 49886, 50233, 50925, 50225, 49775, 50050, 50616, 50372, 49762, 50375, 51100, 49725, 50225, 52225, 51175, 51650, 50000, 51419, 51356, 51781, 54569, 57250, 56650, 55875, 55950, 60825, 57400, 53925, 55175, 60075, 58475, 61000, 61950, 63475, 61600, 59750, 53975, 
20, 54652, 53155, 53343, 52350, 53403, 57747, 61625, 61425, 61600, 61425, 62725, 61575, 61700, 62600, 60520, 61230, 60497, 62428, 60743, 61929, 61803, 59900, 60350, 59700, 54375, 53875, 55150, 51350, 51050, 51300, 55389, 56486, 51850, 51650, 52675, 52775, 54175, 55750, 56375, 57300, 58575, 57800, 56225, 57862, 57914, 59524, 60425, 61394, 56506, 55927, 58248, 61600, 61250, 60600, 56425, 58175, 57600, 53208, 54117, 55600, 54825, 55225, 58100, 60100, 54600, 54621, 54629, 55125, 55450, 54650, 55550, 54625, 51875, 54525, 55500, 54675, 54900, 53350, 51950, 52425, 52875, 52800, 53650, 53700, 54025, 54350, 55050, 55550, 55550, 55400, 55575, 57901, 54755, 55369, 56100, 58275, 58175, 58698, 59752, 52475, 
21, 44706, 43751, 42943, 43175, 43325, 44050, 44325, 45625, 45300, 45675, 45975, 47175, 45800, 45550, 45675, 45650, 45900, 45800, 45675, 46975, 47225, 47200, 46259, 46816, 46700, 46490, 45835, 45947, 46353, 46447, 45553, 45700, 46600, 45950, 46025, 47797, 45153, 45000, 44525, 45500, 45625, 47500, 46650, 46400, 47075, 46300, 47250, 47650, 46125, 47048, 47427, 48775, 47450, 45925, 46425, 46275, 45450, 46100, 46850, 48916, 46209, 46600, 46025, 48525, 51925, 51775, 50670, 52105, 51950, 50675, 50813, 51187, 52125, 53125, 53925, 53600, 55900, 57835, 57765, 58400, 57825, 57375, 54900, 50675, 50400, 51575, 50525, 50574, 50701, 51300, 50850, 53251, 53849, 53175, 53725, 54975, 53824, 52926, 52050, 55400, 
22, 50575, 47525, 44695, 44480, 47275, 47850, 47749, 46651, 47475, 46850, 47800, 48100, 48267, 48358, 48175, 49300, 49250, 48044, 49756, 49200, 49750, 49350, 46450, 48200, 49000, 48025, 47700, 49350, 47775, 48025, 48025, 47650, 47550, 46716, 49284, 48000, 49500, 49650, 49171, 48179, 50807, 49593, 49025, 46550, 47650, 48150, 48000, 47587, 48238, 49075, 49500, 47700, 48000, 47950, 47700, 46914, 47486, 49500, 49300, 47814, 47761, 46500, 47400, 46618, 46407, 47225, 46640, 46384, 47476, 46575, 47225, 46525, 46500, 47500, 47750, 47900, 48250, 49100, 48475, 48975, 48372, 48878, 46575, 47275, 48100, 47800, 47898, 47452, 46525, 46475, 47375, 47875, 47684, 47288, 47640, 47263, 46450, 46400, 47250, 46600, 
23, 56454, 50942, 48400, 43075, 48725, 49850, 50050, 52275, 49275, 49715, 50285, 48700, 49150, 49050, 48325, 49399, 48901, 49725, 50100, 50250, 51400, 51825, 51925, 52665, 51010, 51800, 51350, 51325, 50425, 50400, 51827, 53223, 54650, 55200, 55150, 54950, 56243, 54757, 52060, 51865, 52075, 53050, 53173, 52152, 55275, 58175, 57025, 54700, 50384, 47941, 46941, 48359, 47945, 47755, 46610, 45290, 45725, 46250, 47675, 48375, 49125, 49675, 51650, 51925, 53250, 53475, 48775, 51675, 54850, 53125, 52550, 53900, 53025, 54725, 55650, 52225, 49100, 49725, 50400, 49625, 49602, 49447, 50101, 50975, 51250, 51250, 51775, 51525, 52075, 51300, 50450, 50966, 50177, 50557, 51750, 51425, 52175, 51300, 46816, 43060, 
24, 52975, 51950, 50500, 50125, 49000, 50225, 50400, 50600, 51875, 50300, 49550, 51675, 52050, 53850, 56225, 57075, 54075, 52550, 52100, 52050, 50600, 51900, 52200, 52350, 52450, 53053, 52022, 52825, 50850, 51775, 51075, 52448, 53055, 52222, 54400, 54162, 55206, 54232, 54300, 54710, 54640, 54425, 56475, 56425, 55875, 54475, 55100, 54500, 54050, 53875, 53100, 54325, 54000, 54675, 55650, 55775, 55875, 55800, 55525, 55850, 54175, 54325, 52125, 50425, 50375, 51725, 50900, 53125, 52109, 51266, 51875, 52300, 52025, 50740, 53835, 53525, 54425, 55725, 54300, 53900, 55675, 52200, 50600, 52125, 51930, 50137, 51856, 52856, 54121, 53875, 49609, 49841, 51775, 50525, 51400, 54875, 55600, 52225, 51037, 53388, 
25, 51800, 51002, 46826, 48247, 47075, 48525, 47455, 48095, 48675, 48725, 48700, 50900, 49437, 49838, 50450, 50100, 47675, 46625, 47603, 46572, 49557, 49077, 47191, 47300, 49160, 49765, 50200, 48785, 49165, 50718, 49440, 50710, 50157, 49425, 49950, 50136, 52039, 52333, 53192, 52475, 52750, 52225, 52500, 52625, 52400, 49450, 50375, 51975, 51605, 51595, 50725, 50025, 49178, 49397, 49950, 49300, 49150, 48575, 49674, 50851, 49450, 50400, 49800, 50820, 50972, 50578, 50480, 49500, 51050, 48050, 52450, 54675, 55500, 55587, 55888, 55925, 56703, 53358, 51089, 49525, 49850, 52325, 53081, 50269, 50850, 52150, 51075, 52475, 52425, 51634, 51341, 50938, 50487, 52125, 51725, 51300, 53201, 53705, 53042, 54052, 
26, 50125, 50350, 45814, 46136, 45633, 47992, 47525, 49050, 49650, 52425, 50700, 51625, 53301, 51524, 48575, 47025, 47384, 47791, 49000, 48550, 48500, 48775, 46975, 46850, 46625, 47175, 48209, 47216, 49475, 50100, 48900, 50075, 48900, 49675, 51725, 52775, 50475, 51000, 50725, 50775, 52507, 49479, 47889, 48675, 49025, 49053, 48160, 46812, 46725, 47025, 46950, 46925, 47056, 50144, 49000, 50067, 50283, 51300, 50775, 50700, 50051, 49257, 48892, 48009, 47766, 48922, 50503, 51000, 52400, 52575, 52525, 51175, 52075, 53100, 54200, 51200, 52375, 53883, 51467, 51826, 45924, 46751, 46799, 48525, 48625, 50420, 50905, 50738, 48837, 47075, 46700, 46825, 46625, 46850, 47075, 47600, 51400, 50825, 52377, 52216, 
27, 53096, 51155, 51550, 48825, 46850, 48800, 50400, 50750, 51125, 52150, 52370, 52730, 50700, 51250, 52150, 50625, 51387, 51988, 50888, 50987, 51082, 50005, 50438, 50475, 50900, 52325, 53575, 51775, 52600, 52575, 52500, 50675, 50600, 50250, 50675, 52217, 51211, 50997, 50251, 50474, 50775, 52375, 53000, 52210, 51064, 52376, 51883, 53417, 51861, 53714, 54106, 53519, 48800, 49626, 49574, 47350, 47650, 48850, 49800, 49375, 46965, 47435, 46775, 45500, 46350, 48145, 47630, 47625, 50650, 50592, 50702, 51656, 52406, 51569, 50650, 50600, 49475, 50119, 51056, 51800, 50041, 49734, 50225, 48825, 49075, 49775, 50750, 50435, 49592, 49973, 47550, 47450, 48378, 48722, 48800, 49675, 49850, 50200, 47000, 48028, 
28, 51275, 48100, 46851, 47574, 48075, 46850, 46075, 44175, 45300, 50675, 50850, 52115, 51110, 52157, 52518, 52725, 52350, 52771, 54329, 54500, 54950, 52850, 52900, 52075, 52450, 52525, 53700, 51234, 52466, 52125, 50825, 52125, 52975, 54025, 49456, 47043, 48526, 48625, 48700, 50737, 49688, 50475, 50925, 50900, 51375, 52075, 50900, 51975, 50700, 51450, 50288, 47637, 47625, 45550, 45225, 48400, 50000, 49075, 48974, 48126, 43221, 45704, 44550, 45800, 46625, 48700, 57200, 57075, 55400, 55925, 53809, 53541, 52650, 52450, 51375, 51750, 51386, 51214, 52600, 51725, 53250, 48725, 49225, 49050, 49650, 51200, 51325, 51625, 51575, 52200, 52075, 51603, 51322, 53650, 52500, 50900, 48650, 48675, 49625, 49975, 
29, 55200, 51875, 48275, 49025, 46775, 47650, 47725, 48275, 47675, 48849, 48830, 48991, 48680, 48475, 49625, 49423, 48702, 49150, 48750, 49300, 49507, 50168, 50550, 52250, 52500, 53625, 54642, 53180, 51903, 53169, 52031, 52550, 52625, 53900, 52775, 52600, 52400, 53400, 52100, 50600, 53098, 53002, 52525, 52250, 52600, 53100, 52475, 51983, 52417, 52200, 52071, 53104, 53725, 54414, 54436, 54475, 55150, 56075, 56601, 54949, 50827, 48973, 49150, 48678, 49974, 49475, 48179, 49265, 50229, 51127, 51073, 51175, 52434, 51830, 52336, 52525, 51884, 50666, 49225, 51125, 50650, 51275, 52200, 52550, 52675, 54150, 55898, 57605, 56422, 53692, 54475, 55160, 54773, 54075, 53875, 54375, 54275, 54225, 55200, 55875, 
30, 48025, 48725, 47250, 46584, 47916, 47750, 49550, 52025, 57925, 58250, 51875, 54175, 56650, 58150, 53532, 52368, 49600, 49675, 51350, 50275, 50825, 53925, 49650, 49925, 51600, 51775, 55761, 56264, 54650, 55700, 56400, 54400, 55875, 54971, 54879, 53164, 54836, 54253, 54647, 57950, 56625, 55800, 52325, 54425, 53425, 53700, 54175, 51375, 51850, 51496, 49779, 49450, 50000, 51150, 49725, 51775, 52767, 52783, 51550, 51159, 52565, 53876, 52450, 53500, 53260, 54565, 56600, 54150, 51800, 53975, 52350, 53350, 53700, 53801, 52299, 54316, 55609, 53975, 54050, 54350, 55925, 54200, 56000, 56125, 56200, 54600, 56200, 58325, 58300, 58525, 58425, 58900, 59930, 57399, 55846, 51825, 51625, 54150, 58500, 60500, 
31, 55908, 54226, 53375, 53206, 49369, 51610, 51540, 50400, 52800, 52225, 55150, 56000, 53517, 52808, 53950, 55925, 56117, 56358, 55624, 55789, 55162, 55575, 54175, 54725, 54825, 56900, 56275, 53250, 51450, 51075, 52175, 53695, 53171, 52459, 51250, 53925, 54587, 55213, 56550, 56768, 56407, 54586, 51164, 51911, 56305, 52784, 52950, 54900, 54950, 51450, 54450, 55400, 57650, 54622, 54024, 53679, 55275, 56825, 57125, 55323, 54377, 55825, 56137, 55063, 55650, 55525, 56075, 55925, 53950, 52475, 50751, 54350, 55449, 53950, 56681, 58244, 56100, 57825, 56101, 55657, 56767, 53575, 53525, 54000, 54025, 54432, 54218, 54350, 53100, 50675, 50675, 52900, 55563, 51937, 51150, 50100, 49950, 53275, 54150, 53100, 
32, 39625, 40206, 39567, 40477, 39884, 39041, 38925, 39950, 39469, 40431, 42475, 41250, 40900, 40875, 40343, 38757, 40275, 40325, 41225, 40800, 40975, 40800, 40875, 40800, 41150, 40850, 40994, 42656, 41150, 42550, 41200, 41050, 42091, 41334, 40300, 40150, 40805, 41945, 41225, 41000, 41591, 42034, 41175, 43183, 44515, 42269, 41708, 40525, 39875, 40625, 40650, 40975, 42825, 41958, 42267, 42950, 42550, 43195, 43705, 42100, 42400, 42900, 43525, 45250, 43625, 42600, 40775, 41450, 42800, 43300, 42974, 41417, 43202, 42682, 42975, 43375, 43200, 43200, 42775, 43600, 44005, 45070, 44471, 44554, 47075, 46300, 45400, 45635, 45515, 46050, 47075, 46075, 47350, 46550, 46491, 46359, 46250, 47525, 46600, 47300, 
33, 52825, 51750, 49450, 49275, 44285, 41815, 42897, 47203, 49250, 48685, 43065, 43477, 42548, 42125, 42350, 42225, 44400, 43302, 41635, 41684, 42754, 43325, 42550, 44450, 44225, 43425, 43075, 42675, 44275, 44200, 42325, 42175, 42971, 43829, 44425, 44275, 44025, 43000, 44375, 44600, 44425, 44200, 43101, 45999, 44600, 42811, 45291, 45448, 44550, 44068, 46682, 48325, 49475, 48475, 47875, 44850, 44750, 45935, 44743, 44822, 44921, 46879, 46561, 42464, 42550, 44150, 42400, 41900, 42050, 42300, 43925, 44175, 42950, 44100, 42000, 42475, 46951, 47099, 49275, 49500, 46975, 46925, 47150, 45286, 46364, 44753, 47197, 47200, 47025, 46600, 47688, 49137, 49100, 49675, 46600, 44475, 42750, 43875, 44675, 44750, 
